Using GPU: 1...
X_train.shape=(4701, 2, 64), y_train.shape=(4701,);
X_test.shape=(1175, 2, 64), y_test.shape=(1175,)
Creating the data generator ...
PreTrain Embedding hitRate=0.9742634608872334
model.bilstm.embedding.weight
model.bilstm.quote_bilstm.weight_ih_l0
model.bilstm.quote_bilstm.weight_hh_l0
model.bilstm.quote_bilstm.bias_ih_l0
model.bilstm.quote_bilstm.bias_hh_l0
model.bilstm.quote_bilstm.weight_ih_l0_reverse
model.bilstm.quote_bilstm.weight_hh_l0_reverse
model.bilstm.quote_bilstm.bias_ih_l0_reverse
model.bilstm.quote_bilstm.bias_hh_l0_reverse
model.bilstm.quote_bilstm.weight_ih_l1
model.bilstm.quote_bilstm.weight_hh_l1
model.bilstm.quote_bilstm.bias_ih_l1
model.bilstm.quote_bilstm.bias_hh_l1
model.bilstm.quote_bilstm.weight_ih_l1_reverse
model.bilstm.quote_bilstm.weight_hh_l1_reverse
model.bilstm.quote_bilstm.bias_ih_l1_reverse
model.bilstm.quote_bilstm.bias_hh_l1_reverse
model.bilstm.response_bilstm.weight_ih_l0
model.bilstm.response_bilstm.weight_hh_l0
model.bilstm.response_bilstm.bias_ih_l0
model.bilstm.response_bilstm.bias_hh_l0
model.bilstm.response_bilstm.weight_ih_l0_reverse
model.bilstm.response_bilstm.weight_hh_l0_reverse
model.bilstm.response_bilstm.bias_ih_l0_reverse
model.bilstm.response_bilstm.bias_hh_l0_reverse
model.bilstm.response_bilstm.weight_ih_l1
model.bilstm.response_bilstm.weight_hh_l1
model.bilstm.response_bilstm.bias_ih_l1
model.bilstm.response_bilstm.bias_hh_l1
model.bilstm.response_bilstm.weight_ih_l1_reverse
model.bilstm.response_bilstm.weight_hh_l1_reverse
model.bilstm.response_bilstm.bias_ih_l1_reverse
model.bilstm.response_bilstm.bias_hh_l1_reverse
model.self_dot_q2q_attention_layer.0.weight
model.self_dot_q2q_attention_layer.0.bias
model.self_dot_r2r_attention_layer.0.weight
model.self_dot_r2r_attention_layer.0.bias
model.r2q_attention_layer.0.weight
model.r2q_attention_layer.0.bias
model.r2q_attention_layer.3.weight
model.r2q_attention_layer.3.bias
model.q2r_attention_layer.0.weight
model.q2r_attention_layer.0.bias
model.q2r_attention_layer.3.weight
model.q2r_attention_layer.3.bias
out.0.weight
out.0.bias
out.3.weight
out.3.bias
BATCH 1 training acc=0.250000, cost=0.713295, test acc=0.662128, cost=0.635901, disagree_f1=0.796723, agree_f1=0.000000, average_f1=0.398361
BATCH 2 training acc=0.468750, cost=0.744165, test acc=0.662128, cost=0.636048, disagree_f1=0.796723, agree_f1=0.000000, average_f1=0.398361
BATCH 3 training acc=0.625000, cost=0.682584, test acc=0.662128, cost=0.640376, disagree_f1=0.796723, agree_f1=0.000000, average_f1=0.398361
BATCH 4 training acc=0.718750, cost=0.622770, test acc=0.662128, cost=0.638496, disagree_f1=0.796723, agree_f1=0.000000, average_f1=0.398361
BATCH 5 training acc=0.625000, cost=0.660966, test acc=0.662128, cost=0.635258, disagree_f1=0.796723, agree_f1=0.000000, average_f1=0.398361
BATCH 6 training acc=0.531250, cost=0.712645, test acc=0.662128, cost=0.636350, disagree_f1=0.796723, agree_f1=0.000000, average_f1=0.398361
BATCH 7 training acc=0.656250, cost=0.646405, test acc=0.662128, cost=0.634739, disagree_f1=0.796723, agree_f1=0.000000, average_f1=0.398361
BATCH 8 training acc=0.593750, cost=0.684620, test acc=0.662128, cost=0.633998, disagree_f1=0.796723, agree_f1=0.000000, average_f1=0.398361
BATCH 9 training acc=0.531250, cost=0.704390, test acc=0.662128, cost=0.637139, disagree_f1=0.796723, agree_f1=0.000000, average_f1=0.398361
BATCH 10 training acc=0.500000, cost=0.707081, test acc=0.662128, cost=0.644430, disagree_f1=0.796723, agree_f1=0.000000, average_f1=0.398361
BATCH 11 training acc=0.750000, cost=0.633328, test acc=0.662128, cost=0.640769, disagree_f1=0.796723, agree_f1=0.000000, average_f1=0.398361
BATCH 12 training acc=0.656250, cost=0.646482, test acc=0.662128, cost=0.632833, disagree_f1=0.796723, agree_f1=0.000000, average_f1=0.398361
BATCH 13 training acc=0.812500, cost=0.563353, test acc=0.662128, cost=0.620289, disagree_f1=0.796723, agree_f1=0.000000, average_f1=0.398361
BATCH 14 training acc=0.562500, cost=0.693637, test acc=0.662128, cost=0.615729, disagree_f1=0.796723, agree_f1=0.000000, average_f1=0.398361
BATCH 15 training acc=0.656250, cost=0.605423, test acc=0.662128, cost=0.612092, disagree_f1=0.796723, agree_f1=0.000000, average_f1=0.398361
BATCH 16 training acc=0.781250, cost=0.533945, test acc=0.662128, cost=0.614955, disagree_f1=0.796723, agree_f1=0.000000, average_f1=0.398361
BATCH 17 training acc=0.593750, cost=0.637326, test acc=0.662128, cost=0.618977, disagree_f1=0.796723, agree_f1=0.000000, average_f1=0.398361
BATCH 18 training acc=0.406250, cost=0.891924, test acc=0.662128, cost=0.613209, disagree_f1=0.796723, agree_f1=0.000000, average_f1=0.398361
BATCH 19 training acc=0.781250, cost=0.462778, test acc=0.663830, cost=0.613259, disagree_f1=0.797332, agree_f1=0.014963, average_f1=0.406147
BATCH 20 training acc=0.656250, cost=0.541137, test acc=0.680851, cost=0.611716, disagree_f1=0.803768, agree_f1=0.145786, average_f1=0.474777
BATCH 21 training acc=0.750000, cost=0.540438, test acc=0.686809, cost=0.612210, disagree_f1=0.802151, agree_f1=0.248980, average_f1=0.525565
BATCH 22 training acc=0.531250, cost=0.736292, test acc=0.685106, cost=0.602775, disagree_f1=0.794673, agree_f1=0.324818, average_f1=0.559745
BATCH 23 training acc=0.593750, cost=0.732312, test acc=0.691915, cost=0.598140, disagree_f1=0.786808, agree_f1=0.444785, average_f1=0.615797
BATCH 24 training acc=0.687500, cost=0.539503, test acc=0.662979, cost=0.608358, disagree_f1=0.747449, agree_f1=0.493606, average_f1=0.620528
BATCH 25 training acc=0.781250, cost=0.603036, test acc=0.623830, cost=0.633701, disagree_f1=0.686080, agree_f1=0.530786, average_f1=0.608433
BATCH 26 training acc=0.500000, cost=0.665435, test acc=0.607660, cost=0.644659, disagree_f1=0.659779, agree_f1=0.536683, average_f1=0.598231
BATCH 27 training acc=0.718750, cost=0.555373, test acc=0.615319, cost=0.635249, disagree_f1=0.673410, agree_f1=0.532091, average_f1=0.602751
BATCH 28 training acc=0.625000, cost=0.652707, test acc=0.640000, cost=0.615686, disagree_f1=0.712831, agree_f1=0.517674, average_f1=0.615252
BATCH 29 training acc=0.562500, cost=0.612358, test acc=0.666383, cost=0.600307, disagree_f1=0.748072, agree_f1=0.506297, average_f1=0.627185
BATCH 30 training acc=0.500000, cost=0.719478, test acc=0.685106, cost=0.589156, disagree_f1=0.774939, agree_f1=0.475921, average_f1=0.625430
BATCH 31 training acc=0.781250, cost=0.471553, test acc=0.691915, cost=0.589580, disagree_f1=0.792906, agree_f1=0.398671, average_f1=0.595789
BATCH 32 training acc=0.718750, cost=0.588211, test acc=0.696170, cost=0.596700, disagree_f1=0.801336, agree_f1=0.354430, average_f1=0.577883
BATCH 33 training acc=0.718750, cost=0.504687, test acc=0.697021, cost=0.596560, disagree_f1=0.804610, agree_f1=0.325758, average_f1=0.565184
BATCH 34 training acc=0.718750, cost=0.537389, test acc=0.699574, cost=0.590375, disagree_f1=0.806998, agree_f1=0.322457, average_f1=0.564728
BATCH 35 training acc=0.718750, cost=0.541435, test acc=0.700426, cost=0.581240, disagree_f1=0.807440, agree_f1=0.325670, average_f1=0.566555
BATCH 36 training acc=0.718750, cost=0.547850, test acc=0.705532, cost=0.569309, disagree_f1=0.807778, agree_f1=0.370909, average_f1=0.589343
BATCH 37 training acc=0.656250, cost=0.550712, test acc=0.705532, cost=0.564987, disagree_f1=0.800000, agree_f1=0.441935, average_f1=0.620968
BATCH 38 training acc=0.812500, cost=0.462456, test acc=0.708936, cost=0.564146, disagree_f1=0.796429, agree_f1=0.489552, average_f1=0.642990
BATCH 39 training acc=0.781250, cost=0.521617, test acc=0.708085, cost=0.559657, disagree_f1=0.795468, agree_f1=0.490342, average_f1=0.642905
BATCH 40 training acc=0.718750, cost=0.533800, test acc=0.708936, cost=0.555915, disagree_f1=0.795455, agree_f1=0.495575, average_f1=0.645515
BATCH 41 training acc=0.843750, cost=0.466569, test acc=0.714894, cost=0.558013, disagree_f1=0.803057, agree_f1=0.483821, average_f1=0.643439
BATCH 42 training acc=0.562500, cost=0.660353, test acc=0.707234, cost=0.564711, disagree_f1=0.802071, agree_f1=0.437908, average_f1=0.619990
BATCH 43 training acc=0.625000, cost=0.598688, test acc=0.703830, cost=0.571471, disagree_f1=0.803833, agree_f1=0.395833, average_f1=0.599833
BATCH 44 training acc=0.781250, cost=0.430405, test acc=0.705532, cost=0.590703, disagree_f1=0.808204, agree_f1=0.366300, average_f1=0.587252
BATCH 45 training acc=0.593750, cost=0.664572, test acc=0.712340, cost=0.589477, disagree_f1=0.813466, agree_f1=0.371747, average_f1=0.592606
BATCH 46 training acc=0.687500, cost=0.531347, test acc=0.709787, cost=0.573375, disagree_f1=0.810028, agree_f1=0.385586, average_f1=0.597807
BATCH 47 training acc=0.781250, cost=0.582411, test acc=0.711489, cost=0.554635, disagree_f1=0.805731, agree_f1=0.439669, average_f1=0.622700
BATCH 48 training acc=0.718750, cost=0.606481, test acc=0.716596, cost=0.547256, disagree_f1=0.800479, agree_f1=0.511013, average_f1=0.655746
BATCH 49 training acc=0.718750, cost=0.570838, test acc=0.721702, cost=0.550851, disagree_f1=0.799755, agree_f1=0.543933, average_f1=0.671844
BATCH 50 training acc=0.593750, cost=0.632217, test acc=0.708085, cost=0.562509, disagree_f1=0.782774, agree_f1=0.555123, average_f1=0.668949
BATCH 51 training acc=0.843750, cost=0.560846, test acc=0.711489, cost=0.568111, disagree_f1=0.784762, agree_f1=0.562581, average_f1=0.673671
BATCH 52 training acc=0.656250, cost=0.573953, test acc=0.737021, cost=0.566331, disagree_f1=0.812158, agree_f1=0.561702, average_f1=0.686930
BATCH 53 training acc=0.656250, cost=0.578240, test acc=0.720000, cost=0.561362, disagree_f1=0.814648, agree_f1=0.427826, average_f1=0.621237
BATCH 54 training acc=0.687500, cost=0.517824, test acc=0.697872, cost=0.557492, disagree_f1=0.807796, agree_f1=0.294235, average_f1=0.551016
BATCH 55 training acc=0.531250, cost=0.618777, test acc=0.701277, cost=0.555276, disagree_f1=0.810577, agree_f1=0.293763, average_f1=0.552170
