Using GPU: 1...
X_train.shape=(19819, 2, 64), y_train.shape=(19819,);
X_test.shape=(4955, 2, 64), y_test.shape=(4955,)
Creating the data generator ...
PreTrain Embedding hitRate=0.9253959683225342
model.bilstm.embedding.weight
model.bilstm.quote_bilstm.weight_ih_l0
model.bilstm.quote_bilstm.weight_hh_l0
model.bilstm.quote_bilstm.bias_ih_l0
model.bilstm.quote_bilstm.bias_hh_l0
model.bilstm.quote_bilstm.weight_ih_l0_reverse
model.bilstm.quote_bilstm.weight_hh_l0_reverse
model.bilstm.quote_bilstm.bias_ih_l0_reverse
model.bilstm.quote_bilstm.bias_hh_l0_reverse
model.bilstm.quote_bilstm.weight_ih_l1
model.bilstm.quote_bilstm.weight_hh_l1
model.bilstm.quote_bilstm.bias_ih_l1
model.bilstm.quote_bilstm.bias_hh_l1
model.bilstm.quote_bilstm.weight_ih_l1_reverse
model.bilstm.quote_bilstm.weight_hh_l1_reverse
model.bilstm.quote_bilstm.bias_ih_l1_reverse
model.bilstm.quote_bilstm.bias_hh_l1_reverse
model.bilstm.response_bilstm.weight_ih_l0
model.bilstm.response_bilstm.weight_hh_l0
model.bilstm.response_bilstm.bias_ih_l0
model.bilstm.response_bilstm.bias_hh_l0
model.bilstm.response_bilstm.weight_ih_l0_reverse
model.bilstm.response_bilstm.weight_hh_l0_reverse
model.bilstm.response_bilstm.bias_ih_l0_reverse
model.bilstm.response_bilstm.bias_hh_l0_reverse
model.bilstm.response_bilstm.weight_ih_l1
model.bilstm.response_bilstm.weight_hh_l1
model.bilstm.response_bilstm.bias_ih_l1
model.bilstm.response_bilstm.bias_hh_l1
model.bilstm.response_bilstm.weight_ih_l1_reverse
model.bilstm.response_bilstm.weight_hh_l1_reverse
model.bilstm.response_bilstm.bias_ih_l1_reverse
model.bilstm.response_bilstm.bias_hh_l1_reverse
model.self_dot_q2q_attention_layer.0.weight
model.self_dot_q2q_attention_layer.0.bias
model.self_dot_r2r_attention_layer.0.weight
model.self_dot_r2r_attention_layer.0.bias
model.cross_dot_v1_r2q_attention_layer.0.weight
model.cross_dot_v1_r2q_attention_layer.0.bias
model.cross_dot_v1_q2r_attention_layer.0.weight
model.cross_dot_v1_q2r_attention_layer.0.bias
out.0.weight
out.0.bias
out.3.weight
out.3.bias
BATCH 1 training acc=0.531250, cost=0.691145, test acc=0.511604, cost=0.693805, disagree_f1=0.676903, agree_f1=0.000000, average_f1=0.338451
BATCH 2 training acc=0.343750, cost=0.732046, test acc=0.488396, cost=0.707558, disagree_f1=0.000000, agree_f1=0.656271, average_f1=0.328136
BATCH 3 training acc=0.500000, cost=0.707633, test acc=0.488396, cost=0.720900, disagree_f1=0.000000, agree_f1=0.656271, average_f1=0.328136
BATCH 4 training acc=0.562500, cost=0.676888, test acc=0.488396, cost=0.724401, disagree_f1=0.000000, agree_f1=0.656271, average_f1=0.328136
BATCH 5 training acc=0.468750, cost=0.737336, test acc=0.488396, cost=0.705121, disagree_f1=0.000000, agree_f1=0.656271, average_f1=0.328136
BATCH 6 training acc=0.531250, cost=0.673440, test acc=0.488396, cost=0.697128, disagree_f1=0.000000, agree_f1=0.656271, average_f1=0.328136
BATCH 7 training acc=0.468750, cost=0.710280, test acc=0.507366, cost=0.692943, disagree_f1=0.592011, agree_f1=0.378406, average_f1=0.485208
BATCH 8 training acc=0.531250, cost=0.692201, test acc=0.511604, cost=0.696305, disagree_f1=0.676903, agree_f1=0.000000, average_f1=0.338451
BATCH 9 training acc=0.562500, cost=0.687137, test acc=0.511604, cost=0.709624, disagree_f1=0.676903, agree_f1=0.000000, average_f1=0.338451
BATCH 10 training acc=0.562500, cost=0.684199, test acc=0.511604, cost=0.721672, disagree_f1=0.676903, agree_f1=0.000000, average_f1=0.338451
BATCH 11 training acc=0.593750, cost=0.690194, test acc=0.511604, cost=0.727311, disagree_f1=0.676903, agree_f1=0.000000, average_f1=0.338451
BATCH 12 training acc=0.500000, cost=0.757434, test acc=0.511604, cost=0.716742, disagree_f1=0.676903, agree_f1=0.000000, average_f1=0.338451
BATCH 13 training acc=0.625000, cost=0.677470, test acc=0.511604, cost=0.708524, disagree_f1=0.676903, agree_f1=0.000000, average_f1=0.338451
BATCH 14 training acc=0.500000, cost=0.715465, test acc=0.511604, cost=0.697525, disagree_f1=0.676903, agree_f1=0.000000, average_f1=0.338451
BATCH 15 training acc=0.406250, cost=0.746560, test acc=0.533199, cost=0.690640, disagree_f1=0.676639, agree_f1=0.161045, average_f1=0.418842
BATCH 16 training acc=0.593750, cost=0.667543, test acc=0.521292, cost=0.691267, disagree_f1=0.388975, agree_f1=0.606503, average_f1=0.497739
BATCH 17 training acc=0.562500, cost=0.671995, test acc=0.488396, cost=0.695835, disagree_f1=0.000000, agree_f1=0.656271, average_f1=0.328136
BATCH 18 training acc=0.531250, cost=0.679909, test acc=0.488396, cost=0.698728, disagree_f1=0.000000, agree_f1=0.656271, average_f1=0.328136
BATCH 19 training acc=0.562500, cost=0.675179, test acc=0.488396, cost=0.700516, disagree_f1=0.000000, agree_f1=0.656271, average_f1=0.328136
BATCH 20 training acc=0.468750, cost=0.705437, test acc=0.488396, cost=0.697275, disagree_f1=0.000000, agree_f1=0.656271, average_f1=0.328136
BATCH 21 training acc=0.437500, cost=0.718036, test acc=0.494652, cost=0.691518, disagree_f1=0.103152, agree_f1=0.648216, average_f1=0.375684
