Using GPU: 2...
X_train.shape=(19819, 2, 64), y_train.shape=(19819,);
X_test.shape=(4955, 2, 64), y_test.shape=(4955,)
Creating the data generator ...
PreTrain Embedding hitRate=0.9253959683225342
model.bilstm.embedding.weight
model.bilstm.quote_bilstm.weight_ih_l0
model.bilstm.quote_bilstm.weight_hh_l0
model.bilstm.quote_bilstm.bias_ih_l0
model.bilstm.quote_bilstm.bias_hh_l0
model.bilstm.quote_bilstm.weight_ih_l0_reverse
model.bilstm.quote_bilstm.weight_hh_l0_reverse
model.bilstm.quote_bilstm.bias_ih_l0_reverse
model.bilstm.quote_bilstm.bias_hh_l0_reverse
model.bilstm.quote_bilstm.weight_ih_l1
model.bilstm.quote_bilstm.weight_hh_l1
model.bilstm.quote_bilstm.bias_ih_l1
model.bilstm.quote_bilstm.bias_hh_l1
model.bilstm.quote_bilstm.weight_ih_l1_reverse
model.bilstm.quote_bilstm.weight_hh_l1_reverse
model.bilstm.quote_bilstm.bias_ih_l1_reverse
model.bilstm.quote_bilstm.bias_hh_l1_reverse
model.bilstm.response_bilstm.weight_ih_l0
model.bilstm.response_bilstm.weight_hh_l0
model.bilstm.response_bilstm.bias_ih_l0
model.bilstm.response_bilstm.bias_hh_l0
model.bilstm.response_bilstm.weight_ih_l0_reverse
model.bilstm.response_bilstm.weight_hh_l0_reverse
model.bilstm.response_bilstm.bias_ih_l0_reverse
model.bilstm.response_bilstm.bias_hh_l0_reverse
model.bilstm.response_bilstm.weight_ih_l1
model.bilstm.response_bilstm.weight_hh_l1
model.bilstm.response_bilstm.bias_ih_l1
model.bilstm.response_bilstm.bias_hh_l1
model.bilstm.response_bilstm.weight_ih_l1_reverse
model.bilstm.response_bilstm.weight_hh_l1_reverse
model.bilstm.response_bilstm.bias_ih_l1_reverse
model.bilstm.response_bilstm.bias_hh_l1_reverse
model.self_dot_q2q_attention_layer.0.weight
model.self_dot_q2q_attention_layer.0.bias
model.self_dot_r2r_attention_layer.0.weight
model.self_dot_r2r_attention_layer.0.bias
model.cross_dot_v2_r2q_attention_layer.0.weight
model.cross_dot_v2_r2q_attention_layer.0.bias
model.cross_dot_v2_q2r_attention_layer.0.weight
model.cross_dot_v2_q2r_attention_layer.0.bias
out.0.weight
out.0.bias
out.3.weight
out.3.bias
BATCH 1 training acc=0.593750, cost=0.681482, test acc=0.516448, cost=0.701613, disagree_f1=0.681129, agree_f1=0.000000, average_f1=0.340564
BATCH 2 training acc=0.625000, cost=0.667186, test acc=0.516448, cost=0.728294, disagree_f1=0.681129, agree_f1=0.000000, average_f1=0.340564
BATCH 3 training acc=0.656250, cost=0.640813, test acc=0.516448, cost=0.776857, disagree_f1=0.681129, agree_f1=0.000000, average_f1=0.340564
BATCH 4 training acc=0.656250, cost=0.643853, test acc=0.516448, cost=0.782236, disagree_f1=0.681129, agree_f1=0.000000, average_f1=0.340564
BATCH 5 training acc=0.625000, cost=0.683238, test acc=0.516448, cost=0.737498, disagree_f1=0.681129, agree_f1=0.000000, average_f1=0.340564
BATCH 6 training acc=0.437500, cost=0.781390, test acc=0.516448, cost=0.696709, disagree_f1=0.681129, agree_f1=0.000000, average_f1=0.340564
BATCH 7 training acc=0.500000, cost=0.709817, test acc=0.496065, cost=0.695442, disagree_f1=0.139262, agree_f1=0.643744, average_f1=0.391503
BATCH 8 training acc=0.468750, cost=0.698762, test acc=0.483552, cost=0.713196, disagree_f1=0.000000, agree_f1=0.651884, average_f1=0.325942
BATCH 9 training acc=0.500000, cost=0.710298, test acc=0.483552, cost=0.715811, disagree_f1=0.000000, agree_f1=0.651884, average_f1=0.325942
BATCH 10 training acc=0.500000, cost=0.706582, test acc=0.483552, cost=0.707415, disagree_f1=0.000000, agree_f1=0.651884, average_f1=0.325942
BATCH 11 training acc=0.187500, cost=0.782102, test acc=0.483552, cost=0.695034, disagree_f1=0.000000, agree_f1=0.651884, average_f1=0.325942
BATCH 12 training acc=0.562500, cost=0.682423, test acc=0.535822, cost=0.691419, disagree_f1=0.546172, agree_f1=0.524990, average_f1=0.535581
BATCH 13 training acc=0.593750, cost=0.691518, test acc=0.539455, cost=0.690311, disagree_f1=0.661424, agree_f1=0.280126, average_f1=0.470775
BATCH 14 training acc=0.500000, cost=0.691233, test acc=0.533602, cost=0.690700, disagree_f1=0.669810, agree_f1=0.206115, average_f1=0.437962
BATCH 15 training acc=0.687500, cost=0.653089, test acc=0.530172, cost=0.691986, disagree_f1=0.674588, agree_f1=0.155298, average_f1=0.414943
BATCH 16 training acc=0.593750, cost=0.675555, test acc=0.525126, cost=0.695096, disagree_f1=0.674955, agree_f1=0.119057, average_f1=0.397006
BATCH 17 training acc=0.375000, cost=0.744147, test acc=0.534006, cost=0.693342, disagree_f1=0.672714, agree_f1=0.191243, average_f1=0.431979
BATCH 18 training acc=0.593750, cost=0.678386, test acc=0.538648, cost=0.692029, disagree_f1=0.665496, agree_f1=0.256827, average_f1=0.461162
BATCH 19 training acc=0.656250, cost=0.667993, test acc=0.539859, cost=0.690706, disagree_f1=0.658989, agree_f1=0.292804, average_f1=0.475896
BATCH 20 training acc=0.468750, cost=0.704679, test acc=0.544097, cost=0.688877, disagree_f1=0.644308, agree_f1=0.365271, average_f1=0.504790
BATCH 21 training acc=0.500000, cost=0.698410, test acc=0.544501, cost=0.689564, disagree_f1=0.598613, agree_f1=0.473525, average_f1=0.536069
BATCH 22 training acc=0.500000, cost=0.677470, test acc=0.536630, cost=0.691258, disagree_f1=0.524244, agree_f1=0.548387, average_f1=0.536315
BATCH 23 training acc=0.375000, cost=0.735285, test acc=0.536226, cost=0.691473, disagree_f1=0.507501, agree_f1=0.561785, average_f1=0.534643
BATCH 24 training acc=0.625000, cost=0.662417, test acc=0.486781, cost=0.695562, disagree_f1=0.070201, agree_f1=0.645575, average_f1=0.357888
BATCH 25 training acc=0.437500, cost=0.734216, test acc=0.483552, cost=0.698053, disagree_f1=0.001561, agree_f1=0.651695, average_f1=0.326628
BATCH 26 training acc=0.437500, cost=0.716413, test acc=0.483552, cost=0.697393, disagree_f1=0.002339, agree_f1=0.651600, average_f1=0.326969
BATCH 27 training acc=0.625000, cost=0.685098, test acc=0.483754, cost=0.698375, disagree_f1=0.001561, agree_f1=0.651878, average_f1=0.326720
BATCH 28 training acc=0.468750, cost=0.715943, test acc=0.484561, cost=0.695905, disagree_f1=0.007770, agree_f1=0.651854, average_f1=0.329812
BATCH 29 training acc=0.468750, cost=0.704208, test acc=0.510797, cost=0.691652, disagree_f1=0.389728, agree_f1=0.591782, average_f1=0.490755
BATCH 30 training acc=0.531250, cost=0.693268, test acc=0.545308, cost=0.688896, disagree_f1=0.604390, agree_f1=0.465480, average_f1=0.534935
BATCH 31 training acc=0.562500, cost=0.686981, test acc=0.547124, cost=0.688103, disagree_f1=0.638181, agree_f1=0.394822, average_f1=0.516502
BATCH 32 training acc=0.406250, cost=0.699592, test acc=0.548537, cost=0.688127, disagree_f1=0.642595, agree_f1=0.387291, average_f1=0.514943
BATCH 33 training acc=0.500000, cost=0.689719, test acc=0.548133, cost=0.688107, disagree_f1=0.641013, agree_f1=0.390417, average_f1=0.515715
BATCH 34 training acc=0.468750, cost=0.697497, test acc=0.550353, cost=0.688276, disagree_f1=0.622629, agree_f1=0.443834, average_f1=0.533231
BATCH 35 training acc=0.437500, cost=0.708311, test acc=0.537437, cost=0.689627, disagree_f1=0.558382, agree_f1=0.514407, average_f1=0.536394
BATCH 36 training acc=0.625000, cost=0.679735, test acc=0.524924, cost=0.690904, disagree_f1=0.481726, agree_f1=0.561475, average_f1=0.521601
BATCH 37 training acc=0.531250, cost=0.689521, test acc=0.506155, cost=0.692497, disagree_f1=0.340964, agree_f1=0.605132, average_f1=0.473048
BATCH 38 training acc=0.468750, cost=0.684613, test acc=0.507366, cost=0.694409, disagree_f1=0.217377, agree_f1=0.640554, average_f1=0.428966
BATCH 39 training acc=0.656250, cost=0.661220, test acc=0.487386, cost=0.698684, disagree_f1=0.031274, agree_f1=0.651482, average_f1=0.341378
BATCH 40 training acc=0.375000, cost=0.694604, test acc=0.489808, cost=0.699207, disagree_f1=0.052474, agree_f1=0.650925, average_f1=0.351699
BATCH 41 training acc=0.468750, cost=0.685906, test acc=0.506963, cost=0.697550, disagree_f1=0.225674, agree_f1=0.638342, average_f1=0.432008
BATCH 42 training acc=0.468750, cost=0.676063, test acc=0.510999, cost=0.695110, disagree_f1=0.422408, agree_f1=0.576028, average_f1=0.499218
BATCH 43 training acc=0.468750, cost=0.684891, test acc=0.532392, cost=0.692865, disagree_f1=0.547196, agree_f1=0.516587, average_f1=0.531891
BATCH 44 training acc=0.593750, cost=0.694795, test acc=0.543693, cost=0.691452, disagree_f1=0.602427, agree_f1=0.464599, average_f1=0.533513
BATCH 45 training acc=0.656250, cost=0.646253, test acc=0.544501, cost=0.693146, disagree_f1=0.619585, agree_f1=0.432487, average_f1=0.526036
BATCH 46 training acc=0.375000, cost=0.738722, test acc=0.543491, cost=0.693494, disagree_f1=0.624627, agree_f1=0.417611, average_f1=0.521119
BATCH 47 training acc=0.687500, cost=0.645186, test acc=0.543693, cost=0.695595, disagree_f1=0.633846, agree_f1=0.394645, average_f1=0.514246
BATCH 48 training acc=0.500000, cost=0.718976, test acc=0.544702, cost=0.696453, disagree_f1=0.642245, agree_f1=0.374029, average_f1=0.508137
BATCH 49 training acc=0.500000, cost=0.721396, test acc=0.544299, cost=0.695495, disagree_f1=0.646967, agree_f1=0.357427, average_f1=0.502197
BATCH 50 training acc=0.562500, cost=0.695238, test acc=0.544097, cost=0.693005, disagree_f1=0.646534, agree_f1=0.358056, average_f1=0.502295
BATCH 51 training acc=0.687500, cost=0.653272, test acc=0.543693, cost=0.691819, disagree_f1=0.646774, agree_f1=0.355657, average_f1=0.501215
BATCH 52 training acc=0.593750, cost=0.686243, test acc=0.544299, cost=0.689927, disagree_f1=0.641360, agree_f1=0.375208, average_f1=0.508284
BATCH 53 training acc=0.437500, cost=0.709927, test acc=0.544904, cost=0.688553, disagree_f1=0.627088, agree_f1=0.416257, average_f1=0.521672
BATCH 54 training acc=0.625000, cost=0.661295, test acc=0.542886, cost=0.688677, disagree_f1=0.604781, agree_f1=0.458004, average_f1=0.531393
BATCH 55 training acc=0.562500, cost=0.692894, test acc=0.541877, cost=0.688823, disagree_f1=0.595077, agree_f1=0.472584, average_f1=0.533830
BATCH 56 training acc=0.531250, cost=0.679301, test acc=0.542281, cost=0.688946, disagree_f1=0.590909, agree_f1=0.480531, average_f1=0.535720
BATCH 57 training acc=0.687500, cost=0.677676, test acc=0.542281, cost=0.688848, disagree_f1=0.592233, agree_f1=0.478381, average_f1=0.535307
BATCH 58 training acc=0.375000, cost=0.732465, test acc=0.543693, cost=0.688707, disagree_f1=0.595021, agree_f1=0.477467, average_f1=0.536244
BATCH 59 training acc=0.343750, cost=0.722693, test acc=0.542079, cost=0.688483, disagree_f1=0.601020, agree_f1=0.462704, average_f1=0.531862
BATCH 60 training acc=0.656250, cost=0.679391, test acc=0.541675, cost=0.688386, disagree_f1=0.608651, agree_f1=0.447042, average_f1=0.527846
BATCH 61 training acc=0.468750, cost=0.709036, test acc=0.545106, cost=0.688362, disagree_f1=0.622066, agree_f1=0.428789, average_f1=0.525427
BATCH 62 training acc=0.531250, cost=0.688907, test acc=0.547730, cost=0.688483, disagree_f1=0.625063, agree_f1=0.430206, average_f1=0.527634
BATCH 63 training acc=0.468750, cost=0.707404, test acc=0.546922, cost=0.688959, disagree_f1=0.605933, agree_f1=0.467126, average_f1=0.536529
BATCH 64 training acc=0.625000, cost=0.672796, test acc=0.544299, cost=0.689091, disagree_f1=0.595630, agree_f1=0.478040, average_f1=0.536835
