Using GPU: 0...
X_train.shape=(19820, 2, 64), y_train.shape=(19820,);
X_test.shape=(4954, 2, 64), y_test.shape=(4954,)
Creating the data generator ...
PreTrain Embedding hitRate=0.9253959683225342
model.bilstm.embedding.weight
model.bilstm.quote_bilstm.weight_ih_l0
model.bilstm.quote_bilstm.weight_hh_l0
model.bilstm.quote_bilstm.bias_ih_l0
model.bilstm.quote_bilstm.bias_hh_l0
model.bilstm.quote_bilstm.weight_ih_l0_reverse
model.bilstm.quote_bilstm.weight_hh_l0_reverse
model.bilstm.quote_bilstm.bias_ih_l0_reverse
model.bilstm.quote_bilstm.bias_hh_l0_reverse
model.bilstm.quote_bilstm.weight_ih_l1
model.bilstm.quote_bilstm.weight_hh_l1
model.bilstm.quote_bilstm.bias_ih_l1
model.bilstm.quote_bilstm.bias_hh_l1
model.bilstm.quote_bilstm.weight_ih_l1_reverse
model.bilstm.quote_bilstm.weight_hh_l1_reverse
model.bilstm.quote_bilstm.bias_ih_l1_reverse
model.bilstm.quote_bilstm.bias_hh_l1_reverse
model.bilstm.response_bilstm.weight_ih_l0
model.bilstm.response_bilstm.weight_hh_l0
model.bilstm.response_bilstm.bias_ih_l0
model.bilstm.response_bilstm.bias_hh_l0
model.bilstm.response_bilstm.weight_ih_l0_reverse
model.bilstm.response_bilstm.weight_hh_l0_reverse
model.bilstm.response_bilstm.bias_ih_l0_reverse
model.bilstm.response_bilstm.bias_hh_l0_reverse
model.bilstm.response_bilstm.weight_ih_l1
model.bilstm.response_bilstm.weight_hh_l1
model.bilstm.response_bilstm.bias_ih_l1
model.bilstm.response_bilstm.bias_hh_l1
model.bilstm.response_bilstm.weight_ih_l1_reverse
model.bilstm.response_bilstm.weight_hh_l1_reverse
model.bilstm.response_bilstm.bias_ih_l1_reverse
model.bilstm.response_bilstm.bias_hh_l1_reverse
model.cross_dot_v1_r2q_attention_layer.0.weight
model.cross_dot_v1_r2q_attention_layer.0.bias
model.cross_dot_v1_q2r_attention_layer.0.weight
model.cross_dot_v1_q2r_attention_layer.0.bias
out.0.weight
out.0.bias
out.3.weight
out.3.bias
BATCH 1 training acc=0.718750, cost=0.682165, test acc=0.480420, cost=0.722214, disagree_f1=0.000000, agree_f1=0.649032, average_f1=0.324516
BATCH 2 training acc=0.500000, cost=0.712458, test acc=0.480420, cost=0.727351, disagree_f1=0.000000, agree_f1=0.649032, average_f1=0.324516
BATCH 3 training acc=0.437500, cost=0.753204, test acc=0.480420, cost=0.712268, disagree_f1=0.000000, agree_f1=0.649032, average_f1=0.324516
BATCH 4 training acc=0.437500, cost=0.730478, test acc=0.480420, cost=0.700021, disagree_f1=0.000000, agree_f1=0.649032, average_f1=0.324516
BATCH 5 training acc=0.375000, cost=0.724688, test acc=0.490513, cost=0.692785, disagree_f1=0.169190, agree_f1=0.632606, average_f1=0.400898
BATCH 6 training acc=0.718750, cost=0.680722, test acc=0.532499, cost=0.690955, disagree_f1=0.674902, agree_f1=0.168103, average_f1=0.421503
BATCH 7 training acc=0.343750, cost=0.704409, test acc=0.532701, cost=0.690880, disagree_f1=0.675179, agree_f1=0.167566, average_f1=0.421372
BATCH 8 training acc=0.687500, cost=0.679660, test acc=0.532095, cost=0.690743, disagree_f1=0.679746, agree_f1=0.131835, average_f1=0.405790
BATCH 9 training acc=0.343750, cost=0.712801, test acc=0.531288, cost=0.690731, disagree_f1=0.677590, agree_f1=0.141907, average_f1=0.409748
BATCH 10 training acc=0.562500, cost=0.683223, test acc=0.533710, cost=0.690652, disagree_f1=0.677374, agree_f1=0.159389, average_f1=0.418381
BATCH 11 training acc=0.593750, cost=0.687989, test acc=0.534719, cost=0.690586, disagree_f1=0.677848, agree_f1=0.162732, average_f1=0.420290
BATCH 12 training acc=0.687500, cost=0.677297, test acc=0.531490, cost=0.690463, disagree_f1=0.680611, agree_f1=0.121166, average_f1=0.400889
BATCH 13 training acc=0.500000, cost=0.698332, test acc=0.531086, cost=0.690433, disagree_f1=0.681737, agree_f1=0.109621, average_f1=0.395679
BATCH 14 training acc=0.531250, cost=0.689311, test acc=0.528664, cost=0.690456, disagree_f1=0.681576, agree_f1=0.093204, average_f1=0.387390
BATCH 15 training acc=0.562500, cost=0.677027, test acc=0.526443, cost=0.690995, disagree_f1=0.682630, agree_f1=0.067568, average_f1=0.375099
BATCH 16 training acc=0.562500, cost=0.684624, test acc=0.523012, cost=0.692294, disagree_f1=0.683286, agree_f1=0.034328, average_f1=0.358807
