Using GPU: 0...
X_train.shape=(19819, 2, 64), y_train.shape=(19819,);
X_test.shape=(4955, 2, 64), y_test.shape=(4955,)
Creating the data generator ...
PreTrain Embedding hitRate=0.9253959683225342
model.bilstm.embedding.weight
model.bilstm.quote_bilstm.weight_ih_l0
model.bilstm.quote_bilstm.weight_hh_l0
model.bilstm.quote_bilstm.bias_ih_l0
model.bilstm.quote_bilstm.bias_hh_l0
model.bilstm.quote_bilstm.weight_ih_l0_reverse
model.bilstm.quote_bilstm.weight_hh_l0_reverse
model.bilstm.quote_bilstm.bias_ih_l0_reverse
model.bilstm.quote_bilstm.bias_hh_l0_reverse
model.bilstm.quote_bilstm.weight_ih_l1
model.bilstm.quote_bilstm.weight_hh_l1
model.bilstm.quote_bilstm.bias_ih_l1
model.bilstm.quote_bilstm.bias_hh_l1
model.bilstm.quote_bilstm.weight_ih_l1_reverse
model.bilstm.quote_bilstm.weight_hh_l1_reverse
model.bilstm.quote_bilstm.bias_ih_l1_reverse
model.bilstm.quote_bilstm.bias_hh_l1_reverse
model.bilstm.response_bilstm.weight_ih_l0
model.bilstm.response_bilstm.weight_hh_l0
model.bilstm.response_bilstm.bias_ih_l0
model.bilstm.response_bilstm.bias_hh_l0
model.bilstm.response_bilstm.weight_ih_l0_reverse
model.bilstm.response_bilstm.weight_hh_l0_reverse
model.bilstm.response_bilstm.bias_ih_l0_reverse
model.bilstm.response_bilstm.bias_hh_l0_reverse
model.bilstm.response_bilstm.weight_ih_l1
model.bilstm.response_bilstm.weight_hh_l1
model.bilstm.response_bilstm.bias_ih_l1
model.bilstm.response_bilstm.bias_hh_l1
model.bilstm.response_bilstm.weight_ih_l1_reverse
model.bilstm.response_bilstm.weight_hh_l1_reverse
model.bilstm.response_bilstm.bias_ih_l1_reverse
model.bilstm.response_bilstm.bias_hh_l1_reverse
out.0.weight
out.0.bias
out.3.weight
out.3.bias
BATCH 1 training acc=0.562500, cost=0.762285, test acc=0.536226, cost=2.087625, disagree_f1=0.698108, agree_f1=0.000000, average_f1=0.349054
BATCH 2 training acc=0.250000, cost=3.295986, test acc=0.536226, cost=0.957881, disagree_f1=0.698108, agree_f1=0.000000, average_f1=0.349054
BATCH 3 training acc=0.500000, cost=1.078503, test acc=0.463169, cost=0.760324, disagree_f1=0.087165, agree_f1=0.619783, average_f1=0.353474
BATCH 4 training acc=0.531250, cost=0.756345, test acc=0.463774, cost=0.728812, disagree_f1=0.000000, agree_f1=0.633669, average_f1=0.316834
BATCH 5 training acc=0.468750, cost=0.788610, test acc=0.500908, cost=0.693291, disagree_f1=0.377548, agree_f1=0.583460, average_f1=0.480504
BATCH 6 training acc=0.562500, cost=0.713638, test acc=0.534813, cost=0.689168, disagree_f1=0.686181, agree_f1=0.101365, average_f1=0.393773
BATCH 7 training acc=0.468750, cost=0.763040, test acc=0.536226, cost=0.708289, disagree_f1=0.698108, agree_f1=0.000000, average_f1=0.349054
BATCH 8 training acc=0.531250, cost=0.868075, test acc=0.536226, cost=0.711677, disagree_f1=0.698108, agree_f1=0.000000, average_f1=0.349054
BATCH 9 training acc=0.437500, cost=0.854053, test acc=0.536226, cost=0.700280, disagree_f1=0.698108, agree_f1=0.000000, average_f1=0.349054
BATCH 10 training acc=0.562500, cost=0.681093, test acc=0.536226, cost=0.689331, disagree_f1=0.695468, agree_f1=0.027919, average_f1=0.361693
BATCH 11 training acc=0.562500, cost=0.694243, test acc=0.541070, cost=0.691865, disagree_f1=0.599366, agree_f1=0.462919, average_f1=0.531142
BATCH 12 training acc=0.437500, cost=0.700605, test acc=0.472856, cost=0.693615, disagree_f1=0.084793, agree_f1=0.629819, average_f1=0.357306
BATCH 13 training acc=0.593750, cost=0.664792, test acc=0.467205, cost=0.695028, disagree_f1=0.036496, agree_f1=0.631799, average_f1=0.334148
BATCH 14 training acc=0.562500, cost=0.700169, test acc=0.463774, cost=0.698856, disagree_f1=0.000000, agree_f1=0.633669, average_f1=0.316834
