Using GPU: 3...
X_train.shape=(19819, 2, 64), y_train.shape=(19819,);
X_test.shape=(4955, 2, 64), y_test.shape=(4955,)
Creating the data generator ...
PreTrain Embedding hitRate=0.9253959683225342
model.bilstm.bilstm.weight_ih_l0
model.bilstm.bilstm.weight_hh_l0
model.bilstm.bilstm.bias_ih_l0
model.bilstm.bilstm.bias_hh_l0
model.bilstm.bilstm.weight_ih_l0_reverse
model.bilstm.bilstm.weight_hh_l0_reverse
model.bilstm.bilstm.bias_ih_l0_reverse
model.bilstm.bilstm.bias_hh_l0_reverse
model.quote_attention_Wy.weight
model.quote_attention_Wh.weight
model.quote_attention_Wa.weight
model.response_attention_Wy.weight
model.response_attention_Wh.weight
model.response_attention_Wa.weight
out.0.weight
out.0.bias
out.3.weight
out.3.bias
BATCH 1 training acc=0.593750, cost=0.691353, test acc=0.536226, cost=0.690604, disagree_f1=0.698108, agree_f1=0.000000, average_f1=0.349054
BATCH 2 training acc=0.250000, cost=0.758066, test acc=0.536226, cost=0.690903, disagree_f1=0.698108, agree_f1=0.000000, average_f1=0.349054
BATCH 3 training acc=0.562500, cost=0.690166, test acc=0.465187, cost=0.694975, disagree_f1=0.210840, agree_f1=0.595543, average_f1=0.403192
BATCH 4 training acc=0.375000, cost=0.696354, test acc=0.464581, cost=0.695667, disagree_f1=0.174292, agree_f1=0.603852, average_f1=0.389072
BATCH 5 training acc=0.500000, cost=0.692208, test acc=0.470434, cost=0.695253, disagree_f1=0.215311, agree_f1=0.600366, average_f1=0.407838
BATCH 6 training acc=0.625000, cost=0.686413, test acc=0.495257, cost=0.693060, disagree_f1=0.434802, agree_f1=0.544029, average_f1=0.489416
BATCH 7 training acc=0.375000, cost=0.701658, test acc=0.536226, cost=0.690283, disagree_f1=0.689795, agree_f1=0.081535, average_f1=0.385665
BATCH 8 training acc=0.593750, cost=0.685224, test acc=0.536226, cost=0.689020, disagree_f1=0.698108, agree_f1=0.000000, average_f1=0.349054
BATCH 9 training acc=0.468750, cost=0.697807, test acc=0.536226, cost=0.689227, disagree_f1=0.698108, agree_f1=0.000000, average_f1=0.349054
BATCH 10 training acc=0.468750, cost=0.707366, test acc=0.536226, cost=0.689381, disagree_f1=0.698108, agree_f1=0.000000, average_f1=0.349054
BATCH 11 training acc=0.468750, cost=0.703590, test acc=0.536226, cost=0.688918, disagree_f1=0.698029, agree_f1=0.000870, average_f1=0.349449
BATCH 12 training acc=0.656250, cost=0.664818, test acc=0.536226, cost=0.689144, disagree_f1=0.698029, agree_f1=0.000870, average_f1=0.349449
BATCH 13 training acc=0.500000, cost=0.691923, test acc=0.535015, cost=0.688910, disagree_f1=0.696762, agree_f1=0.003460, average_f1=0.350111
BATCH 14 training acc=0.468750, cost=0.707868, test acc=0.539051, cost=0.688323, disagree_f1=0.694162, agree_f1=0.064701, average_f1=0.379431
BATCH 15 training acc=0.437500, cost=0.706582, test acc=0.536024, cost=0.687742, disagree_f1=0.671900, agree_f1=0.208061, average_f1=0.439980
BATCH 16 training acc=0.593750, cost=0.689529, test acc=0.544097, cost=0.687730, disagree_f1=0.664688, agree_f1=0.288055, average_f1=0.476372
BATCH 17 training acc=0.562500, cost=0.685700, test acc=0.550959, cost=0.687994, disagree_f1=0.657745, agree_f1=0.347316, average_f1=0.502530
BATCH 18 training acc=0.593750, cost=0.680480, test acc=0.547931, cost=0.688287, disagree_f1=0.645008, agree_f1=0.377778, average_f1=0.511393
BATCH 19 training acc=0.593750, cost=0.685838, test acc=0.547124, cost=0.688399, disagree_f1=0.638298, agree_f1=0.394495, average_f1=0.516397
BATCH 20 training acc=0.656250, cost=0.680277, test acc=0.547528, cost=0.688214, disagree_f1=0.637334, agree_f1=0.398605, average_f1=0.517970
BATCH 21 training acc=0.781250, cost=0.656432, test acc=0.547528, cost=0.687630, disagree_f1=0.640935, agree_f1=0.388434, average_f1=0.514685
BATCH 22 training acc=0.718750, cost=0.652098, test acc=0.548739, cost=0.687060, disagree_f1=0.649640, agree_f1=0.366213, average_f1=0.507926
BATCH 23 training acc=0.625000, cost=0.662449, test acc=0.548335, cost=0.688385, disagree_f1=0.661729, agree_f1=0.320583, average_f1=0.491156
BATCH 24 training acc=0.656250, cost=0.668244, test acc=0.548739, cost=0.691833, disagree_f1=0.665970, agree_f1=0.304726, average_f1=0.485348
BATCH 25 training acc=0.531250, cost=0.716458, test acc=0.547931, cost=0.693635, disagree_f1=0.663765, agree_f1=0.310345, average_f1=0.487055
BATCH 26 training acc=0.625000, cost=0.680913, test acc=0.547124, cost=0.695722, disagree_f1=0.662861, agree_f1=0.310387, average_f1=0.486624
BATCH 27 training acc=0.468750, cost=0.751281, test acc=0.551362, cost=0.693878, disagree_f1=0.661386, agree_f1=0.335426, average_f1=0.498406
BATCH 28 training acc=0.500000, cost=0.712857, test acc=0.550151, cost=0.691573, disagree_f1=0.655540, agree_f1=0.351846, average_f1=0.503693
BATCH 29 training acc=0.500000, cost=0.720721, test acc=0.549748, cost=0.688771, disagree_f1=0.645592, agree_f1=0.382849, average_f1=0.514220
BATCH 30 training acc=0.718750, cost=0.655918, test acc=0.546922, cost=0.687885, disagree_f1=0.630331, agree_f1=0.414907, average_f1=0.522619
BATCH 31 training acc=0.531250, cost=0.673452, test acc=0.549546, cost=0.688474, disagree_f1=0.620537, agree_f1=0.445879, average_f1=0.533208
BATCH 32 training acc=0.437500, cost=0.703792, test acc=0.547326, cost=0.690613, disagree_f1=0.601952, agree_f1=0.475322, average_f1=0.538637
BATCH 33 training acc=0.468750, cost=0.703280, test acc=0.537437, cost=0.693303, disagree_f1=0.558211, agree_f1=0.514612, average_f1=0.536412
BATCH 34 training acc=0.562500, cost=0.690300, test acc=0.535419, cost=0.694016, disagree_f1=0.531352, agree_f1=0.539416, average_f1=0.535384
BATCH 35 training acc=0.531250, cost=0.666983, test acc=0.531786, cost=0.694272, disagree_f1=0.518672, agree_f1=0.544204, average_f1=0.531438
BATCH 36 training acc=0.625000, cost=0.694229, test acc=0.539253, cost=0.692412, disagree_f1=0.567696, agree_f1=0.506805, average_f1=0.537250
BATCH 37 training acc=0.625000, cost=0.687412, test acc=0.545913, cost=0.690559, disagree_f1=0.595760, agree_f1=0.482044, average_f1=0.538902
BATCH 38 training acc=0.500000, cost=0.698632, test acc=0.548940, cost=0.688821, disagree_f1=0.614323, agree_f1=0.456865, average_f1=0.535594
BATCH 39 training acc=0.531250, cost=0.695283, test acc=0.548133, cost=0.687691, disagree_f1=0.623634, agree_f1=0.434739, average_f1=0.529186
BATCH 40 training acc=0.531250, cost=0.688912, test acc=0.548739, cost=0.687507, disagree_f1=0.625210, agree_f1=0.433063, average_f1=0.529136
BATCH 41 training acc=0.468750, cost=0.721042, test acc=0.548537, cost=0.687462, disagree_f1=0.624475, agree_f1=0.434101, average_f1=0.529288
BATCH 42 training acc=0.718750, cost=0.658661, test acc=0.547124, cost=0.687254, disagree_f1=0.624372, agree_f1=0.429878, average_f1=0.527125
BATCH 43 training acc=0.625000, cost=0.661152, test acc=0.549142, cost=0.687079, disagree_f1=0.628410, agree_f1=0.426886, average_f1=0.527648
BATCH 44 training acc=0.625000, cost=0.676366, test acc=0.548739, cost=0.686910, disagree_f1=0.633923, agree_f1=0.411888, average_f1=0.522906
BATCH 45 training acc=0.593750, cost=0.681121, test acc=0.548335, cost=0.687008, disagree_f1=0.633595, agree_f1=0.411362, average_f1=0.522479
BATCH 46 training acc=0.562500, cost=0.680166, test acc=0.549344, cost=0.687109, disagree_f1=0.634832, agree_f1=0.411594, average_f1=0.523213
BATCH 47 training acc=0.531250, cost=0.695943, test acc=0.549748, cost=0.687147, disagree_f1=0.634682, agree_f1=0.413358, average_f1=0.524020
BATCH 48 training acc=0.437500, cost=0.733050, test acc=0.551766, cost=0.686994, disagree_f1=0.633800, agree_f1=0.422367, average_f1=0.528084
BATCH 49 training acc=0.687500, cost=0.648069, test acc=0.551160, cost=0.686947, disagree_f1=0.633487, agree_f1=0.421135, average_f1=0.527311
BATCH 50 training acc=0.593750, cost=0.666274, test acc=0.551362, cost=0.686954, disagree_f1=0.632744, agree_f1=0.423645, average_f1=0.528195
BATCH 51 training acc=0.625000, cost=0.659705, test acc=0.549950, cost=0.687074, disagree_f1=0.629691, agree_f1=0.426440, average_f1=0.528066
BATCH 52 training acc=0.468750, cost=0.676617, test acc=0.550151, cost=0.687473, disagree_f1=0.624811, agree_f1=0.438398, average_f1=0.531604
BATCH 53 training acc=0.531250, cost=0.667254, test acc=0.548537, cost=0.688041, disagree_f1=0.618845, agree_f1=0.446424, average_f1=0.532634
BATCH 54 training acc=0.750000, cost=0.654701, test acc=0.551564, cost=0.688932, disagree_f1=0.614638, agree_f1=0.463803, average_f1=0.539220
BATCH 55 training acc=0.593750, cost=0.683021, test acc=0.551968, cost=0.689121, disagree_f1=0.614449, agree_f1=0.465318, average_f1=0.539884
BATCH 56 training acc=0.593750, cost=0.704184, test acc=0.550353, cost=0.689774, disagree_f1=0.607885, agree_f1=0.473037, average_f1=0.540461
BATCH 57 training acc=0.531250, cost=0.676217, test acc=0.548537, cost=0.690611, disagree_f1=0.600322, agree_f1=0.481335, average_f1=0.540829
BATCH 58 training acc=0.500000, cost=0.698874, test acc=0.548739, cost=0.690417, disagree_f1=0.600857, agree_f1=0.480966, average_f1=0.540911
BATCH 59 training acc=0.468750, cost=0.719546, test acc=0.549344, cost=0.690117, disagree_f1=0.600608, agree_f1=0.482982, average_f1=0.541795
BATCH 60 training acc=0.625000, cost=0.675550, test acc=0.548739, cost=0.689670, disagree_f1=0.600429, agree_f1=0.481688, average_f1=0.541058
BATCH 61 training acc=0.531250, cost=0.701372, test acc=0.547124, cost=0.690338, disagree_f1=0.587500, agree_f1=0.497987, average_f1=0.542743
BATCH 62 training acc=0.468750, cost=0.691587, test acc=0.549546, cost=0.689806, disagree_f1=0.589253, agree_f1=0.501340, average_f1=0.545297
BATCH 63 training acc=0.437500, cost=0.720254, test acc=0.551968, cost=0.688396, disagree_f1=0.604842, agree_f1=0.482759, average_f1=0.543800
BATCH 64 training acc=0.625000, cost=0.672137, test acc=0.553380, cost=0.687302, disagree_f1=0.614527, agree_f1=0.469177, average_f1=0.541852
BATCH 65 training acc=0.562500, cost=0.695809, test acc=0.552170, cost=0.686280, disagree_f1=0.624979, agree_f1=0.444277, average_f1=0.534628
BATCH 66 training acc=0.500000, cost=0.701291, test acc=0.555399, cost=0.685684, disagree_f1=0.634478, agree_f1=0.432655, average_f1=0.533567
BATCH 67 training acc=0.593750, cost=0.666516, test acc=0.551564, cost=0.685094, disagree_f1=0.640569, agree_f1=0.403970, average_f1=0.522270
BATCH 68 training acc=0.437500, cost=0.709733, test acc=0.554188, cost=0.684817, disagree_f1=0.651302, agree_f1=0.382098, average_f1=0.516700
BATCH 69 training acc=0.656250, cost=0.666155, test acc=0.557013, cost=0.685185, disagree_f1=0.664322, agree_f1=0.348858, average_f1=0.506590
BATCH 70 training acc=0.500000, cost=0.694359, test acc=0.552775, cost=0.685500, disagree_f1=0.667267, agree_f1=0.318154, average_f1=0.492711
BATCH 71 training acc=0.500000, cost=0.690193, test acc=0.551564, cost=0.686008, disagree_f1=0.671010, agree_f1=0.295944, average_f1=0.483477
BATCH 72 training acc=0.593750, cost=0.682126, test acc=0.551766, cost=0.686595, disagree_f1=0.675245, agree_f1=0.276783, average_f1=0.476014
BATCH 73 training acc=0.375000, cost=0.732660, test acc=0.551968, cost=0.686053, disagree_f1=0.676856, agree_f1=0.269737, average_f1=0.473296
