Using GPU: 0...
X_train.shape=(2384, 2, 64), y_train.shape=(2384,);
X_test.shape=(595, 2, 64), y_test.shape=(595,)
Creating the data generator ...
PreTrain Embedding hitRate=0.9832497860374129
model.bilstm.embedding.weight
model.bilstm.bilstm.weight_ih_l0
model.bilstm.bilstm.weight_hh_l0
model.bilstm.bilstm.bias_ih_l0
model.bilstm.bilstm.bias_hh_l0
model.bilstm.bilstm.weight_ih_l0_reverse
model.bilstm.bilstm.weight_hh_l0_reverse
model.bilstm.bilstm.bias_ih_l0_reverse
model.bilstm.bilstm.bias_hh_l0_reverse
model.self_dot_q2q_attention_layer.0.weight
model.self_dot_q2q_attention_layer.0.bias
model.self_dot_r2r_attention_layer.0.weight
model.self_dot_r2r_attention_layer.0.bias
model.cross_dot_v2_r2q_attention_layer.0.weight
model.cross_dot_v2_r2q_attention_layer.0.bias
model.cross_dot_v2_q2r_attention_layer.0.weight
model.cross_dot_v2_q2r_attention_layer.0.bias
out.0.weight
out.0.bias
out.3.weight
out.3.bias
BATCH 1 training acc=0.718750, cost=0.670871, test acc=0.621849, cost=0.683080, disagree_f1=0.766839, agree_f1=0.000000, average_f1=0.383420
BATCH 2 training acc=0.687500, cost=0.608084, test acc=0.621849, cost=0.707174, disagree_f1=0.766839, agree_f1=0.000000, average_f1=0.383420
BATCH 3 training acc=0.687500, cost=0.636269, test acc=0.621849, cost=0.672392, disagree_f1=0.766839, agree_f1=0.000000, average_f1=0.383420
BATCH 4 training acc=0.718750, cost=0.572849, test acc=0.621849, cost=0.646497, disagree_f1=0.766839, agree_f1=0.000000, average_f1=0.383420
BATCH 5 training acc=0.531250, cost=0.746792, test acc=0.618487, cost=0.633970, disagree_f1=0.763788, agree_f1=0.008734, average_f1=0.386261
BATCH 6 training acc=0.656250, cost=0.618080, test acc=0.673950, cost=0.639643, disagree_f1=0.782511, agree_f1=0.348993, average_f1=0.565752
BATCH 7 training acc=0.781250, cost=0.597955, test acc=0.673950, cost=0.635926, disagree_f1=0.770142, agree_f1=0.439306, average_f1=0.604724
BATCH 8 training acc=0.656250, cost=0.654121, test acc=0.670588, cost=0.627485, disagree_f1=0.773148, agree_f1=0.398773, average_f1=0.585961
BATCH 9 training acc=0.656250, cost=0.633283, test acc=0.678992, cost=0.620128, disagree_f1=0.781214, agree_f1=0.397476, average_f1=0.589345
BATCH 10 training acc=0.718750, cost=0.642925, test acc=0.673950, cost=0.616298, disagree_f1=0.779043, agree_f1=0.378205, average_f1=0.578624
BATCH 11 training acc=0.562500, cost=0.673224, test acc=0.662185, cost=0.615472, disagree_f1=0.766007, agree_f1=0.392749, average_f1=0.579378
BATCH 12 training acc=0.593750, cost=0.679569, test acc=0.677311, cost=0.615754, disagree_f1=0.773585, agree_f1=0.438596, average_f1=0.606091
BATCH 13 training acc=0.750000, cost=0.576354, test acc=0.667227, cost=0.612502, disagree_f1=0.774487, agree_f1=0.365385, average_f1=0.569936
BATCH 14 training acc=0.625000, cost=0.635777, test acc=0.653782, cost=0.610011, disagree_f1=0.773626, agree_f1=0.264286, average_f1=0.518956
BATCH 15 training acc=0.562500, cost=0.663719, test acc=0.657143, cost=0.608199, disagree_f1=0.775330, agree_f1=0.276596, average_f1=0.525963
BATCH 16 training acc=0.687500, cost=0.665054, test acc=0.677311, cost=0.607007, disagree_f1=0.782313, agree_f1=0.376623, average_f1=0.579468
BATCH 17 training acc=0.625000, cost=0.648204, test acc=0.682353, cost=0.605889, disagree_f1=0.780997, agree_f1=0.422018, average_f1=0.601507
BATCH 18 training acc=0.781250, cost=0.492893, test acc=0.687395, cost=0.602079, disagree_f1=0.776978, agree_f1=0.477528, average_f1=0.627253
BATCH 19 training acc=0.562500, cost=0.635616, test acc=0.694118, cost=0.599400, disagree_f1=0.775862, agree_f1=0.518519, average_f1=0.647190
BATCH 20 training acc=0.750000, cost=0.567661, test acc=0.695798, cost=0.594109, disagree_f1=0.775155, agree_f1=0.529870, average_f1=0.652513
BATCH 21 training acc=0.781250, cost=0.505249, test acc=0.689076, cost=0.588410, disagree_f1=0.774115, agree_f1=0.501348, average_f1=0.637731
