Using GPU: 1...
X_train.shape=(33444, 2, 64), y_train.shape=(33444,);
X_test.shape=(11226, 2, 64), y_test.shape=(11226,)
Creating the data generator ...
PreTrain Embedding hitRate=0.9516045739579491
model.bilstm.embedding.weight
model.bilstm.quote_bilstm.weight_ih_l0
model.bilstm.quote_bilstm.weight_hh_l0
model.bilstm.quote_bilstm.bias_ih_l0
model.bilstm.quote_bilstm.bias_hh_l0
model.bilstm.quote_bilstm.weight_ih_l0_reverse
model.bilstm.quote_bilstm.weight_hh_l0_reverse
model.bilstm.quote_bilstm.bias_ih_l0_reverse
model.bilstm.quote_bilstm.bias_hh_l0_reverse
model.bilstm.quote_bilstm.weight_ih_l1
model.bilstm.quote_bilstm.weight_hh_l1
model.bilstm.quote_bilstm.bias_ih_l1
model.bilstm.quote_bilstm.bias_hh_l1
model.bilstm.quote_bilstm.weight_ih_l1_reverse
model.bilstm.quote_bilstm.weight_hh_l1_reverse
model.bilstm.quote_bilstm.bias_ih_l1_reverse
model.bilstm.quote_bilstm.bias_hh_l1_reverse
model.bilstm.response_bilstm.weight_ih_l0
model.bilstm.response_bilstm.weight_hh_l0
model.bilstm.response_bilstm.bias_ih_l0
model.bilstm.response_bilstm.bias_hh_l0
model.bilstm.response_bilstm.weight_ih_l0_reverse
model.bilstm.response_bilstm.weight_hh_l0_reverse
model.bilstm.response_bilstm.bias_ih_l0_reverse
model.bilstm.response_bilstm.bias_hh_l0_reverse
model.bilstm.response_bilstm.weight_ih_l1
model.bilstm.response_bilstm.weight_hh_l1
model.bilstm.response_bilstm.bias_ih_l1
model.bilstm.response_bilstm.bias_hh_l1
model.bilstm.response_bilstm.weight_ih_l1_reverse
model.bilstm.response_bilstm.weight_hh_l1_reverse
model.bilstm.response_bilstm.bias_ih_l1_reverse
model.bilstm.response_bilstm.bias_hh_l1_reverse
model.self_dot_q2q_attention_layer.0.weight
model.self_dot_q2q_attention_layer.0.bias
model.self_dot_r2r_attention_layer.0.weight
model.self_dot_r2r_attention_layer.0.bias
model.cross_dot_v2_r2q_attention_layer.0.weight
model.cross_dot_v2_r2q_attention_layer.0.bias
model.cross_dot_v2_q2r_attention_layer.0.weight
model.cross_dot_v2_q2r_attention_layer.0.bias
out.0.weight
out.0.bias
out.3.weight
out.3.bias
BATCH 1 training acc=0.343750, cost=1.099054, test acc=0.233565, cost=1.125920, disagree_f1=0.378593, neural_f1=0.000000, agree_f1=0.001513, average_f1=0.126702
BATCH 137 training acc=0.781250, cost=0.466900, test acc=0.835471, cost=0.434434, disagree_f1=0.732177, neural_f1=0.939876, agree_f1=0.458140, average_f1=0.710064
BATCH 138 training acc=0.750000, cost=0.688561, test acc=0.834937, cost=0.437007, disagree_f1=0.727377, neural_f1=0.939577, agree_f1=0.473506, average_f1=0.713487
BATCH 139 training acc=0.812500, cost=0.489225, test acc=0.832799, cost=0.445963, disagree_f1=0.726435, neural_f1=0.937789, agree_f1=0.482609, average_f1=0.715611
BATCH 140 training acc=0.718750, cost=0.566078, test acc=0.822466, cost=0.462221, disagree_f1=0.713013, neural_f1=0.932264, agree_f1=0.480867, average_f1=0.708715
BATCH 141 training acc=0.687500, cost=0.688217, test acc=0.806253, cost=0.488988, disagree_f1=0.692777, neural_f1=0.921900, agree_f1=0.480911, average_f1=0.698530
BATCH 142 training acc=0.843750, cost=0.474993, test acc=0.799038, cost=0.501315, disagree_f1=0.684024, neural_f1=0.917630, agree_f1=0.479241, average_f1=0.693632
BATCH 143 training acc=0.687500, cost=0.635274, test acc=0.800285, cost=0.498058, disagree_f1=0.679887, neural_f1=0.919795, agree_f1=0.485200, average_f1=0.694961
BATCH 144 training acc=0.531250, cost=0.932751, test acc=0.799751, cost=0.499147, disagree_f1=0.682956, neural_f1=0.918591, agree_f1=0.481416, average_f1=0.694321
BATCH 145 training acc=0.718750, cost=0.754651, test acc=0.797702, cost=0.508562, disagree_f1=0.685214, neural_f1=0.915376, agree_f1=0.482185, average_f1=0.694258
BATCH 146 training acc=0.781250, cost=0.454136, test acc=0.789239, cost=0.532282, disagree_f1=0.686747, neural_f1=0.905312, agree_f1=0.477656, average_f1=0.689905
BATCH 147 training acc=0.781250, cost=0.605216, test acc=0.779619, cost=0.553756, disagree_f1=0.679344, neural_f1=0.897316, agree_f1=0.470759, average_f1=0.682473
BATCH 148 training acc=0.781250, cost=0.658648, test acc=0.775343, cost=0.563688, disagree_f1=0.672549, neural_f1=0.895178, agree_f1=0.474278, average_f1=0.680668
BATCH 149 training acc=0.906250, cost=0.399214, test acc=0.777392, cost=0.561574, disagree_f1=0.672783, neural_f1=0.897250, agree_f1=0.474198, average_f1=0.681410
BATCH 150 training acc=0.718750, cost=0.685103, test acc=0.785587, cost=0.542488, disagree_f1=0.670075, neural_f1=0.906502, agree_f1=0.486532, average_f1=0.687703
BATCH 151 training acc=0.812500, cost=0.450037, test acc=0.798503, cost=0.509643, disagree_f1=0.667762, neural_f1=0.919448, agree_f1=0.504730, average_f1=0.697314
BATCH 152 training acc=0.656250, cost=0.716390, test acc=0.806431, cost=0.488298, disagree_f1=0.675848, neural_f1=0.925046, agree_f1=0.503919, average_f1=0.701604
BATCH 153 training acc=0.781250, cost=0.506202, test acc=0.806966, cost=0.482764, disagree_f1=0.656846, neural_f1=0.929893, agree_f1=0.510078, average_f1=0.698939
BATCH 154 training acc=0.687500, cost=0.587796, test acc=0.809015, cost=0.473648, disagree_f1=0.641416, neural_f1=0.934555, agree_f1=0.512706, average_f1=0.696226
BATCH 155 training acc=0.656250, cost=0.699877, test acc=0.811153, cost=0.472271, disagree_f1=0.642889, neural_f1=0.936158, agree_f1=0.515084, average_f1=0.698044
BATCH 156 training acc=0.812500, cost=0.586911, test acc=0.811865, cost=0.465923, disagree_f1=0.646292, neural_f1=0.936108, agree_f1=0.512429, average_f1=0.698277
BATCH 157 training acc=0.656250, cost=0.636670, test acc=0.822644, cost=0.447213, disagree_f1=0.683955, neural_f1=0.937422, agree_f1=0.511916, average_f1=0.711098
BATCH 158 training acc=0.718750, cost=0.562412, test acc=0.832621, cost=0.433892, disagree_f1=0.718225, neural_f1=0.938404, agree_f1=0.504431, average_f1=0.720354
BATCH 159 training acc=0.593750, cost=0.941107, test acc=0.838144, cost=0.428286, disagree_f1=0.733888, neural_f1=0.939238, agree_f1=0.494853, average_f1=0.722660
BATCH 160 training acc=0.593750, cost=0.746343, test acc=0.840460, cost=0.426380, disagree_f1=0.738725, neural_f1=0.940709, agree_f1=0.481667, average_f1=0.720367
BATCH 161 training acc=0.593750, cost=0.768492, test acc=0.839123, cost=0.434813, disagree_f1=0.741929, neural_f1=0.939704, agree_f1=0.475862, average_f1=0.719165
BATCH 162 training acc=0.843750, cost=0.540265, test acc=0.834224, cost=0.449670, disagree_f1=0.737507, neural_f1=0.937076, agree_f1=0.484459, average_f1=0.719680
BATCH 163 training acc=0.718750, cost=0.642341, test acc=0.823356, cost=0.468597, disagree_f1=0.713970, neural_f1=0.933073, agree_f1=0.494733, average_f1=0.713925
BATCH 164 training acc=0.656250, cost=0.732148, test acc=0.806164, cost=0.491171, disagree_f1=0.665072, neural_f1=0.929919, agree_f1=0.496249, average_f1=0.697080
BATCH 165 training acc=0.625000, cost=0.652665, test acc=0.799572, cost=0.502478, disagree_f1=0.645641, neural_f1=0.928275, agree_f1=0.498686, average_f1=0.690867
BATCH 166 training acc=0.750000, cost=0.551244, test acc=0.798860, cost=0.505173, disagree_f1=0.658478, neural_f1=0.925588, agree_f1=0.490647, average_f1=0.691571
BATCH 167 training acc=0.750000, cost=0.504153, test acc=0.807768, cost=0.503519, disagree_f1=0.701010, neural_f1=0.924059, agree_f1=0.486842, average_f1=0.703970
BATCH 168 training acc=0.593750, cost=0.677879, test acc=0.813291, cost=0.503857, disagree_f1=0.733663, neural_f1=0.921872, agree_f1=0.462027, average_f1=0.705854
BATCH 169 training acc=0.687500, cost=0.579711, test acc=0.810351, cost=0.509049, disagree_f1=0.739845, neural_f1=0.918075, agree_f1=0.432689, average_f1=0.696870
BATCH 170 training acc=0.781250, cost=0.628150, test acc=0.803136, cost=0.526719, disagree_f1=0.739252, neural_f1=0.911695, agree_f1=0.411988, average_f1=0.687645
BATCH 171 training acc=0.687500, cost=0.518762, test acc=0.801176, cost=0.532255, disagree_f1=0.737099, neural_f1=0.909790, agree_f1=0.414901, average_f1=0.687263
BATCH 172 training acc=0.781250, cost=0.550649, test acc=0.805363, cost=0.521097, disagree_f1=0.736936, neural_f1=0.913614, agree_f1=0.429963, average_f1=0.693504
BATCH 173 training acc=0.781250, cost=0.618490, test acc=0.813914, cost=0.492566, disagree_f1=0.734739, neural_f1=0.922190, agree_f1=0.449483, average_f1=0.702137
BATCH 174 training acc=0.781250, cost=0.577262, test acc=0.825138, cost=0.461962, disagree_f1=0.735452, neural_f1=0.931353, agree_f1=0.470190, average_f1=0.712332
BATCH 175 training acc=0.906250, cost=0.357805, test acc=0.832264, cost=0.440706, disagree_f1=0.726257, neural_f1=0.937435, agree_f1=0.494733, average_f1=0.719475
BATCH 176 training acc=0.781250, cost=0.565532, test acc=0.833690, cost=0.432333, disagree_f1=0.715226, neural_f1=0.940041, agree_f1=0.505701, average_f1=0.720323
BATCH 177 training acc=0.687500, cost=0.629954, test acc=0.830483, cost=0.434695, disagree_f1=0.692092, neural_f1=0.940759, agree_f1=0.522317, average_f1=0.718389
BATCH 178 training acc=0.593750, cost=0.828062, test acc=0.824158, cost=0.442505, disagree_f1=0.670241, neural_f1=0.940798, agree_f1=0.524542, average_f1=0.711860
BATCH 179 training acc=0.718750, cost=0.637944, test acc=0.811509, cost=0.459135, disagree_f1=0.648710, neural_f1=0.935640, agree_f1=0.513118, average_f1=0.699156
BATCH 180 training acc=0.718750, cost=0.646896, test acc=0.798593, cost=0.486356, disagree_f1=0.638959, neural_f1=0.928486, agree_f1=0.500519, average_f1=0.689321
BATCH 181 training acc=0.750000, cost=0.597800, test acc=0.778550, cost=0.525186, disagree_f1=0.599716, neural_f1=0.920363, agree_f1=0.487319, average_f1=0.669133
BATCH 182 training acc=0.593750, cost=0.656619, test acc=0.771067, cost=0.550447, disagree_f1=0.607052, neural_f1=0.912428, agree_f1=0.479757, average_f1=0.666412
BATCH 183 training acc=0.687500, cost=0.591262, test acc=0.774185, cost=0.561235, disagree_f1=0.644478, neural_f1=0.905699, agree_f1=0.480624, average_f1=0.676934
BATCH 184 training acc=0.687500, cost=0.702533, test acc=0.767415, cost=0.578739, disagree_f1=0.669548, neural_f1=0.890781, agree_f1=0.464610, average_f1=0.674980
BATCH 185 training acc=0.750000, cost=0.832645, test acc=0.772492, cost=0.585755, disagree_f1=0.698130, neural_f1=0.885812, agree_f1=0.447840, average_f1=0.677261
BATCH 186 training acc=0.687500, cost=0.781070, test acc=0.765544, cost=0.602234, disagree_f1=0.696198, neural_f1=0.877488, agree_f1=0.432399, average_f1=0.668695
BATCH 187 training acc=0.750000, cost=0.807935, test acc=0.765366, cost=0.603873, disagree_f1=0.695173, neural_f1=0.876673, agree_f1=0.430692, average_f1=0.667513
BATCH 188 training acc=0.750000, cost=0.665304, test acc=0.774007, cost=0.578508, disagree_f1=0.698795, neural_f1=0.884334, agree_f1=0.436887, average_f1=0.673339
BATCH 189 training acc=0.593750, cost=0.736133, test acc=0.786923, cost=0.540136, disagree_f1=0.706386, neural_f1=0.896359, agree_f1=0.449602, average_f1=0.684116
BATCH 190 training acc=0.843750, cost=0.464717, test acc=0.806877, cost=0.493743, disagree_f1=0.719715, neural_f1=0.914450, agree_f1=0.463739, average_f1=0.699301
BATCH 191 training acc=0.781250, cost=0.438656, test acc=0.823446, cost=0.457570, disagree_f1=0.727813, neural_f1=0.927948, agree_f1=0.483532, average_f1=0.713098
BATCH 192 training acc=0.812500, cost=0.521878, test acc=0.835828, cost=0.424600, disagree_f1=0.732772, neural_f1=0.937888, agree_f1=0.492330, average_f1=0.720997
BATCH 193 training acc=0.812500, cost=0.521461, test acc=0.842687, cost=0.411178, disagree_f1=0.735519, neural_f1=0.941538, agree_f1=0.508148, average_f1=0.728402
BATCH 194 training acc=0.875000, cost=0.601033, test acc=0.844914, cost=0.404567, disagree_f1=0.732383, neural_f1=0.942540, agree_f1=0.506474, average_f1=0.727132
BATCH 195 training acc=0.843750, cost=0.569147, test acc=0.842241, cost=0.408151, disagree_f1=0.721798, neural_f1=0.940050, agree_f1=0.514585, average_f1=0.725478
BATCH 196 training acc=0.718750, cost=0.585180, test acc=0.841172, cost=0.410555, disagree_f1=0.720546, neural_f1=0.938885, agree_f1=0.513645, average_f1=0.724358
BATCH 197 training acc=0.656250, cost=0.850422, test acc=0.839747, cost=0.413492, disagree_f1=0.717938, neural_f1=0.939286, agree_f1=0.513741, average_f1=0.723655
BATCH 198 training acc=0.687500, cost=0.633938, test acc=0.837876, cost=0.421652, disagree_f1=0.721465, neural_f1=0.939410, agree_f1=0.510124, average_f1=0.723667
BATCH 199 training acc=0.593750, cost=0.796693, test acc=0.829681, cost=0.441691, disagree_f1=0.719483, neural_f1=0.935838, agree_f1=0.501818, average_f1=0.719046
BATCH 200 training acc=0.656250, cost=0.795162, test acc=0.813023, cost=0.483652, disagree_f1=0.700185, neural_f1=0.926565, agree_f1=0.498223, average_f1=0.708324
BATCH 201 training acc=0.718750, cost=0.557757, test acc=0.785231, cost=0.541946, disagree_f1=0.656691, neural_f1=0.912624, agree_f1=0.484021, average_f1=0.684445
BATCH 202 training acc=0.750000, cost=0.673256, test acc=0.768840, cost=0.577351, disagree_f1=0.628004, neural_f1=0.904897, agree_f1=0.473886, average_f1=0.668929
BATCH 203 training acc=0.875000, cost=0.386042, test acc=0.763139, cost=0.585813, disagree_f1=0.615591, neural_f1=0.902717, agree_f1=0.471165, average_f1=0.663158
BATCH 204 training acc=0.656250, cost=0.578773, test acc=0.763050, cost=0.585190, disagree_f1=0.616818, neural_f1=0.902070, agree_f1=0.472378, average_f1=0.663755
BATCH 205 training acc=0.843750, cost=0.526513, test acc=0.774007, cost=0.568432, disagree_f1=0.651477, neural_f1=0.903650, agree_f1=0.476072, average_f1=0.677066
BATCH 206 training acc=0.875000, cost=0.370403, test acc=0.789061, cost=0.536573, disagree_f1=0.685063, neural_f1=0.908893, agree_f1=0.480218, average_f1=0.691391
BATCH 207 training acc=0.781250, cost=0.542124, test acc=0.805541, cost=0.506025, disagree_f1=0.711111, neural_f1=0.917856, agree_f1=0.485959, average_f1=0.704976
BATCH 208 training acc=0.718750, cost=0.597338, test acc=0.811865, cost=0.483278, disagree_f1=0.717325, neural_f1=0.922781, agree_f1=0.473701, average_f1=0.704603
BATCH 209 training acc=0.656250, cost=0.813880, test acc=0.816765, cost=0.474422, disagree_f1=0.723364, neural_f1=0.925760, agree_f1=0.470824, average_f1=0.706650
BATCH 210 training acc=0.843750, cost=0.423932, test acc=0.821753, cost=0.460269, disagree_f1=0.728298, neural_f1=0.929252, agree_f1=0.458273, average_f1=0.705274
BATCH 211 training acc=0.531250, cost=0.817034, test acc=0.826207, cost=0.451404, disagree_f1=0.730482, neural_f1=0.933230, agree_f1=0.455724, average_f1=0.706479
BATCH 212 training acc=0.718750, cost=0.728315, test acc=0.826207, cost=0.452836, disagree_f1=0.729106, neural_f1=0.933015, agree_f1=0.466231, average_f1=0.709451
BATCH 213 training acc=0.687500, cost=0.647335, test acc=0.820506, cost=0.465884, disagree_f1=0.721749, neural_f1=0.929142, agree_f1=0.473957, average_f1=0.708282
BATCH 214 training acc=0.562500, cost=0.778602, test acc=0.811509, cost=0.482117, disagree_f1=0.704644, neural_f1=0.924555, agree_f1=0.480701, average_f1=0.703300
BATCH 215 training acc=0.812500, cost=0.486338, test acc=0.797078, cost=0.515922, disagree_f1=0.687679, neural_f1=0.914149, agree_f1=0.487126, average_f1=0.696318
BATCH 216 training acc=0.718750, cost=0.657431, test acc=0.771958, cost=0.567745, disagree_f1=0.643678, neural_f1=0.900823, agree_f1=0.480232, average_f1=0.674911
BATCH 217 training acc=0.718750, cost=0.562715, test acc=0.754588, cost=0.600810, disagree_f1=0.601402, neural_f1=0.895056, agree_f1=0.476483, average_f1=0.657647
BATCH 218 training acc=0.750000, cost=0.547281, test acc=0.741137, cost=0.622915, disagree_f1=0.559713, neural_f1=0.892947, agree_f1=0.467803, average_f1=0.640154
BATCH 219 training acc=0.687500, cost=0.587793, test acc=0.741582, cost=0.611616, disagree_f1=0.545202, neural_f1=0.897682, agree_f1=0.465401, average_f1=0.636095
BATCH 220 training acc=0.718750, cost=0.696115, test acc=0.758863, cost=0.570186, disagree_f1=0.562617, neural_f1=0.910518, agree_f1=0.476557, average_f1=0.649897
BATCH 221 training acc=0.750000, cost=0.562405, test acc=0.777481, cost=0.530028, disagree_f1=0.592301, neural_f1=0.921038, agree_f1=0.489484, average_f1=0.667607
BATCH 222 training acc=0.750000, cost=0.555513, test acc=0.797167, cost=0.493886, disagree_f1=0.636505, neural_f1=0.928359, agree_f1=0.502214, average_f1=0.689026
BATCH 223 training acc=0.625000, cost=0.572708, test acc=0.814805, cost=0.465712, disagree_f1=0.682010, neural_f1=0.934072, agree_f1=0.504916, average_f1=0.706999
BATCH 224 training acc=0.718750, cost=0.710943, test acc=0.826741, cost=0.438276, disagree_f1=0.708054, neural_f1=0.938207, agree_f1=0.497423, average_f1=0.714561
BATCH 225 training acc=0.718750, cost=0.665372, test acc=0.833333, cost=0.425381, disagree_f1=0.722872, neural_f1=0.940755, agree_f1=0.489698, average_f1=0.717775
BATCH 226 training acc=0.718750, cost=0.602172, test acc=0.834848, cost=0.421564, disagree_f1=0.727738, neural_f1=0.941031, agree_f1=0.486014, average_f1=0.718261
BATCH 227 training acc=0.812500, cost=0.449455, test acc=0.835293, cost=0.421687, disagree_f1=0.729347, neural_f1=0.940917, agree_f1=0.488299, average_f1=0.719521
BATCH 228 training acc=0.843750, cost=0.461148, test acc=0.836362, cost=0.419471, disagree_f1=0.735743, neural_f1=0.941176, agree_f1=0.479428, average_f1=0.718782
BATCH 229 training acc=0.843750, cost=0.480987, test acc=0.835382, cost=0.421290, disagree_f1=0.740464, neural_f1=0.939308, agree_f1=0.466691, average_f1=0.715488
BATCH 230 training acc=0.781250, cost=0.555112, test acc=0.833779, cost=0.425795, disagree_f1=0.742710, neural_f1=0.937805, agree_f1=0.459164, average_f1=0.713227
BATCH 231 training acc=0.718750, cost=0.480848, test acc=0.834046, cost=0.425632, disagree_f1=0.742878, neural_f1=0.937112, agree_f1=0.468703, average_f1=0.716231
BATCH 232 training acc=0.718750, cost=0.689530, test acc=0.833779, cost=0.427063, disagree_f1=0.739906, neural_f1=0.937020, agree_f1=0.484848, average_f1=0.720592
BATCH 233 training acc=0.718750, cost=0.610724, test acc=0.826741, cost=0.438668, disagree_f1=0.727518, neural_f1=0.934045, agree_f1=0.492582, average_f1=0.718048
BATCH 234 training acc=0.625000, cost=0.704566, test acc=0.816141, cost=0.463988, disagree_f1=0.710817, neural_f1=0.928582, agree_f1=0.499553, average_f1=0.712984
BATCH 235 training acc=0.781250, cost=0.638912, test acc=0.804739, cost=0.488675, disagree_f1=0.684746, neural_f1=0.924602, agree_f1=0.504713, average_f1=0.704687
BATCH 236 training acc=0.718750, cost=0.551901, test acc=0.796722, cost=0.505829, disagree_f1=0.673829, neural_f1=0.920835, agree_f1=0.497283, average_f1=0.697316
BATCH 237 training acc=0.718750, cost=0.698871, test acc=0.790754, cost=0.514489, disagree_f1=0.659046, neural_f1=0.919572, agree_f1=0.491729, average_f1=0.690116
BATCH 238 training acc=0.781250, cost=0.564531, test acc=0.789417, cost=0.509975, disagree_f1=0.641612, neural_f1=0.922559, agree_f1=0.492247, average_f1=0.685473
BATCH 239 training acc=0.687500, cost=0.611992, test acc=0.789328, cost=0.508912, disagree_f1=0.635904, neural_f1=0.923824, agree_f1=0.493418, average_f1=0.684382
BATCH 240 training acc=0.781250, cost=0.568532, test acc=0.798058, cost=0.492058, disagree_f1=0.654185, neural_f1=0.926867, agree_f1=0.499111, average_f1=0.693387
BATCH 241 training acc=0.656250, cost=0.564773, test acc=0.810618, cost=0.469676, disagree_f1=0.678642, neural_f1=0.931569, agree_f1=0.507738, average_f1=0.705983
BATCH 242 training acc=0.593750, cost=0.784653, test acc=0.823000, cost=0.448833, disagree_f1=0.712055, neural_f1=0.934593, agree_f1=0.506261, average_f1=0.717636
BATCH 243 training acc=0.750000, cost=0.666995, test acc=0.830216, cost=0.434622, disagree_f1=0.725422, neural_f1=0.937165, agree_f1=0.507576, average_f1=0.723388
BATCH 244 training acc=0.656250, cost=0.637469, test acc=0.835649, cost=0.427446, disagree_f1=0.740944, neural_f1=0.938878, agree_f1=0.497976, average_f1=0.725932
BATCH 245 training acc=0.843750, cost=0.506879, test acc=0.839123, cost=0.415487, disagree_f1=0.748862, neural_f1=0.939769, agree_f1=0.478853, average_f1=0.722494
BATCH 246 training acc=0.812500, cost=0.638898, test acc=0.838589, cost=0.416424, disagree_f1=0.749765, neural_f1=0.939931, agree_f1=0.468037, average_f1=0.719245
BATCH 247 training acc=0.750000, cost=0.574231, test acc=0.839034, cost=0.415580, disagree_f1=0.751715, neural_f1=0.940224, agree_f1=0.458349, average_f1=0.716763
BATCH 248 training acc=0.781250, cost=0.519749, test acc=0.837342, cost=0.421492, disagree_f1=0.751710, neural_f1=0.939362, agree_f1=0.457294, average_f1=0.716122
BATCH 249 training acc=0.687500, cost=0.602126, test acc=0.838589, cost=0.420165, disagree_f1=0.750512, neural_f1=0.940328, agree_f1=0.466891, average_f1=0.719244
BATCH 250 training acc=0.812500, cost=0.579851, test acc=0.838055, cost=0.421960, disagree_f1=0.751017, neural_f1=0.940221, agree_f1=0.459327, average_f1=0.716855
BATCH 251 training acc=0.750000, cost=0.525223, test acc=0.837520, cost=0.422153, disagree_f1=0.750046, neural_f1=0.939804, agree_f1=0.461769, average_f1=0.717207
BATCH 252 training acc=0.781250, cost=0.671085, test acc=0.836451, cost=0.425435, disagree_f1=0.745639, neural_f1=0.939411, agree_f1=0.481885, average_f1=0.722312
BATCH 253 training acc=0.593750, cost=0.779464, test acc=0.831552, cost=0.432045, disagree_f1=0.726980, neural_f1=0.938773, agree_f1=0.501290, average_f1=0.722348
BATCH 254 training acc=0.687500, cost=0.648022, test acc=0.828879, cost=0.434904, disagree_f1=0.715668, neural_f1=0.938759, agree_f1=0.505481, average_f1=0.719969
BATCH 255 training acc=0.718750, cost=0.553693, test acc=0.828167, cost=0.435121, disagree_f1=0.711590, neural_f1=0.938996, agree_f1=0.506832, average_f1=0.719140
BATCH 256 training acc=0.687500, cost=0.617396, test acc=0.832443, cost=0.428921, disagree_f1=0.719853, neural_f1=0.940680, agree_f1=0.506443, average_f1=0.722325
BATCH 257 training acc=0.593750, cost=0.747024, test acc=0.835560, cost=0.425227, disagree_f1=0.733779, neural_f1=0.940370, agree_f1=0.495388, average_f1=0.723179
BATCH 258 training acc=0.687500, cost=0.517840, test acc=0.834670, cost=0.428842, disagree_f1=0.735587, neural_f1=0.939331, agree_f1=0.493001, average_f1=0.722640
BATCH 259 training acc=0.687500, cost=0.548543, test acc=0.833868, cost=0.435317, disagree_f1=0.741577, neural_f1=0.937862, agree_f1=0.484597, average_f1=0.721345
BATCH 260 training acc=0.625000, cost=0.635702, test acc=0.829414, cost=0.444530, disagree_f1=0.737627, neural_f1=0.934706, agree_f1=0.482173, average_f1=0.718169
BATCH 261 training acc=0.906250, cost=0.368673, test acc=0.827187, cost=0.453041, disagree_f1=0.740782, neural_f1=0.932648, agree_f1=0.469655, average_f1=0.714362
BATCH 262 training acc=0.750000, cost=0.665661, test acc=0.819615, cost=0.470145, disagree_f1=0.737076, neural_f1=0.927446, agree_f1=0.458067, average_f1=0.707530
BATCH 263 training acc=0.843750, cost=0.442757, test acc=0.812934, cost=0.482924, disagree_f1=0.735326, neural_f1=0.921691, agree_f1=0.445860, average_f1=0.700959
BATCH 264 training acc=0.750000, cost=0.513945, test acc=0.806966, cost=0.494088, disagree_f1=0.732939, neural_f1=0.916721, agree_f1=0.433468, average_f1=0.694376
BATCH 265 training acc=0.781250, cost=0.541471, test acc=0.811420, cost=0.486443, disagree_f1=0.738671, neural_f1=0.919656, agree_f1=0.434961, average_f1=0.697762
BATCH 266 training acc=0.718750, cost=0.686059, test acc=0.820506, cost=0.464788, disagree_f1=0.743292, neural_f1=0.927584, agree_f1=0.438491, average_f1=0.703122
BATCH 267 training acc=0.625000, cost=0.791386, test acc=0.827810, cost=0.448969, disagree_f1=0.743857, neural_f1=0.933333, agree_f1=0.460839, average_f1=0.712677
BATCH 268 training acc=0.656250, cost=0.769483, test acc=0.831641, cost=0.435827, disagree_f1=0.738450, neural_f1=0.937129, agree_f1=0.482361, average_f1=0.719313
BATCH 269 training acc=0.812500, cost=0.727581, test acc=0.833868, cost=0.429365, disagree_f1=0.734499, neural_f1=0.938498, agree_f1=0.499668, average_f1=0.724222
BATCH 270 training acc=0.687500, cost=0.632508, test acc=0.831997, cost=0.430300, disagree_f1=0.727605, neural_f1=0.938407, agree_f1=0.506394, average_f1=0.724135
BATCH 271 training acc=0.656250, cost=0.703308, test acc=0.834759, cost=0.424313, disagree_f1=0.724131, neural_f1=0.940803, agree_f1=0.514451, average_f1=0.726461
BATCH 272 training acc=0.781250, cost=0.621311, test acc=0.834937, cost=0.426286, disagree_f1=0.721981, neural_f1=0.940680, agree_f1=0.522431, average_f1=0.728364
BATCH 273 training acc=0.843750, cost=0.458857, test acc=0.833333, cost=0.432296, disagree_f1=0.718789, neural_f1=0.940240, agree_f1=0.522421, average_f1=0.727150
BATCH 274 training acc=0.843750, cost=0.566971, test acc=0.824693, cost=0.454863, disagree_f1=0.721915, neural_f1=0.932923, agree_f1=0.506853, average_f1=0.720564
BATCH 275 training acc=0.812500, cost=0.368376, test acc=0.804917, cost=0.490401, disagree_f1=0.731161, neural_f1=0.913995, agree_f1=0.476625, average_f1=0.707260
BATCH 276 training acc=0.687500, cost=0.672590, test acc=0.811954, cost=0.480681, disagree_f1=0.744669, neural_f1=0.916374, agree_f1=0.471136, average_f1=0.710726
BATCH 277 training acc=0.656250, cost=0.676474, test acc=0.829681, cost=0.452063, disagree_f1=0.752745, neural_f1=0.930236, agree_f1=0.462970, average_f1=0.715317
