Using GPU: 1...
X_train.shape=(19820, 2, 64), y_train.shape=(19820,);
X_test.shape=(4954, 2, 64), y_test.shape=(4954,)
Creating the data generator ...
PreTrain Embedding hitRate=0.9253959683225342
model.bilstm.embedding.weight
model.bilstm.quote_bilstm.weight_ih_l0
model.bilstm.quote_bilstm.weight_hh_l0
model.bilstm.quote_bilstm.bias_ih_l0
model.bilstm.quote_bilstm.bias_hh_l0
model.bilstm.quote_bilstm.weight_ih_l0_reverse
model.bilstm.quote_bilstm.weight_hh_l0_reverse
model.bilstm.quote_bilstm.bias_ih_l0_reverse
model.bilstm.quote_bilstm.bias_hh_l0_reverse
model.bilstm.quote_bilstm.weight_ih_l1
model.bilstm.quote_bilstm.weight_hh_l1
model.bilstm.quote_bilstm.bias_ih_l1
model.bilstm.quote_bilstm.bias_hh_l1
model.bilstm.quote_bilstm.weight_ih_l1_reverse
model.bilstm.quote_bilstm.weight_hh_l1_reverse
model.bilstm.quote_bilstm.bias_ih_l1_reverse
model.bilstm.quote_bilstm.bias_hh_l1_reverse
model.bilstm.response_bilstm.weight_ih_l0
model.bilstm.response_bilstm.weight_hh_l0
model.bilstm.response_bilstm.bias_ih_l0
model.bilstm.response_bilstm.bias_hh_l0
model.bilstm.response_bilstm.weight_ih_l0_reverse
model.bilstm.response_bilstm.weight_hh_l0_reverse
model.bilstm.response_bilstm.bias_ih_l0_reverse
model.bilstm.response_bilstm.bias_hh_l0_reverse
model.bilstm.response_bilstm.weight_ih_l1
model.bilstm.response_bilstm.weight_hh_l1
model.bilstm.response_bilstm.bias_ih_l1
model.bilstm.response_bilstm.bias_hh_l1
model.bilstm.response_bilstm.weight_ih_l1_reverse
model.bilstm.response_bilstm.weight_hh_l1_reverse
model.bilstm.response_bilstm.bias_ih_l1_reverse
model.bilstm.response_bilstm.bias_hh_l1_reverse
model.q2q_attention_layer.0.weight
model.q2q_attention_layer.0.bias
model.q2q_attention_layer.3.weight
model.q2q_attention_layer.3.bias
model.r2r_attention_layer.0.weight
model.r2r_attention_layer.0.bias
model.r2r_attention_layer.3.weight
model.r2r_attention_layer.3.bias
model.r2q_attention_layer.0.weight
model.r2q_attention_layer.0.bias
model.r2q_attention_layer.3.weight
model.r2q_attention_layer.3.bias
model.q2r_attention_layer.0.weight
model.q2r_attention_layer.0.bias
model.q2r_attention_layer.3.weight
model.q2r_attention_layer.3.bias
out.0.weight
out.0.bias
out.3.weight
out.3.bias
BATCH 1 training acc=0.437500, cost=0.698184, test acc=0.539968, cost=0.692407, disagree_f1=0.644406, agree_f1=0.348671, average_f1=0.496539
BATCH 2 training acc=0.562500, cost=0.689053, test acc=0.519580, cost=0.691810, disagree_f1=0.683847, agree_f1=0.000000, average_f1=0.341923
BATCH 3 training acc=0.437500, cost=0.709524, test acc=0.498789, cost=0.692984, disagree_f1=0.294001, agree_f1=0.611485, average_f1=0.452743
BATCH 4 training acc=0.500000, cost=0.702123, test acc=0.480420, cost=0.709102, disagree_f1=0.000000, agree_f1=0.649032, average_f1=0.324516
BATCH 5 training acc=0.468750, cost=0.723243, test acc=0.480420, cost=0.705463, disagree_f1=0.000000, agree_f1=0.649032, average_f1=0.324516
BATCH 6 training acc=0.562500, cost=0.669545, test acc=0.480420, cost=0.708012, disagree_f1=0.000000, agree_f1=0.649032, average_f1=0.324516
BATCH 7 training acc=0.375000, cost=0.739565, test acc=0.491926, cost=0.694569, disagree_f1=0.134159, agree_f1=0.640480, average_f1=0.387319
BATCH 8 training acc=0.468750, cost=0.687900, test acc=0.547436, cost=0.688598, disagree_f1=0.663565, agree_f1=0.308878, average_f1=0.486222
BATCH 9 training acc=0.406250, cost=0.720846, test acc=0.545620, cost=0.692161, disagree_f1=0.675040, agree_f1=0.244884, average_f1=0.459962
BATCH 10 training acc=0.593750, cost=0.698132, test acc=0.546225, cost=0.690651, disagree_f1=0.670381, agree_f1=0.272021, average_f1=0.471201
BATCH 11 training acc=0.500000, cost=0.702727, test acc=0.550464, cost=0.687431, disagree_f1=0.651323, agree_f1=0.367509, average_f1=0.509416
BATCH 12 training acc=0.656250, cost=0.656313, test acc=0.551877, cost=0.687326, disagree_f1=0.644573, agree_f1=0.393774, average_f1=0.519173
BATCH 13 training acc=0.562500, cost=0.710677, test acc=0.553088, cost=0.687229, disagree_f1=0.647452, agree_f1=0.389746, average_f1=0.518599
BATCH 14 training acc=0.625000, cost=0.685891, test acc=0.553694, cost=0.687196, disagree_f1=0.646974, agree_f1=0.393416, average_f1=0.520195
BATCH 15 training acc=0.593750, cost=0.692651, test acc=0.552483, cost=0.687197, disagree_f1=0.653323, agree_f1=0.368915, average_f1=0.511119
BATCH 16 training acc=0.562500, cost=0.703954, test acc=0.550464, cost=0.687478, disagree_f1=0.657332, agree_f1=0.346729, average_f1=0.502031
BATCH 17 training acc=0.312500, cost=0.743983, test acc=0.549455, cost=0.687738, disagree_f1=0.660584, agree_f1=0.330132, average_f1=0.495358
BATCH 18 training acc=0.500000, cost=0.691176, test acc=0.547840, cost=0.687837, disagree_f1=0.660091, agree_f1=0.324895, average_f1=0.492493
