Using GPU: 3...
X_train.shape=(4701, 2, 64), y_train.shape=(4701,);
X_test.shape=(1175, 2, 64), y_test.shape=(1175,)
Creating the data generator ...
PreTrain Embedding hitRate=0.9742634608872334
model.bilstm.embedding.weight
model.bilstm.quote_bilstm.weight_ih_l0
model.bilstm.quote_bilstm.weight_hh_l0
model.bilstm.quote_bilstm.bias_ih_l0
model.bilstm.quote_bilstm.bias_hh_l0
model.bilstm.quote_bilstm.weight_ih_l0_reverse
model.bilstm.quote_bilstm.weight_hh_l0_reverse
model.bilstm.quote_bilstm.bias_ih_l0_reverse
model.bilstm.quote_bilstm.bias_hh_l0_reverse
model.bilstm.quote_bilstm.weight_ih_l1
model.bilstm.quote_bilstm.weight_hh_l1
model.bilstm.quote_bilstm.bias_ih_l1
model.bilstm.quote_bilstm.bias_hh_l1
model.bilstm.quote_bilstm.weight_ih_l1_reverse
model.bilstm.quote_bilstm.weight_hh_l1_reverse
model.bilstm.quote_bilstm.bias_ih_l1_reverse
model.bilstm.quote_bilstm.bias_hh_l1_reverse
model.bilstm.response_bilstm.weight_ih_l0
model.bilstm.response_bilstm.weight_hh_l0
model.bilstm.response_bilstm.bias_ih_l0
model.bilstm.response_bilstm.bias_hh_l0
model.bilstm.response_bilstm.weight_ih_l0_reverse
model.bilstm.response_bilstm.weight_hh_l0_reverse
model.bilstm.response_bilstm.bias_ih_l0_reverse
model.bilstm.response_bilstm.bias_hh_l0_reverse
model.bilstm.response_bilstm.weight_ih_l1
model.bilstm.response_bilstm.weight_hh_l1
model.bilstm.response_bilstm.bias_ih_l1
model.bilstm.response_bilstm.bias_hh_l1
model.bilstm.response_bilstm.weight_ih_l1_reverse
model.bilstm.response_bilstm.weight_hh_l1_reverse
model.bilstm.response_bilstm.bias_ih_l1_reverse
model.bilstm.response_bilstm.bias_hh_l1_reverse
model.self_dot_q2q_attention_layer.0.weight
model.self_dot_q2q_attention_layer.0.bias
model.self_dot_r2r_attention_layer.0.weight
model.self_dot_r2r_attention_layer.0.bias
model.cross_dot_v2_r2q_attention_layer.0.weight
model.cross_dot_v2_r2q_attention_layer.0.bias
model.cross_dot_v2_q2r_attention_layer.0.weight
model.cross_dot_v2_q2r_attention_layer.0.bias
out.0.weight
out.0.bias
out.3.weight
out.3.bias
BATCH 1 training acc=0.562500, cost=0.688709, test acc=0.662128, cost=0.646948, disagree_f1=0.796723, agree_f1=0.000000, average_f1=0.398361
BATCH 2 training acc=0.593750, cost=0.678368, test acc=0.662128, cost=0.629453, disagree_f1=0.796723, agree_f1=0.000000, average_f1=0.398361
BATCH 3 training acc=0.531250, cost=0.711833, test acc=0.662128, cost=0.642721, disagree_f1=0.796723, agree_f1=0.000000, average_f1=0.398361
BATCH 4 training acc=0.531250, cost=0.692814, test acc=0.682553, cost=0.667939, disagree_f1=0.791270, agree_f1=0.337478, average_f1=0.564374
BATCH 5 training acc=0.593750, cost=0.686801, test acc=0.689362, cost=0.658925, disagree_f1=0.803446, agree_f1=0.259635, average_f1=0.531541
BATCH 6 training acc=0.687500, cost=0.647351, test acc=0.663830, cost=0.630837, disagree_f1=0.797540, agree_f1=0.010025, average_f1=0.403782
BATCH 7 training acc=0.843750, cost=0.553863, test acc=0.662128, cost=0.618114, disagree_f1=0.796723, agree_f1=0.000000, average_f1=0.398361
BATCH 8 training acc=0.593750, cost=0.672624, test acc=0.662128, cost=0.626306, disagree_f1=0.796723, agree_f1=0.000000, average_f1=0.398361
BATCH 9 training acc=0.593750, cost=0.725410, test acc=0.662128, cost=0.621007, disagree_f1=0.796723, agree_f1=0.000000, average_f1=0.398361
BATCH 10 training acc=0.625000, cost=0.618548, test acc=0.663830, cost=0.611389, disagree_f1=0.797540, agree_f1=0.010025, average_f1=0.403782
BATCH 11 training acc=0.750000, cost=0.526757, test acc=0.685106, cost=0.609256, disagree_f1=0.806080, agree_f1=0.162896, average_f1=0.484488
BATCH 12 training acc=0.687500, cost=0.557610, test acc=0.687660, cost=0.613171, disagree_f1=0.804891, agree_f1=0.217484, average_f1=0.511188
BATCH 13 training acc=0.625000, cost=0.643815, test acc=0.680851, cost=0.607205, disagree_f1=0.794521, agree_f1=0.285714, average_f1=0.540117
BATCH 14 training acc=0.718750, cost=0.533582, test acc=0.683404, cost=0.604697, disagree_f1=0.792642, agree_f1=0.330935, average_f1=0.561789
BATCH 15 training acc=0.687500, cost=0.564082, test acc=0.683404, cost=0.604510, disagree_f1=0.789593, agree_f1=0.360825, average_f1=0.575209
BATCH 16 training acc=0.843750, cost=0.508303, test acc=0.689362, cost=0.604606, disagree_f1=0.793201, agree_f1=0.376068, average_f1=0.584635
BATCH 17 training acc=0.468750, cost=0.935006, test acc=0.698723, cost=0.593528, disagree_f1=0.793706, agree_f1=0.441640, average_f1=0.617673
BATCH 18 training acc=0.656250, cost=0.629781, test acc=0.683404, cost=0.594363, disagree_f1=0.770654, agree_f1=0.489011, average_f1=0.629832
BATCH 19 training acc=0.687500, cost=0.604233, test acc=0.679149, cost=0.598312, disagree_f1=0.763636, agree_f1=0.500662, average_f1=0.632149
BATCH 20 training acc=0.750000, cost=0.582961, test acc=0.691064, cost=0.590053, disagree_f1=0.778793, agree_f1=0.488011, average_f1=0.633402
BATCH 21 training acc=0.593750, cost=0.643138, test acc=0.695319, cost=0.581558, disagree_f1=0.790152, agree_f1=0.444099, average_f1=0.617126
BATCH 22 training acc=0.750000, cost=0.499434, test acc=0.691915, cost=0.573513, disagree_f1=0.800221, agree_f1=0.327138, average_f1=0.563679
BATCH 23 training acc=0.750000, cost=0.513012, test acc=0.698723, cost=0.580683, disagree_f1=0.810695, agree_f1=0.262500, average_f1=0.536598
BATCH 24 training acc=0.687500, cost=0.581684, test acc=0.690213, cost=0.589585, disagree_f1=0.807203, agree_f1=0.212121, average_f1=0.509662
BATCH 25 training acc=0.718750, cost=0.531760, test acc=0.693617, cost=0.584004, disagree_f1=0.808307, agree_f1=0.237288, average_f1=0.522797
BATCH 26 training acc=0.750000, cost=0.501861, test acc=0.702979, cost=0.574379, disagree_f1=0.812265, agree_f1=0.289206, average_f1=0.550735
BATCH 27 training acc=0.656250, cost=0.581262, test acc=0.714894, cost=0.560825, disagree_f1=0.812535, agree_f1=0.404973, average_f1=0.608754
BATCH 28 training acc=0.718750, cost=0.564305, test acc=0.703830, cost=0.562113, disagree_f1=0.783851, agree_f1=0.529730, average_f1=0.656790
BATCH 29 training acc=0.718750, cost=0.453707, test acc=0.687660, cost=0.568770, disagree_f1=0.757756, agree_f1=0.560479, average_f1=0.659117
BATCH 30 training acc=0.718750, cost=0.540289, test acc=0.686809, cost=0.565095, disagree_f1=0.757256, agree_f1=0.558753, average_f1=0.658004
BATCH 31 training acc=0.750000, cost=0.502376, test acc=0.698723, cost=0.557496, disagree_f1=0.775949, agree_f1=0.540260, average_f1=0.658105
BATCH 32 training acc=0.750000, cost=0.569345, test acc=0.707234, cost=0.557533, disagree_f1=0.786335, agree_f1=0.535135, average_f1=0.660735
BATCH 33 training acc=0.781250, cost=0.566374, test acc=0.705532, cost=0.557352, disagree_f1=0.782390, agree_f1=0.544737, average_f1=0.663563
BATCH 34 training acc=0.656250, cost=0.591734, test acc=0.691915, cost=0.558659, disagree_f1=0.761528, agree_f1=0.564904, average_f1=0.663216
BATCH 35 training acc=0.656250, cost=0.592136, test acc=0.698723, cost=0.555631, disagree_f1=0.766798, agree_f1=0.574519, average_f1=0.670659
BATCH 36 training acc=0.718750, cost=0.658427, test acc=0.693617, cost=0.558711, disagree_f1=0.754098, agree_f1=0.593679, average_f1=0.673889
BATCH 37 training acc=0.718750, cost=0.534057, test acc=0.703830, cost=0.551559, disagree_f1=0.768000, agree_f1=0.590588, average_f1=0.679294
BATCH 38 training acc=0.843750, cost=0.398002, test acc=0.721702, cost=0.540537, disagree_f1=0.794727, agree_f1=0.568032, average_f1=0.681379
BATCH 39 training acc=0.750000, cost=0.514322, test acc=0.727660, cost=0.540459, disagree_f1=0.813084, agree_f1=0.498433, average_f1=0.655758
BATCH 40 training acc=0.843750, cost=0.460396, test acc=0.724255, cost=0.547118, disagree_f1=0.817978, agree_f1=0.431579, average_f1=0.624778
BATCH 41 training acc=0.593750, cost=0.811714, test acc=0.720000, cost=0.544441, disagree_f1=0.816917, agree_f1=0.405063, average_f1=0.610990
BATCH 42 training acc=0.656250, cost=0.584236, test acc=0.724255, cost=0.538319, disagree_f1=0.816118, agree_f1=0.448980, average_f1=0.632549
BATCH 43 training acc=0.718750, cost=0.592793, test acc=0.720000, cost=0.541413, disagree_f1=0.804979, agree_f1=0.503771, average_f1=0.654375
BATCH 44 training acc=0.812500, cost=0.411789, test acc=0.714894, cost=0.549669, disagree_f1=0.794352, agree_f1=0.535368, average_f1=0.664860
BATCH 45 training acc=0.687500, cost=0.630463, test acc=0.712340, cost=0.557890, disagree_f1=0.783887, agree_f1=0.569975, average_f1=0.676931
BATCH 46 training acc=0.718750, cost=0.588185, test acc=0.707234, cost=0.568576, disagree_f1=0.771883, agree_f1=0.591449, average_f1=0.681666
BATCH 47 training acc=0.656250, cost=0.589584, test acc=0.716596, cost=0.557852, disagree_f1=0.784745, agree_f1=0.585305, average_f1=0.685025
BATCH 48 training acc=0.718750, cost=0.541122, test acc=0.728511, cost=0.538391, disagree_f1=0.808868, agree_f1=0.531571, average_f1=0.670219
BATCH 49 training acc=0.687500, cost=0.609921, test acc=0.738723, cost=0.531202, disagree_f1=0.817588, agree_f1=0.539730, average_f1=0.678659
BATCH 50 training acc=0.625000, cost=0.583941, test acc=0.740426, cost=0.527996, disagree_f1=0.818776, agree_f1=0.542729, average_f1=0.680752
BATCH 51 training acc=0.718750, cost=0.624833, test acc=0.737872, cost=0.528221, disagree_f1=0.813559, agree_f1=0.558739, average_f1=0.686149
BATCH 52 training acc=0.687500, cost=0.628076, test acc=0.739574, cost=0.527931, disagree_f1=0.816547, agree_f1=0.551320, average_f1=0.683933
BATCH 53 training acc=0.687500, cost=0.594191, test acc=0.736170, cost=0.531450, disagree_f1=0.808642, agree_f1=0.575342, average_f1=0.691992
BATCH 54 training acc=0.687500, cost=0.568316, test acc=0.735319, cost=0.531135, disagree_f1=0.810712, agree_f1=0.560113, average_f1=0.685413
BATCH 55 training acc=0.843750, cost=0.555048, test acc=0.737021, cost=0.531184, disagree_f1=0.819193, agree_f1=0.517941, average_f1=0.668567
BATCH 56 training acc=0.625000, cost=0.728430, test acc=0.737872, cost=0.533258, disagree_f1=0.820930, agree_f1=0.511111, average_f1=0.666021
BATCH 57 training acc=0.625000, cost=0.654733, test acc=0.734468, cost=0.532331, disagree_f1=0.815603, agree_f1=0.525836, average_f1=0.670719
BATCH 58 training acc=0.718750, cost=0.577259, test acc=0.726809, cost=0.535613, disagree_f1=0.799250, agree_f1=0.572570, average_f1=0.685910
BATCH 59 training acc=0.593750, cost=0.568820, test acc=0.731915, cost=0.536613, disagree_f1=0.799746, agree_f1=0.594595, average_f1=0.697170
BATCH 60 training acc=0.718750, cost=0.531115, test acc=0.733617, cost=0.532390, disagree_f1=0.803021, agree_f1=0.588699, average_f1=0.695860
BATCH 61 training acc=0.875000, cost=0.377410, test acc=0.740426, cost=0.526049, disagree_f1=0.813911, agree_f1=0.571027, average_f1=0.692469
BATCH 62 training acc=0.812500, cost=0.500928, test acc=0.738723, cost=0.529887, disagree_f1=0.820363, agree_f1=0.521061, average_f1=0.670712
BATCH 63 training acc=0.812500, cost=0.380127, test acc=0.732766, cost=0.548720, disagree_f1=0.820366, agree_f1=0.478405, average_f1=0.649386
BATCH 64 training acc=0.562500, cost=0.692593, test acc=0.729362, cost=0.561924, disagree_f1=0.818907, agree_f1=0.464646, average_f1=0.641777
BATCH 65 training acc=0.656250, cost=0.609571, test acc=0.731915, cost=0.558309, disagree_f1=0.819691, agree_f1=0.477612, average_f1=0.648651
BATCH 66 training acc=0.843750, cost=0.424604, test acc=0.731915, cost=0.550866, disagree_f1=0.818653, agree_f1=0.486134, average_f1=0.652393
BATCH 67 training acc=0.812500, cost=0.376644, test acc=0.732766, cost=0.560887, disagree_f1=0.819540, agree_f1=0.485246, average_f1=0.652393
BATCH 68 training acc=0.656250, cost=0.649392, test acc=0.730213, cost=0.553999, disagree_f1=0.816869, agree_f1=0.487884, average_f1=0.652376
BATCH 69 training acc=0.625000, cost=0.673270, test acc=0.733617, cost=0.535745, disagree_f1=0.815557, agree_f1=0.520674, average_f1=0.668115
BATCH 70 training acc=0.718750, cost=0.421137, test acc=0.742128, cost=0.531536, disagree_f1=0.819535, agree_f1=0.548435, average_f1=0.683985
BATCH 71 training acc=0.656250, cost=0.567221, test acc=0.738723, cost=0.524209, disagree_f1=0.812919, agree_f1=0.566996, average_f1=0.689957
BATCH 72 training acc=0.718750, cost=0.523572, test acc=0.736170, cost=0.527500, disagree_f1=0.797914, agree_f1=0.620098, average_f1=0.709006
BATCH 73 training acc=0.750000, cost=0.565508, test acc=0.712340, cost=0.540385, disagree_f1=0.771313, agree_f1=0.612385, average_f1=0.691849
BATCH 74 training acc=0.718750, cost=0.674985, test acc=0.705532, cost=0.546269, disagree_f1=0.762363, agree_f1=0.612975, average_f1=0.687669
BATCH 75 training acc=0.625000, cost=0.710774, test acc=0.708085, cost=0.546890, disagree_f1=0.765229, agree_f1=0.614173, average_f1=0.689701
BATCH 76 training acc=0.781250, cost=0.532441, test acc=0.731064, cost=0.539108, disagree_f1=0.791005, agree_f1=0.622912, average_f1=0.706958
BATCH 77 training acc=0.750000, cost=0.502236, test acc=0.742128, cost=0.529590, disagree_f1=0.811684, agree_f1=0.591093, average_f1=0.701389
