Using GPU: 3...
X_train.shape=(30752, 2, 64), y_train.shape=(30752,);
X_test.shape=(3942, 2, 64), y_test.shape=(3942,)
Creating the data generator ...
PreTrain Embedding hitRate=0.9407318579890258
model.bilstm.embedding.weight
model.bilstm.quote_bilstm.weight_ih_l0
model.bilstm.quote_bilstm.weight_hh_l0
model.bilstm.quote_bilstm.bias_ih_l0
model.bilstm.quote_bilstm.bias_hh_l0
model.bilstm.quote_bilstm.weight_ih_l0_reverse
model.bilstm.quote_bilstm.weight_hh_l0_reverse
model.bilstm.quote_bilstm.bias_ih_l0_reverse
model.bilstm.quote_bilstm.bias_hh_l0_reverse
model.bilstm.quote_bilstm.weight_ih_l1
model.bilstm.quote_bilstm.weight_hh_l1
model.bilstm.quote_bilstm.bias_ih_l1
model.bilstm.quote_bilstm.bias_hh_l1
model.bilstm.quote_bilstm.weight_ih_l1_reverse
model.bilstm.quote_bilstm.weight_hh_l1_reverse
model.bilstm.quote_bilstm.bias_ih_l1_reverse
model.bilstm.quote_bilstm.bias_hh_l1_reverse
model.bilstm.response_bilstm.weight_ih_l0
model.bilstm.response_bilstm.weight_hh_l0
model.bilstm.response_bilstm.bias_ih_l0
model.bilstm.response_bilstm.bias_hh_l0
model.bilstm.response_bilstm.weight_ih_l0_reverse
model.bilstm.response_bilstm.weight_hh_l0_reverse
model.bilstm.response_bilstm.bias_ih_l0_reverse
model.bilstm.response_bilstm.bias_hh_l0_reverse
model.bilstm.response_bilstm.weight_ih_l1
model.bilstm.response_bilstm.weight_hh_l1
model.bilstm.response_bilstm.bias_ih_l1
model.bilstm.response_bilstm.bias_hh_l1
model.bilstm.response_bilstm.weight_ih_l1_reverse
model.bilstm.response_bilstm.weight_hh_l1_reverse
model.bilstm.response_bilstm.bias_ih_l1_reverse
model.bilstm.response_bilstm.bias_hh_l1_reverse
model.q2q_attention_layer.0.weight
model.q2q_attention_layer.0.bias
model.q2q_attention_layer.3.weight
model.q2q_attention_layer.3.bias
model.r2r_attention_layer.0.weight
model.r2r_attention_layer.0.bias
model.r2r_attention_layer.3.weight
model.r2r_attention_layer.3.bias
model.r2q_attention_layer.0.weight
model.r2q_attention_layer.0.bias
model.r2q_attention_layer.3.weight
model.r2q_attention_layer.3.bias
model.q2r_attention_layer.0.weight
model.q2r_attention_layer.0.bias
model.q2r_attention_layer.3.weight
model.q2r_attention_layer.3.bias
out.0.weight
out.0.bias
out.3.weight
out.3.bias
BATCH 1 training acc=0.562500, cost=0.691916, test acc=0.664891, cost=0.624512, disagree_f1=0.798720, agree_f1=0.000000, average_f1=0.399360
BATCH 2 training acc=0.781250, cost=0.561280, test acc=0.664891, cost=0.718243, disagree_f1=0.798720, agree_f1=0.000000, average_f1=0.399360
BATCH 3 training acc=0.687500, cost=0.717279, test acc=0.664891, cost=0.729443, disagree_f1=0.798720, agree_f1=0.000000, average_f1=0.399360
BATCH 4 training acc=0.656250, cost=0.765062, test acc=0.664891, cost=0.668200, disagree_f1=0.798720, agree_f1=0.000000, average_f1=0.399360
BATCH 5 training acc=0.625000, cost=0.694571, test acc=0.664891, cost=0.629224, disagree_f1=0.798720, agree_f1=0.000000, average_f1=0.399360
BATCH 6 training acc=0.593750, cost=0.689056, test acc=0.664891, cost=0.651827, disagree_f1=0.798720, agree_f1=0.000000, average_f1=0.399360
BATCH 7 training acc=0.625000, cost=0.658732, test acc=0.664891, cost=0.670404, disagree_f1=0.798536, agree_f1=0.004521, average_f1=0.401529
BATCH 8 training acc=0.625000, cost=0.683681, test acc=0.665145, cost=0.660635, disagree_f1=0.798719, agree_f1=0.004525, average_f1=0.401622
BATCH 9 training acc=0.656250, cost=0.661883, test acc=0.665145, cost=0.636686, disagree_f1=0.798842, agree_f1=0.001513, average_f1=0.400177
BATCH 10 training acc=0.593750, cost=0.642370, test acc=0.665145, cost=0.616847, disagree_f1=0.798842, agree_f1=0.001513, average_f1=0.400177
BATCH 11 training acc=0.750000, cost=0.569410, test acc=0.665145, cost=0.603603, disagree_f1=0.798842, agree_f1=0.001513, average_f1=0.400177
BATCH 12 training acc=0.718750, cost=0.551107, test acc=0.665145, cost=0.610448, disagree_f1=0.798842, agree_f1=0.001513, average_f1=0.400177
BATCH 13 training acc=0.625000, cost=0.633794, test acc=0.665145, cost=0.628356, disagree_f1=0.798842, agree_f1=0.001513, average_f1=0.400177
BATCH 14 training acc=0.781250, cost=0.557641, test acc=0.664891, cost=0.652592, disagree_f1=0.798720, agree_f1=0.000000, average_f1=0.399360
BATCH 15 training acc=0.656250, cost=0.748926, test acc=0.664891, cost=0.649380, disagree_f1=0.798720, agree_f1=0.000000, average_f1=0.399360
BATCH 16 training acc=0.625000, cost=0.619238, test acc=0.664891, cost=0.627625, disagree_f1=0.798720, agree_f1=0.000000, average_f1=0.399360
BATCH 17 training acc=0.750000, cost=0.583628, test acc=0.664891, cost=0.604668, disagree_f1=0.798720, agree_f1=0.000000, average_f1=0.399360
BATCH 18 training acc=0.750000, cost=0.495467, test acc=0.665652, cost=0.594784, disagree_f1=0.798963, agree_f1=0.007530, average_f1=0.403246
BATCH 19 training acc=0.531250, cost=0.773269, test acc=0.669711, cost=0.589298, disagree_f1=0.798202, agree_f1=0.090782, average_f1=0.444492
BATCH 20 training acc=0.718750, cost=0.515730, test acc=0.691781, cost=0.591002, disagree_f1=0.797060, agree_f1=0.359515, average_f1=0.578288
BATCH 21 training acc=0.750000, cost=0.574094, test acc=0.682648, cost=0.596371, disagree_f1=0.768462, agree_f1=0.495768, average_f1=0.632115
BATCH 22 training acc=0.781250, cost=0.539116, test acc=0.655758, cost=0.602340, disagree_f1=0.727674, agree_f1=0.532230, average_f1=0.629952
BATCH 23 training acc=0.625000, cost=0.593179, test acc=0.649163, cost=0.602006, disagree_f1=0.718273, agree_f1=0.535126, average_f1=0.626699
BATCH 24 training acc=0.656250, cost=0.599299, test acc=0.642821, cost=0.605834, disagree_f1=0.708971, agree_f1=0.537754, average_f1=0.623363
BATCH 25 training acc=0.562500, cost=0.662690, test acc=0.653222, cost=0.599582, disagree_f1=0.724228, agree_f1=0.532969, average_f1=0.628599
BATCH 26 training acc=0.843750, cost=0.421546, test acc=0.673516, cost=0.596859, disagree_f1=0.753778, agree_f1=0.515619, average_f1=0.634699
BATCH 27 training acc=0.593750, cost=0.677013, test acc=0.686707, cost=0.602309, disagree_f1=0.777918, agree_f1=0.468360, average_f1=0.623139
