Using GPU: 3...
X_train.shape=(2383, 2, 64), y_train.shape=(2383,);
X_test.shape=(596, 2, 64), y_test.shape=(596,)
Creating the data generator ...
PreTrain Embedding hitRate=0.9832497860374129
model.bilstm.bilstm.weight_ih_l0
model.bilstm.bilstm.weight_hh_l0
model.bilstm.bilstm.bias_ih_l0
model.bilstm.bilstm.bias_hh_l0
model.bilstm.bilstm.weight_ih_l0_reverse
model.bilstm.bilstm.weight_hh_l0_reverse
model.bilstm.bilstm.bias_ih_l0_reverse
model.bilstm.bilstm.bias_hh_l0_reverse
model.quote_attention_Wy.weight
model.quote_attention_Wh.weight
model.quote_attention_Wa.weight
model.response_attention_Wy.weight
model.response_attention_Wh.weight
model.response_attention_Wa.weight
out.0.weight
out.0.bias
out.3.weight
out.3.bias
BATCH 1 training acc=0.687500, cost=0.686523, test acc=0.627517, cost=0.654076, disagree_f1=0.771134, agree_f1=0.000000, average_f1=0.385567
BATCH 2 training acc=0.625000, cost=0.648482, test acc=0.627517, cost=0.643449, disagree_f1=0.771134, agree_f1=0.000000, average_f1=0.385567
BATCH 3 training acc=0.562500, cost=0.704371, test acc=0.627517, cost=0.640516, disagree_f1=0.771134, agree_f1=0.000000, average_f1=0.385567
BATCH 4 training acc=0.625000, cost=0.657202, test acc=0.627517, cost=0.637503, disagree_f1=0.771134, agree_f1=0.000000, average_f1=0.385567
BATCH 5 training acc=0.531250, cost=0.703289, test acc=0.627517, cost=0.635815, disagree_f1=0.771134, agree_f1=0.000000, average_f1=0.385567
BATCH 6 training acc=0.687500, cost=0.597318, test acc=0.627517, cost=0.633237, disagree_f1=0.771134, agree_f1=0.000000, average_f1=0.385567
BATCH 7 training acc=0.562500, cost=0.678924, test acc=0.627517, cost=0.632342, disagree_f1=0.771134, agree_f1=0.000000, average_f1=0.385567
BATCH 8 training acc=0.562500, cost=0.644780, test acc=0.639262, cost=0.631322, disagree_f1=0.775808, agree_f1=0.077253, average_f1=0.426531
BATCH 9 training acc=0.781250, cost=0.571863, test acc=0.645973, cost=0.625595, disagree_f1=0.779058, agree_f1=0.109705, average_f1=0.444381
BATCH 10 training acc=0.625000, cost=0.660341, test acc=0.652685, cost=0.621147, disagree_f1=0.781415, agree_f1=0.155102, average_f1=0.468259
BATCH 11 training acc=0.562500, cost=0.685341, test acc=0.657718, cost=0.618435, disagree_f1=0.783898, agree_f1=0.177419, average_f1=0.480659
BATCH 12 training acc=0.718750, cost=0.650241, test acc=0.654362, cost=0.616557, disagree_f1=0.782241, agree_f1=0.162602, average_f1=0.472421
BATCH 13 training acc=0.687500, cost=0.606218, test acc=0.656040, cost=0.614017, disagree_f1=0.783527, agree_f1=0.163265, average_f1=0.473396
BATCH 14 training acc=0.562500, cost=0.683659, test acc=0.659396, cost=0.611790, disagree_f1=0.784730, agree_f1=0.184739, average_f1=0.484734
BATCH 15 training acc=0.687500, cost=0.584555, test acc=0.662752, cost=0.608717, disagree_f1=0.785486, agree_f1=0.211765, average_f1=0.498625
BATCH 16 training acc=0.500000, cost=0.677256, test acc=0.661074, cost=0.605725, disagree_f1=0.779476, agree_f1=0.268116, average_f1=0.523796
BATCH 17 training acc=0.625000, cost=0.657843, test acc=0.669463, cost=0.605043, disagree_f1=0.779395, agree_f1=0.341137, average_f1=0.560266
BATCH 18 training acc=0.593750, cost=0.640830, test acc=0.691275, cost=0.607325, disagree_f1=0.781473, agree_f1=0.474286, average_f1=0.627879
BATCH 19 training acc=0.750000, cost=0.540585, test acc=0.694631, cost=0.604464, disagree_f1=0.775309, agree_f1=0.523560, average_f1=0.649434
BATCH 20 training acc=0.718750, cost=0.580688, test acc=0.689597, cost=0.597050, disagree_f1=0.767296, agree_f1=0.534005, average_f1=0.650650
BATCH 21 training acc=0.781250, cost=0.574552, test acc=0.701342, cost=0.581778, disagree_f1=0.782396, agree_f1=0.524064, average_f1=0.653230
BATCH 22 training acc=0.687500, cost=0.585911, test acc=0.689597, cost=0.573607, disagree_f1=0.784131, agree_f1=0.447761, average_f1=0.615946
BATCH 23 training acc=0.562500, cost=0.631641, test acc=0.679530, cost=0.588653, disagree_f1=0.785634, agree_f1=0.365449, average_f1=0.575541
BATCH 24 training acc=0.656250, cost=0.639865, test acc=0.674497, cost=0.603011, disagree_f1=0.783964, agree_f1=0.340136, average_f1=0.562050
BATCH 25 training acc=0.718750, cost=0.602966, test acc=0.672819, cost=0.610451, disagree_f1=0.782123, agree_f1=0.343434, average_f1=0.562779
BATCH 26 training acc=0.687500, cost=0.729095, test acc=0.676174, cost=0.603164, disagree_f1=0.783389, agree_f1=0.358804, average_f1=0.571097
BATCH 27 training acc=0.625000, cost=0.588181, test acc=0.682886, cost=0.594718, disagree_f1=0.780997, agree_f1=0.425532, average_f1=0.603264
BATCH 28 training acc=0.750000, cost=0.579039, test acc=0.701342, cost=0.587112, disagree_f1=0.789100, agree_f1=0.488506, average_f1=0.638803
BATCH 29 training acc=0.656250, cost=0.663892, test acc=0.706376, cost=0.582408, disagree_f1=0.783147, agree_f1=0.545455, average_f1=0.664301
BATCH 30 training acc=0.687500, cost=0.647204, test acc=0.691275, cost=0.586521, disagree_f1=0.756614, agree_f1=0.577982, average_f1=0.667298
BATCH 31 training acc=0.812500, cost=0.533716, test acc=0.672819, cost=0.592163, disagree_f1=0.731774, agree_f1=0.580645, average_f1=0.656210
BATCH 32 training acc=0.781250, cost=0.525987, test acc=0.672819, cost=0.593910, disagree_f1=0.728790, agree_f1=0.587738, average_f1=0.658264
BATCH 33 training acc=0.781250, cost=0.530260, test acc=0.672819, cost=0.593476, disagree_f1=0.728033, agree_f1=0.589474, average_f1=0.658754
BATCH 34 training acc=0.718750, cost=0.577277, test acc=0.676174, cost=0.591591, disagree_f1=0.731572, agree_f1=0.591966, average_f1=0.661769
BATCH 35 training acc=0.781250, cost=0.522916, test acc=0.691275, cost=0.585884, disagree_f1=0.749319, agree_f1=0.598253, average_f1=0.673786
BATCH 36 training acc=0.593750, cost=0.705728, test acc=0.703020, cost=0.580460, disagree_f1=0.767411, agree_f1=0.589327, average_f1=0.678369
BATCH 37 training acc=0.687500, cost=0.536205, test acc=0.708054, cost=0.573664, disagree_f1=0.779188, agree_f1=0.569307, average_f1=0.674247
BATCH 38 training acc=0.750000, cost=0.613481, test acc=0.706376, cost=0.569321, disagree_f1=0.782067, agree_f1=0.550129, average_f1=0.666098
BATCH 39 training acc=0.718750, cost=0.550887, test acc=0.706376, cost=0.566671, disagree_f1=0.787879, agree_f1=0.523161, average_f1=0.655520
BATCH 40 training acc=0.656250, cost=0.580669, test acc=0.706376, cost=0.565769, disagree_f1=0.789916, agree_f1=0.512535, average_f1=0.651225
BATCH 41 training acc=0.718750, cost=0.645905, test acc=0.709732, cost=0.565653, disagree_f1=0.796710, agree_f1=0.492669, average_f1=0.644689
BATCH 42 training acc=0.718750, cost=0.556472, test acc=0.708054, cost=0.565813, disagree_f1=0.797203, agree_f1=0.479042, average_f1=0.638122
BATCH 43 training acc=0.656250, cost=0.613943, test acc=0.701342, cost=0.565289, disagree_f1=0.793023, agree_f1=0.463855, average_f1=0.628439
BATCH 44 training acc=0.718750, cost=0.549728, test acc=0.708054, cost=0.562885, disagree_f1=0.795294, agree_f1=0.491228, average_f1=0.643261
BATCH 45 training acc=0.718750, cost=0.499985, test acc=0.703020, cost=0.562223, disagree_f1=0.792497, agree_f1=0.477876, average_f1=0.635187
BATCH 46 training acc=0.656250, cost=0.577953, test acc=0.703020, cost=0.560788, disagree_f1=0.790533, agree_f1=0.489914, average_f1=0.640223
BATCH 47 training acc=0.718750, cost=0.474351, test acc=0.706376, cost=0.562131, disagree_f1=0.792408, agree_f1=0.498567, average_f1=0.645488
BATCH 48 training acc=0.593750, cost=0.729943, test acc=0.709732, cost=0.561449, disagree_f1=0.792317, agree_f1=0.518106, average_f1=0.655211
BATCH 49 training acc=0.625000, cost=0.583053, test acc=0.719799, cost=0.561014, disagree_f1=0.795092, agree_f1=0.557029, average_f1=0.676061
BATCH 50 training acc=0.656250, cost=0.569719, test acc=0.718121, cost=0.563964, disagree_f1=0.786260, agree_f1=0.586207, average_f1=0.686233
BATCH 51 training acc=0.718750, cost=0.524818, test acc=0.724832, cost=0.569839, disagree_f1=0.781915, agree_f1=0.627273, average_f1=0.704594
BATCH 52 training acc=0.718750, cost=0.571628, test acc=0.721477, cost=0.576998, disagree_f1=0.767507, agree_f1=0.652720, average_f1=0.710113
BATCH 53 training acc=0.718750, cost=0.558762, test acc=0.711409, cost=0.581900, disagree_f1=0.750000, agree_f1=0.658730, average_f1=0.704365
BATCH 54 training acc=0.593750, cost=0.677390, test acc=0.684564, cost=0.585600, disagree_f1=0.716012, agree_f1=0.645283, average_f1=0.680648
BATCH 55 training acc=0.625000, cost=0.627926, test acc=0.681208, cost=0.585931, disagree_f1=0.711246, agree_f1=0.644195, average_f1=0.677720
BATCH 56 training acc=0.656250, cost=0.618662, test acc=0.674497, cost=0.588721, disagree_f1=0.700617, agree_f1=0.643382, average_f1=0.672000
BATCH 57 training acc=0.625000, cost=0.693887, test acc=0.647651, cost=0.600198, disagree_f1=0.663462, agree_f1=0.630282, average_f1=0.646872
BATCH 58 training acc=0.812500, cost=0.522818, test acc=0.649329, cost=0.604803, disagree_f1=0.665600, agree_f1=0.631393, average_f1=0.648497
BATCH 59 training acc=0.531250, cost=0.714173, test acc=0.674497, cost=0.599051, disagree_f1=0.700617, agree_f1=0.643382, average_f1=0.672000
BATCH 60 training acc=0.687500, cost=0.612978, test acc=0.703020, cost=0.589739, disagree_f1=0.740088, agree_f1=0.653620, average_f1=0.696854
BATCH 61 training acc=0.656250, cost=0.591564, test acc=0.726510, cost=0.578303, disagree_f1=0.772664, agree_f1=0.656842, average_f1=0.714753
BATCH 62 training acc=0.750000, cost=0.595111, test acc=0.728188, cost=0.567866, disagree_f1=0.787402, agree_f1=0.623256, average_f1=0.705329
BATCH 63 training acc=0.625000, cost=0.635426, test acc=0.719799, cost=0.561599, disagree_f1=0.793572, agree_f1=0.563969, average_f1=0.678770
BATCH 64 training acc=0.656250, cost=0.628645, test acc=0.723154, cost=0.560902, disagree_f1=0.804270, agree_f1=0.527221, average_f1=0.665746
BATCH 65 training acc=0.718750, cost=0.570901, test acc=0.706376, cost=0.563336, disagree_f1=0.797688, agree_f1=0.464832, average_f1=0.631260
BATCH 66 training acc=0.531250, cost=0.670922, test acc=0.696309, cost=0.565997, disagree_f1=0.793615, agree_f1=0.425397, average_f1=0.609506
BATCH 67 training acc=0.781250, cost=0.567560, test acc=0.691275, cost=0.569039, disagree_f1=0.792325, agree_f1=0.398693, average_f1=0.595509
BATCH 68 training acc=0.656250, cost=0.529525, test acc=0.687919, cost=0.571912, disagree_f1=0.791011, agree_f1=0.384106, average_f1=0.587559
BATCH 69 training acc=0.687500, cost=0.580554, test acc=0.692953, cost=0.572696, disagree_f1=0.793687, agree_f1=0.400000, average_f1=0.596843
BATCH 70 training acc=0.812500, cost=0.414919, test acc=0.691275, cost=0.574512, disagree_f1=0.792325, agree_f1=0.398693, average_f1=0.595509
BATCH 71 training acc=0.687500, cost=0.486991, test acc=0.696309, cost=0.575828, disagree_f1=0.794552, agree_f1=0.418006, average_f1=0.606279
BATCH 72 training acc=0.750000, cost=0.483475, test acc=0.691275, cost=0.577691, disagree_f1=0.789954, agree_f1=0.417722, average_f1=0.603838
BATCH 73 training acc=0.562500, cost=0.714788, test acc=0.699664, cost=0.575919, disagree_f1=0.794489, agree_f1=0.442368, average_f1=0.618428
BATCH 74 training acc=0.656250, cost=0.540951, test acc=0.701342, cost=0.574206, disagree_f1=0.791080, agree_f1=0.476471, average_f1=0.633775
BATCH 75 training acc=0.687500, cost=0.591870, test acc=0.713087, cost=0.572301, disagree_f1=0.795699, agree_f1=0.518310, average_f1=0.657004
BATCH 76 training acc=0.718750, cost=0.492196, test acc=0.718121, cost=0.572634, disagree_f1=0.795122, agree_f1=0.548387, average_f1=0.671755
BATCH 77 training acc=0.718750, cost=0.603506, test acc=0.721477, cost=0.572276, disagree_f1=0.794045, agree_f1=0.569948, average_f1=0.681996
BATCH 78 training acc=0.718750, cost=0.619097, test acc=0.729866, cost=0.571740, disagree_f1=0.796460, agree_f1=0.598504, average_f1=0.697482
BATCH 79 training acc=0.718750, cost=0.552681, test acc=0.734899, cost=0.570695, disagree_f1=0.798469, agree_f1=0.612745, average_f1=0.705607
BATCH 80 training acc=0.718750, cost=0.579463, test acc=0.744966, cost=0.569337, disagree_f1=0.803618, agree_f1=0.636364, average_f1=0.719991
BATCH 81 training acc=0.843750, cost=0.508144, test acc=0.743289, cost=0.567117, disagree_f1=0.801556, agree_f1=0.636580, average_f1=0.719068
BATCH 82 training acc=0.687500, cost=0.504281, test acc=0.739933, cost=0.564934, disagree_f1=0.799483, agree_f1=0.630072, average_f1=0.714777
BATCH 83 training acc=0.593750, cost=0.679122, test acc=0.734899, cost=0.562290, disagree_f1=0.796392, agree_f1=0.620192, average_f1=0.708292
BATCH 84 training acc=0.687500, cost=0.578609, test acc=0.736577, cost=0.560007, disagree_f1=0.798460, agree_f1=0.619855, average_f1=0.709157
BATCH 85 training acc=0.781250, cost=0.535125, test acc=0.738255, cost=0.558005, disagree_f1=0.800512, agree_f1=0.619512, average_f1=0.710012
BATCH 86 training acc=0.750000, cost=0.570942, test acc=0.738255, cost=0.556605, disagree_f1=0.800000, agree_f1=0.621359, average_f1=0.710680
BATCH 87 training acc=0.656250, cost=0.579525, test acc=0.736577, cost=0.556042, disagree_f1=0.798976, agree_f1=0.618005, average_f1=0.708490
BATCH 88 training acc=0.656250, cost=0.582494, test acc=0.739933, cost=0.556358, disagree_f1=0.800000, agree_f1=0.628297, average_f1=0.714149
BATCH 89 training acc=0.781250, cost=0.559883, test acc=0.743289, cost=0.555632, disagree_f1=0.802070, agree_f1=0.634845, average_f1=0.718457
BATCH 90 training acc=0.625000, cost=0.645973, test acc=0.743289, cost=0.555599, disagree_f1=0.800522, agree_f1=0.640000, average_f1=0.720261
BATCH 91 training acc=0.468750, cost=0.794797, test acc=0.738255, cost=0.559222, disagree_f1=0.794737, agree_f1=0.638889, average_f1=0.716813
BATCH 92 training acc=0.718750, cost=0.578891, test acc=0.736577, cost=0.561083, disagree_f1=0.792602, agree_f1=0.639080, average_f1=0.715841
BATCH 93 training acc=0.531250, cost=0.614025, test acc=0.734899, cost=0.564000, disagree_f1=0.788204, agree_f1=0.645740, average_f1=0.716972
BATCH 94 training acc=0.656250, cost=0.654068, test acc=0.726510, cost=0.568426, disagree_f1=0.776406, agree_f1=0.647948, average_f1=0.712177
BATCH 95 training acc=0.562500, cost=0.640724, test acc=0.733221, cost=0.567376, disagree_f1=0.783083, agree_f1=0.653595, average_f1=0.718339
BATCH 96 training acc=0.750000, cost=0.538261, test acc=0.733221, cost=0.561235, disagree_f1=0.787717, agree_f1=0.641084, average_f1=0.714400
BATCH 97 training acc=0.718750, cost=0.550965, test acc=0.739933, cost=0.553129, disagree_f1=0.798440, agree_f1=0.633570, average_f1=0.716005
BATCH 98 training acc=0.625000, cost=0.611708, test acc=0.738255, cost=0.548870, disagree_f1=0.799486, agree_f1=0.623188, average_f1=0.711337
BATCH 99 training acc=0.687500, cost=0.525814, test acc=0.733221, cost=0.545472, disagree_f1=0.798479, agree_f1=0.605459, average_f1=0.701969
BATCH 100 training acc=0.812500, cost=0.488405, test acc=0.739933, cost=0.543785, disagree_f1=0.808405, agree_f1=0.595300, average_f1=0.701853
BATCH 101 training acc=0.656250, cost=0.630200, test acc=0.726510, cost=0.546280, disagree_f1=0.803378, agree_f1=0.550964, average_f1=0.677171
BATCH 102 training acc=0.812500, cost=0.481403, test acc=0.723154, cost=0.554261, disagree_f1=0.803805, agree_f1=0.529915, average_f1=0.666860
BATCH 103 training acc=0.812500, cost=0.628894, test acc=0.703020, cost=0.566934, disagree_f1=0.794425, agree_f1=0.465257, average_f1=0.629841
BATCH 104 training acc=0.781250, cost=0.482410, test acc=0.701342, cost=0.572079, disagree_f1=0.794931, agree_f1=0.450617, average_f1=0.622774
BATCH 105 training acc=0.750000, cost=0.539010, test acc=0.706376, cost=0.566264, disagree_f1=0.797219, agree_f1=0.468085, average_f1=0.632652
BATCH 106 training acc=0.718750, cost=0.614203, test acc=0.718121, cost=0.553529, disagree_f1=0.801887, agree_f1=0.511628, average_f1=0.656757
BATCH 107 training acc=0.687500, cost=0.738844, test acc=0.736577, cost=0.543119, disagree_f1=0.809697, agree_f1=0.572207, average_f1=0.690952
BATCH 108 training acc=0.750000, cost=0.529605, test acc=0.743289, cost=0.541569, disagree_f1=0.808511, agree_f1=0.610687, average_f1=0.709599
BATCH 109 training acc=0.718750, cost=0.596181, test acc=0.726510, cost=0.549877, disagree_f1=0.785808, agree_f1=0.621810, average_f1=0.703809
BATCH 110 training acc=0.843750, cost=0.514452, test acc=0.708054, cost=0.566681, disagree_f1=0.752841, agree_f1=0.643443, average_f1=0.698142
BATCH 111 training acc=0.656250, cost=0.610197, test acc=0.711409, cost=0.579495, disagree_f1=0.747801, agree_f1=0.662745, average_f1=0.705273
BATCH 112 training acc=0.687500, cost=0.585645, test acc=0.708054, cost=0.581135, disagree_f1=0.743363, agree_f1=0.661479, average_f1=0.702421
BATCH 113 training acc=0.656250, cost=0.630375, test acc=0.711409, cost=0.572647, disagree_f1=0.749271, agree_f1=0.660079, average_f1=0.704675
BATCH 114 training acc=0.718750, cost=0.553034, test acc=0.716443, cost=0.560329, disagree_f1=0.762973, agree_f1=0.647182, average_f1=0.705077
BATCH 115 training acc=0.781250, cost=0.520116, test acc=0.721477, cost=0.550074, disagree_f1=0.778075, agree_f1=0.626126, average_f1=0.702100
BATCH 116 training acc=0.812500, cost=0.508909, test acc=0.738255, cost=0.540730, disagree_f1=0.800000, agree_f1=0.621359, average_f1=0.710680
BATCH 117 training acc=0.812500, cost=0.424752, test acc=0.738255, cost=0.540481, disagree_f1=0.807407, agree_f1=0.591623, average_f1=0.699515
BATCH 118 training acc=0.812500, cost=0.500817, test acc=0.729866, cost=0.555833, disagree_f1=0.806723, agree_f1=0.551532, average_f1=0.679127
BATCH 119 training acc=0.687500, cost=0.556938, test acc=0.731544, cost=0.572524, disagree_f1=0.811321, agree_f1=0.534884, average_f1=0.673102
BATCH 120 training acc=0.687500, cost=0.607836, test acc=0.728188, cost=0.581038, disagree_f1=0.810748, agree_f1=0.517857, average_f1=0.664302
BATCH 121 training acc=0.687500, cost=0.595710, test acc=0.736577, cost=0.576676, disagree_f1=0.814201, agree_f1=0.547550, average_f1=0.680876
BATCH 122 training acc=0.656250, cost=0.713112, test acc=0.738255, cost=0.564502, disagree_f1=0.813397, agree_f1=0.561798, average_f1=0.687597
