Using GPU: 0...
X_train.shape=(2383, 2, 64), y_train.shape=(2383,);
X_test.shape=(596, 2, 64), y_test.shape=(596,)
Creating the data generator ...
PreTrain Embedding hitRate=0.9832497860374129
model.bilstm.embedding.weight
model.bilstm.quote_bilstm.weight_ih_l0
model.bilstm.quote_bilstm.weight_hh_l0
model.bilstm.quote_bilstm.bias_ih_l0
model.bilstm.quote_bilstm.bias_hh_l0
model.bilstm.quote_bilstm.weight_ih_l0_reverse
model.bilstm.quote_bilstm.weight_hh_l0_reverse
model.bilstm.quote_bilstm.bias_ih_l0_reverse
model.bilstm.quote_bilstm.bias_hh_l0_reverse
model.bilstm.quote_bilstm.weight_ih_l1
model.bilstm.quote_bilstm.weight_hh_l1
model.bilstm.quote_bilstm.bias_ih_l1
model.bilstm.quote_bilstm.bias_hh_l1
model.bilstm.quote_bilstm.weight_ih_l1_reverse
model.bilstm.quote_bilstm.weight_hh_l1_reverse
model.bilstm.quote_bilstm.bias_ih_l1_reverse
model.bilstm.quote_bilstm.bias_hh_l1_reverse
model.bilstm.response_bilstm.weight_ih_l0
model.bilstm.response_bilstm.weight_hh_l0
model.bilstm.response_bilstm.bias_ih_l0
model.bilstm.response_bilstm.bias_hh_l0
model.bilstm.response_bilstm.weight_ih_l0_reverse
model.bilstm.response_bilstm.weight_hh_l0_reverse
model.bilstm.response_bilstm.bias_ih_l0_reverse
model.bilstm.response_bilstm.bias_hh_l0_reverse
model.bilstm.response_bilstm.weight_ih_l1
model.bilstm.response_bilstm.weight_hh_l1
model.bilstm.response_bilstm.bias_ih_l1
model.bilstm.response_bilstm.bias_hh_l1
model.bilstm.response_bilstm.weight_ih_l1_reverse
model.bilstm.response_bilstm.weight_hh_l1_reverse
model.bilstm.response_bilstm.bias_ih_l1_reverse
model.bilstm.response_bilstm.bias_hh_l1_reverse
out.0.weight
out.0.bias
out.3.weight
out.3.bias
BATCH 1 training acc=0.437500, cost=0.835023, test acc=0.627517, cost=2.332142, disagree_f1=0.771134, agree_f1=0.000000, average_f1=0.385567
BATCH 2 training acc=0.531250, cost=2.779509, test acc=0.627517, cost=1.702841, disagree_f1=0.771134, agree_f1=0.000000, average_f1=0.385567
BATCH 3 training acc=0.625000, cost=1.724611, test acc=0.627517, cost=1.039140, disagree_f1=0.771134, agree_f1=0.000000, average_f1=0.385567
BATCH 4 training acc=0.781250, cost=0.669439, test acc=0.627517, cost=0.715942, disagree_f1=0.771134, agree_f1=0.000000, average_f1=0.385567
BATCH 5 training acc=0.656250, cost=0.703245, test acc=0.627517, cost=0.658261, disagree_f1=0.771134, agree_f1=0.000000, average_f1=0.385567
BATCH 6 training acc=0.562500, cost=0.676993, test acc=0.605705, cost=0.679470, disagree_f1=0.685408, agree_f1=0.471910, average_f1=0.578659
BATCH 7 training acc=0.562500, cost=0.771864, test acc=0.510067, cost=0.690118, disagree_f1=0.453184, agree_f1=0.556231, average_f1=0.504707
BATCH 8 training acc=0.406250, cost=0.809717, test acc=0.666107, cost=0.663997, disagree_f1=0.750314, agree_f1=0.496203, average_f1=0.623258
BATCH 9 training acc=0.562500, cost=0.666027, test acc=0.664430, cost=0.642109, disagree_f1=0.784946, agree_f1=0.236641, average_f1=0.510794
BATCH 10 training acc=0.562500, cost=0.633840, test acc=0.661074, cost=0.639168, disagree_f1=0.785563, agree_f1=0.192000, average_f1=0.488781
BATCH 11 training acc=0.375000, cost=0.879972, test acc=0.662752, cost=0.640701, disagree_f1=0.786850, agree_f1=0.192771, average_f1=0.489811
BATCH 12 training acc=0.375000, cost=0.774406, test acc=0.669463, cost=0.638343, disagree_f1=0.779888, agree_f1=0.336700, average_f1=0.558294
BATCH 13 training acc=0.625000, cost=0.654802, test acc=0.672819, cost=0.634692, disagree_f1=0.782609, agree_f1=0.338983, average_f1=0.560796
BATCH 14 training acc=0.781250, cost=0.592952, test acc=0.674497, cost=0.633988, disagree_f1=0.790497, agree_f1=0.270677, average_f1=0.530587
BATCH 15 training acc=0.718750, cost=0.660009, test acc=0.627517, cost=0.636058, disagree_f1=0.771134, agree_f1=0.000000, average_f1=0.385567
BATCH 16 training acc=0.500000, cost=0.768359, test acc=0.627517, cost=0.639954, disagree_f1=0.771134, agree_f1=0.000000, average_f1=0.385567
BATCH 17 training acc=0.562500, cost=0.661619, test acc=0.627517, cost=0.639028, disagree_f1=0.771134, agree_f1=0.000000, average_f1=0.385567
BATCH 18 training acc=0.437500, cost=0.784936, test acc=0.629195, cost=0.630592, disagree_f1=0.771458, agree_f1=0.017778, average_f1=0.394618
BATCH 19 training acc=0.625000, cost=0.639416, test acc=0.639262, cost=0.629590, disagree_f1=0.774869, agree_f1=0.092827, average_f1=0.433848
BATCH 20 training acc=0.468750, cost=0.849815, test acc=0.661074, cost=0.629998, disagree_f1=0.784188, agree_f1=0.210938, average_f1=0.497563
BATCH 21 training acc=0.625000, cost=0.703573, test acc=0.669463, cost=0.629493, disagree_f1=0.783278, agree_f1=0.303887, average_f1=0.543583
BATCH 22 training acc=0.531250, cost=0.708999, test acc=0.669463, cost=0.629032, disagree_f1=0.778900, agree_f1=0.345515, average_f1=0.562208
BATCH 23 training acc=0.625000, cost=0.687983, test acc=0.672819, cost=0.630693, disagree_f1=0.774566, agree_f1=0.403670, average_f1=0.589118
BATCH 24 training acc=0.437500, cost=0.894933, test acc=0.661074, cost=0.633578, disagree_f1=0.760095, agree_f1=0.422857, average_f1=0.591476
BATCH 25 training acc=0.625000, cost=0.687236, test acc=0.661074, cost=0.646652, disagree_f1=0.750000, agree_f1=0.473958, average_f1=0.611979
BATCH 26 training acc=0.687500, cost=0.586137, test acc=0.647651, cost=0.657818, disagree_f1=0.733503, agree_f1=0.480198, average_f1=0.606850
BATCH 27 training acc=0.750000, cost=0.625302, test acc=0.644295, cost=0.664995, disagree_f1=0.725389, agree_f1=0.495238, average_f1=0.610313
BATCH 28 training acc=0.593750, cost=0.760094, test acc=0.649329, cost=0.662498, disagree_f1=0.733078, agree_f1=0.488998, average_f1=0.611038
BATCH 29 training acc=0.562500, cost=0.789671, test acc=0.664430, cost=0.646381, disagree_f1=0.758454, agree_f1=0.450549, average_f1=0.604502
BATCH 30 training acc=0.500000, cost=0.676819, test acc=0.666107, cost=0.634200, disagree_f1=0.771527, agree_f1=0.380062, average_f1=0.575795
BATCH 31 training acc=0.593750, cost=0.696673, test acc=0.662752, cost=0.629751, disagree_f1=0.777409, agree_f1=0.304498, average_f1=0.540953
BATCH 32 training acc=0.562500, cost=0.659196, test acc=0.649329, cost=0.636438, disagree_f1=0.775027, agree_f1=0.205323, average_f1=0.490175
BATCH 33 training acc=0.687500, cost=0.551663, test acc=0.637584, cost=0.647440, disagree_f1=0.775000, agree_f1=0.068966, average_f1=0.421983
BATCH 34 training acc=0.593750, cost=0.681850, test acc=0.627517, cost=0.660567, disagree_f1=0.771134, agree_f1=0.000000, average_f1=0.385567
BATCH 35 training acc=0.812500, cost=0.492308, test acc=0.627517, cost=0.673966, disagree_f1=0.771134, agree_f1=0.000000, average_f1=0.385567
BATCH 36 training acc=0.593750, cost=0.750433, test acc=0.627517, cost=0.675651, disagree_f1=0.771134, agree_f1=0.000000, average_f1=0.385567
BATCH 37 training acc=0.468750, cost=0.980403, test acc=0.627517, cost=0.667037, disagree_f1=0.771134, agree_f1=0.000000, average_f1=0.385567
BATCH 38 training acc=0.562500, cost=0.661906, test acc=0.627517, cost=0.650535, disagree_f1=0.771134, agree_f1=0.000000, average_f1=0.385567
BATCH 39 training acc=0.687500, cost=0.658234, test acc=0.657718, cost=0.634852, disagree_f1=0.784810, agree_f1=0.163934, average_f1=0.474372
BATCH 40 training acc=0.656250, cost=0.714140, test acc=0.669463, cost=0.627409, disagree_f1=0.787487, agree_f1=0.256604, average_f1=0.522045
BATCH 41 training acc=0.656250, cost=0.608578, test acc=0.682886, cost=0.620099, disagree_f1=0.788354, agree_f1=0.367893, average_f1=0.578123
BATCH 42 training acc=0.593750, cost=0.631045, test acc=0.676174, cost=0.616913, disagree_f1=0.780931, agree_f1=0.379421, average_f1=0.580176
BATCH 43 training acc=0.562500, cost=0.679204, test acc=0.679530, cost=0.614331, disagree_f1=0.775029, agree_f1=0.443149, average_f1=0.609089
BATCH 44 training acc=0.625000, cost=0.551279, test acc=0.679530, cost=0.614384, disagree_f1=0.770156, agree_f1=0.470914, average_f1=0.620535
BATCH 45 training acc=0.593750, cost=0.681236, test acc=0.687919, cost=0.616006, disagree_f1=0.784722, agree_f1=0.432927, average_f1=0.608825
BATCH 46 training acc=0.468750, cost=0.821308, test acc=0.672819, cost=0.617044, disagree_f1=0.782609, agree_f1=0.338983, average_f1=0.560796
BATCH 47 training acc=0.656250, cost=0.641048, test acc=0.679530, cost=0.622510, disagree_f1=0.790800, agree_f1=0.315412, average_f1=0.553106
BATCH 48 training acc=0.625000, cost=0.737448, test acc=0.682886, cost=0.623496, disagree_f1=0.794788, agree_f1=0.302583, average_f1=0.548686
BATCH 49 training acc=0.718750, cost=0.696616, test acc=0.669463, cost=0.622096, disagree_f1=0.787944, agree_f1=0.250951, average_f1=0.519447
BATCH 50 training acc=0.593750, cost=0.696016, test acc=0.669463, cost=0.621155, disagree_f1=0.787944, agree_f1=0.250951, average_f1=0.519447
BATCH 51 training acc=0.468750, cost=0.762750, test acc=0.656040, cost=0.621086, disagree_f1=0.783069, agree_f1=0.170040, average_f1=0.476555
BATCH 52 training acc=0.656250, cost=0.666992, test acc=0.647651, cost=0.626484, disagree_f1=0.778947, agree_f1=0.132231, average_f1=0.455589
BATCH 53 training acc=0.687500, cost=0.762441, test acc=0.649329, cost=0.627486, disagree_f1=0.779768, agree_f1=0.139918, average_f1=0.459843
BATCH 54 training acc=0.562500, cost=0.743150, test acc=0.667785, cost=0.623027, disagree_f1=0.787554, agree_f1=0.238462, average_f1=0.513008
BATCH 55 training acc=0.593750, cost=0.683480, test acc=0.674497, cost=0.618134, disagree_f1=0.786813, agree_f1=0.312057, average_f1=0.549435
BATCH 56 training acc=0.593750, cost=0.723473, test acc=0.687919, cost=0.615763, disagree_f1=0.793333, agree_f1=0.363014, average_f1=0.578174
BATCH 57 training acc=0.656250, cost=0.640805, test acc=0.684564, cost=0.613534, disagree_f1=0.785388, agree_f1=0.405063, average_f1=0.595226
BATCH 58 training acc=0.718750, cost=0.569113, test acc=0.686242, cost=0.611855, disagree_f1=0.785304, agree_f1=0.417445, average_f1=0.601375
BATCH 59 training acc=0.593750, cost=0.852564, test acc=0.687919, cost=0.611859, disagree_f1=0.781690, agree_f1=0.452941, average_f1=0.617316
BATCH 60 training acc=0.593750, cost=0.733890, test acc=0.684564, cost=0.611206, disagree_f1=0.782407, agree_f1=0.426829, average_f1=0.604618
BATCH 61 training acc=0.781250, cost=0.617762, test acc=0.689597, cost=0.612752, disagree_f1=0.785134, agree_f1=0.441088, average_f1=0.613111
BATCH 62 training acc=0.750000, cost=0.549260, test acc=0.687919, cost=0.613834, disagree_f1=0.785714, agree_f1=0.425926, average_f1=0.605820
BATCH 63 training acc=0.656250, cost=0.640352, test acc=0.689597, cost=0.613549, disagree_f1=0.785134, agree_f1=0.441088, average_f1=0.613111
BATCH 64 training acc=0.500000, cost=0.745800, test acc=0.689597, cost=0.612179, disagree_f1=0.784633, agree_f1=0.444444, average_f1=0.614539
BATCH 65 training acc=0.687500, cost=0.617011, test acc=0.682886, cost=0.609798, disagree_f1=0.782509, agree_f1=0.414861, average_f1=0.598685
BATCH 66 training acc=0.531250, cost=0.753713, test acc=0.692953, cost=0.605957, disagree_f1=0.787456, agree_f1=0.447130, average_f1=0.617293
BATCH 67 training acc=0.625000, cost=0.638573, test acc=0.694631, cost=0.603007, disagree_f1=0.788863, agree_f1=0.448485, average_f1=0.618674
BATCH 68 training acc=0.593750, cost=0.653301, test acc=0.694631, cost=0.602177, disagree_f1=0.782297, agree_f1=0.488764, average_f1=0.635530
BATCH 69 training acc=0.656250, cost=0.642486, test acc=0.691275, cost=0.601411, disagree_f1=0.778313, agree_f1=0.491713, average_f1=0.635013
BATCH 70 training acc=0.656250, cost=0.660456, test acc=0.687919, cost=0.599529, disagree_f1=0.775904, agree_f1=0.486188, average_f1=0.631046
BATCH 71 training acc=0.593750, cost=0.658714, test acc=0.694631, cost=0.594969, disagree_f1=0.782816, agree_f1=0.485876, average_f1=0.634346
BATCH 72 training acc=0.531250, cost=0.696878, test acc=0.689597, cost=0.593611, disagree_f1=0.777911, agree_f1=0.484680, average_f1=0.631295
BATCH 73 training acc=0.593750, cost=0.709739, test acc=0.692953, cost=0.593711, disagree_f1=0.782402, agree_f1=0.478632, average_f1=0.630517
