Using GPU: 1...
X_train.shape=(30752, 2, 64), y_train.shape=(30752,);
X_test.shape=(3942, 2, 64), y_test.shape=(3942,)
Creating the data generator ...
PreTrain Embedding hitRate=0.9407318579890258
model.bilstm.embedding.weight
model.bilstm.quote_bilstm.weight_ih_l0
model.bilstm.quote_bilstm.weight_hh_l0
model.bilstm.quote_bilstm.bias_ih_l0
model.bilstm.quote_bilstm.bias_hh_l0
model.bilstm.quote_bilstm.weight_ih_l0_reverse
model.bilstm.quote_bilstm.weight_hh_l0_reverse
model.bilstm.quote_bilstm.bias_ih_l0_reverse
model.bilstm.quote_bilstm.bias_hh_l0_reverse
model.bilstm.quote_bilstm.weight_ih_l1
model.bilstm.quote_bilstm.weight_hh_l1
model.bilstm.quote_bilstm.bias_ih_l1
model.bilstm.quote_bilstm.bias_hh_l1
model.bilstm.quote_bilstm.weight_ih_l1_reverse
model.bilstm.quote_bilstm.weight_hh_l1_reverse
model.bilstm.quote_bilstm.bias_ih_l1_reverse
model.bilstm.quote_bilstm.bias_hh_l1_reverse
model.bilstm.response_bilstm.weight_ih_l0
model.bilstm.response_bilstm.weight_hh_l0
model.bilstm.response_bilstm.bias_ih_l0
model.bilstm.response_bilstm.bias_hh_l0
model.bilstm.response_bilstm.weight_ih_l0_reverse
model.bilstm.response_bilstm.weight_hh_l0_reverse
model.bilstm.response_bilstm.bias_ih_l0_reverse
model.bilstm.response_bilstm.bias_hh_l0_reverse
model.bilstm.response_bilstm.weight_ih_l1
model.bilstm.response_bilstm.weight_hh_l1
model.bilstm.response_bilstm.bias_ih_l1
model.bilstm.response_bilstm.bias_hh_l1
model.bilstm.response_bilstm.weight_ih_l1_reverse
model.bilstm.response_bilstm.weight_hh_l1_reverse
model.bilstm.response_bilstm.bias_ih_l1_reverse
model.bilstm.response_bilstm.bias_hh_l1_reverse
model.q2q_attention_layer.0.weight
model.q2q_attention_layer.0.bias
model.q2q_attention_layer.3.weight
model.q2q_attention_layer.3.bias
model.r2r_attention_layer.0.weight
model.r2r_attention_layer.0.bias
model.r2r_attention_layer.3.weight
model.r2r_attention_layer.3.bias
model.cross_dot_v1_r2q_attention_layer.0.weight
model.cross_dot_v1_r2q_attention_layer.0.bias
model.cross_dot_v1_q2r_attention_layer.0.weight
model.cross_dot_v1_q2r_attention_layer.0.bias
out.0.weight
out.0.bias
out.3.weight
out.3.bias
BATCH 1 training acc=0.562500, cost=0.685447, test acc=0.664891, cost=0.631374, disagree_f1=0.798720, agree_f1=0.000000, average_f1=0.399360
BATCH 2 training acc=0.500000, cost=0.704716, test acc=0.664891, cost=0.625553, disagree_f1=0.798720, agree_f1=0.000000, average_f1=0.399360
BATCH 3 training acc=0.593750, cost=0.664151, test acc=0.665398, cost=0.623840, disagree_f1=0.798841, agree_f1=0.006029, average_f1=0.402435
BATCH 4 training acc=0.687500, cost=0.616343, test acc=0.664637, cost=0.609567, disagree_f1=0.797053, agree_f1=0.035036, average_f1=0.416044
BATCH 5 training acc=0.750000, cost=0.610098, test acc=0.665906, cost=0.602925, disagree_f1=0.799146, agree_f1=0.007536, average_f1=0.403341
BATCH 6 training acc=0.468750, cost=0.717029, test acc=0.663876, cost=0.600553, disagree_f1=0.796436, agree_f1=0.036364, average_f1=0.416400
BATCH 7 training acc=0.750000, cost=0.589544, test acc=0.663876, cost=0.600037, disagree_f1=0.794923, agree_f1=0.068869, average_f1=0.431896
BATCH 8 training acc=0.656250, cost=0.575072, test acc=0.668950, cost=0.597229, disagree_f1=0.794391, agree_f1=0.150943, average_f1=0.472667
BATCH 9 training acc=0.687500, cost=0.588986, test acc=0.667681, cost=0.596833, disagree_f1=0.793896, agree_f1=0.142670, average_f1=0.468283
BATCH 10 training acc=0.718750, cost=0.540213, test acc=0.673516, cost=0.595978, disagree_f1=0.795031, agree_f1=0.198131, average_f1=0.496581
BATCH 11 training acc=0.562500, cost=0.655681, test acc=0.683156, cost=0.591117, disagree_f1=0.789483, agree_f1=0.359815, average_f1=0.574649
BATCH 12 training acc=0.625000, cost=0.643786, test acc=0.670472, cost=0.599351, disagree_f1=0.756787, agree_f1=0.489186, average_f1=0.622987
BATCH 13 training acc=0.843750, cost=0.505694, test acc=0.669964, cost=0.600144, disagree_f1=0.750432, agree_f1=0.512917, average_f1=0.631674
BATCH 14 training acc=0.718750, cost=0.516379, test acc=0.677575, cost=0.591144, disagree_f1=0.766746, agree_f1=0.478029, average_f1=0.622387
BATCH 15 training acc=0.593750, cost=0.658620, test acc=0.678082, cost=0.589329, disagree_f1=0.768304, agree_f1=0.472788, average_f1=0.620546
BATCH 16 training acc=0.656250, cost=0.682149, test acc=0.679604, cost=0.590114, disagree_f1=0.765023, agree_f1=0.496612, average_f1=0.630818
BATCH 17 training acc=0.687500, cost=0.562360, test acc=0.675799, cost=0.592789, disagree_f1=0.754420, agree_f1=0.523134, average_f1=0.638777
BATCH 18 training acc=0.656250, cost=0.581095, test acc=0.680365, cost=0.588524, disagree_f1=0.761815, agree_f1=0.514264, average_f1=0.638039
BATCH 19 training acc=0.687500, cost=0.592556, test acc=0.685693, cost=0.586350, disagree_f1=0.779733, agree_f1=0.451527, average_f1=0.615630
BATCH 20 training acc=0.687500, cost=0.560650, test acc=0.682141, cost=0.603903, disagree_f1=0.792447, agree_f1=0.321603, average_f1=0.557025
BATCH 21 training acc=0.781250, cost=0.499485, test acc=0.680365, cost=0.631603, disagree_f1=0.799107, agree_f1=0.218362, average_f1=0.508735
BATCH 22 training acc=0.781250, cost=0.397231, test acc=0.669203, cost=0.678043, disagree_f1=0.796758, agree_f1=0.111717, average_f1=0.454237
BATCH 23 training acc=0.656250, cost=0.649867, test acc=0.667935, cost=0.688505, disagree_f1=0.799079, agree_f1=0.043828, average_f1=0.421453
BATCH 24 training acc=0.750000, cost=0.572006, test acc=0.665652, cost=0.668114, disagree_f1=0.798533, agree_f1=0.017884, average_f1=0.408208
BATCH 25 training acc=0.781250, cost=0.572460, test acc=0.665906, cost=0.630770, disagree_f1=0.799085, agree_f1=0.009029, average_f1=0.404057
BATCH 26 training acc=0.562500, cost=0.839813, test acc=0.665652, cost=0.592754, disagree_f1=0.798840, agree_f1=0.010511, average_f1=0.404675
BATCH 27 training acc=0.812500, cost=0.480994, test acc=0.665398, cost=0.584801, disagree_f1=0.798841, agree_f1=0.006029, average_f1=0.402435
BATCH 28 training acc=0.750000, cost=0.421252, test acc=0.666159, cost=0.584402, disagree_f1=0.799329, agree_f1=0.007541, average_f1=0.403435
BATCH 29 training acc=0.562500, cost=0.712461, test acc=0.666667, cost=0.579244, disagree_f1=0.799389, agree_f1=0.014993, average_f1=0.407191
BATCH 30 training acc=0.687500, cost=0.533332, test acc=0.671233, cost=0.576435, disagree_f1=0.801531, agree_f1=0.042836, average_f1=0.422184
BATCH 31 training acc=0.781250, cost=0.466046, test acc=0.674277, cost=0.574408, disagree_f1=0.802644, agree_f1=0.068215, average_f1=0.435429
BATCH 32 training acc=0.812500, cost=0.433762, test acc=0.669964, cost=0.578789, disagree_f1=0.800857, agree_f1=0.037010, average_f1=0.418933
BATCH 33 training acc=0.687500, cost=0.569112, test acc=0.671487, cost=0.586749, disagree_f1=0.801350, agree_f1=0.051282, average_f1=0.426316
BATCH 34 training acc=0.750000, cost=0.432922, test acc=0.679604, cost=0.589807, disagree_f1=0.803730, agree_f1=0.128364, average_f1=0.466047
BATCH 35 training acc=0.781250, cost=0.478116, test acc=0.689498, cost=0.592274, disagree_f1=0.805776, agree_f1=0.226296, average_f1=0.516036
BATCH 36 training acc=0.750000, cost=0.508938, test acc=0.695586, cost=0.602074, disagree_f1=0.807754, agree_f1=0.269184, average_f1=0.538469
BATCH 37 training acc=0.625000, cost=0.809511, test acc=0.708016, cost=0.592761, disagree_f1=0.810971, agree_f1=0.358774, average_f1=0.584872
BATCH 38 training acc=0.656250, cost=0.736064, test acc=0.714866, cost=0.574724, disagree_f1=0.809427, agree_f1=0.434038, average_f1=0.621733
BATCH 39 training acc=0.718750, cost=0.581379, test acc=0.706494, cost=0.562511, disagree_f1=0.789522, agree_f1=0.515291, average_f1=0.652406
BATCH 40 training acc=0.593750, cost=0.657053, test acc=0.692288, cost=0.578047, disagree_f1=0.759469, agree_f1=0.573038, average_f1=0.666253
BATCH 41 training acc=0.656250, cost=0.672270, test acc=0.643075, cost=0.623673, disagree_f1=0.687542, agree_f1=0.583851, average_f1=0.635696
BATCH 42 training acc=0.656250, cost=0.606784, test acc=0.625317, cost=0.644641, disagree_f1=0.658023, agree_f1=0.585694, average_f1=0.621858
BATCH 43 training acc=0.656250, cost=0.667681, test acc=0.640284, cost=0.628692, disagree_f1=0.681348, agree_f1=0.587070, average_f1=0.634209
BATCH 44 training acc=0.562500, cost=0.687825, test acc=0.682395, cost=0.594782, disagree_f1=0.744802, agree_f1=0.579584, average_f1=0.662193
BATCH 45 training acc=0.718750, cost=0.577311, test acc=0.705733, cost=0.571303, disagree_f1=0.783178, agree_f1=0.542226, average_f1=0.662702
BATCH 46 training acc=0.562500, cost=0.609334, test acc=0.714105, cost=0.561869, disagree_f1=0.802731, agree_f1=0.480884, average_f1=0.641807
BATCH 47 training acc=0.656250, cost=0.610602, test acc=0.710046, cost=0.563734, disagree_f1=0.811230, agree_f1=0.375068, average_f1=0.593149
BATCH 48 training acc=0.562500, cost=0.571567, test acc=0.704465, cost=0.568073, disagree_f1=0.811091, agree_f1=0.321491, average_f1=0.566291
BATCH 49 training acc=0.656250, cost=0.589995, test acc=0.689244, cost=0.574674, disagree_f1=0.805091, agree_f1=0.233896, average_f1=0.519494
BATCH 50 training acc=0.781250, cost=0.440482, test acc=0.681126, cost=0.591865, disagree_f1=0.803624, agree_f1=0.152394, average_f1=0.478009
BATCH 51 training acc=0.625000, cost=0.693614, test acc=0.677321, cost=0.599790, disagree_f1=0.802913, agree_f1=0.110490, average_f1=0.456701
BATCH 52 training acc=0.687500, cost=0.582980, test acc=0.678082, cost=0.595113, disagree_f1=0.803164, agree_f1=0.116910, average_f1=0.460037
BATCH 53 training acc=0.437500, cost=0.911310, test acc=0.683663, cost=0.581429, disagree_f1=0.804576, agree_f1=0.170326, average_f1=0.487451
BATCH 54 training acc=0.531250, cost=0.736668, test acc=0.695332, cost=0.567151, disagree_f1=0.807254, agree_f1=0.273442, average_f1=0.540348
BATCH 55 training acc=0.812500, cost=0.567649, test acc=0.707255, cost=0.563311, disagree_f1=0.811807, agree_f1=0.341324, average_f1=0.576566
BATCH 56 training acc=0.718750, cost=0.517888, test acc=0.712582, cost=0.562688, disagree_f1=0.809867, agree_f1=0.411429, average_f1=0.610648
BATCH 57 training acc=0.625000, cost=0.624390, test acc=0.712836, cost=0.566283, disagree_f1=0.803336, agree_f1=0.468045, average_f1=0.635690
BATCH 58 training acc=0.750000, cost=0.531276, test acc=0.714866, cost=0.568885, disagree_f1=0.798855, agree_f1=0.510453, average_f1=0.654654
BATCH 59 training acc=0.687500, cost=0.598228, test acc=0.714358, cost=0.569957, disagree_f1=0.795644, agree_f1=0.525695, average_f1=0.660670
BATCH 60 training acc=0.687500, cost=0.578164, test acc=0.714105, cost=0.565797, disagree_f1=0.798714, agree_f1=0.506783, average_f1=0.652749
BATCH 61 training acc=0.625000, cost=0.651644, test acc=0.713851, cost=0.564863, disagree_f1=0.796316, agree_f1=0.519182, average_f1=0.657749
BATCH 62 training acc=0.656250, cost=0.635140, test acc=0.714358, cost=0.564925, disagree_f1=0.793848, agree_f1=0.535095, average_f1=0.664472
BATCH 63 training acc=0.812500, cost=0.530505, test acc=0.713343, cost=0.560373, disagree_f1=0.794695, agree_f1=0.525210, average_f1=0.659952
BATCH 64 training acc=0.687500, cost=0.542731, test acc=0.714612, cost=0.554573, disagree_f1=0.801832, agree_f1=0.490258, average_f1=0.646045
BATCH 65 training acc=0.843750, cost=0.476477, test acc=0.717402, cost=0.554424, disagree_f1=0.808854, agree_f1=0.458171, average_f1=0.633513
BATCH 66 training acc=0.781250, cost=0.516729, test acc=0.716388, cost=0.562258, disagree_f1=0.810701, agree_f1=0.434783, average_f1=0.622742
BATCH 67 training acc=0.750000, cost=0.574115, test acc=0.712836, cost=0.572091, disagree_f1=0.809876, agree_f1=0.413472, average_f1=0.611674
BATCH 68 training acc=0.718750, cost=0.629915, test acc=0.710046, cost=0.578337, disagree_f1=0.808831, agree_f1=0.400000, average_f1=0.604415
BATCH 69 training acc=0.750000, cost=0.409940, test acc=0.709031, cost=0.592164, disagree_f1=0.810445, agree_f1=0.374250, average_f1=0.592347
BATCH 70 training acc=0.843750, cost=0.370686, test acc=0.707509, cost=0.605386, disagree_f1=0.809767, agree_f1=0.367526, average_f1=0.588647
BATCH 71 training acc=0.500000, cost=0.884736, test acc=0.709285, cost=0.599888, disagree_f1=0.808104, agree_f1=0.400628, average_f1=0.604366
