Using GPU: 1...
X_train.shape=(19819, 2, 64), y_train.shape=(19819,);
X_test.shape=(4955, 2, 64), y_test.shape=(4955,)
Creating the data generator ...
PreTrain Embedding hitRate=0.9253959683225342
model.bilstm.embedding.weight
model.bilstm.quote_bilstm.weight_ih_l0
model.bilstm.quote_bilstm.weight_hh_l0
model.bilstm.quote_bilstm.bias_ih_l0
model.bilstm.quote_bilstm.bias_hh_l0
model.bilstm.quote_bilstm.weight_ih_l0_reverse
model.bilstm.quote_bilstm.weight_hh_l0_reverse
model.bilstm.quote_bilstm.bias_ih_l0_reverse
model.bilstm.quote_bilstm.bias_hh_l0_reverse
model.bilstm.quote_bilstm.weight_ih_l1
model.bilstm.quote_bilstm.weight_hh_l1
model.bilstm.quote_bilstm.bias_ih_l1
model.bilstm.quote_bilstm.bias_hh_l1
model.bilstm.quote_bilstm.weight_ih_l1_reverse
model.bilstm.quote_bilstm.weight_hh_l1_reverse
model.bilstm.quote_bilstm.bias_ih_l1_reverse
model.bilstm.quote_bilstm.bias_hh_l1_reverse
model.bilstm.response_bilstm.weight_ih_l0
model.bilstm.response_bilstm.weight_hh_l0
model.bilstm.response_bilstm.bias_ih_l0
model.bilstm.response_bilstm.bias_hh_l0
model.bilstm.response_bilstm.weight_ih_l0_reverse
model.bilstm.response_bilstm.weight_hh_l0_reverse
model.bilstm.response_bilstm.bias_ih_l0_reverse
model.bilstm.response_bilstm.bias_hh_l0_reverse
model.bilstm.response_bilstm.weight_ih_l1
model.bilstm.response_bilstm.weight_hh_l1
model.bilstm.response_bilstm.bias_ih_l1
model.bilstm.response_bilstm.bias_hh_l1
model.bilstm.response_bilstm.weight_ih_l1_reverse
model.bilstm.response_bilstm.weight_hh_l1_reverse
model.bilstm.response_bilstm.bias_ih_l1_reverse
model.bilstm.response_bilstm.bias_hh_l1_reverse
model.self_dot_q2q_attention_layer.0.weight
model.self_dot_q2q_attention_layer.0.bias
model.self_dot_r2r_attention_layer.0.weight
model.self_dot_r2r_attention_layer.0.bias
model.r2q_attention_layer.0.weight
model.r2q_attention_layer.0.bias
model.r2q_attention_layer.3.weight
model.r2q_attention_layer.3.bias
model.q2r_attention_layer.0.weight
model.q2r_attention_layer.0.bias
model.q2r_attention_layer.3.weight
model.q2r_attention_layer.3.bias
out.0.weight
out.0.bias
out.3.weight
out.3.bias
BATCH 1 training acc=0.500000, cost=0.693802, test acc=0.483552, cost=0.719243, disagree_f1=0.000000, agree_f1=0.651884, average_f1=0.325942
BATCH 2 training acc=0.500000, cost=0.721113, test acc=0.483552, cost=0.702778, disagree_f1=0.000000, agree_f1=0.651884, average_f1=0.325942
BATCH 3 training acc=0.437500, cost=0.716056, test acc=0.524521, cost=0.692776, disagree_f1=0.665531, agree_f1=0.177948, average_f1=0.421740
BATCH 4 training acc=0.562500, cost=0.694726, test acc=0.516448, cost=0.714384, disagree_f1=0.681129, agree_f1=0.000000, average_f1=0.340564
BATCH 5 training acc=0.500000, cost=0.701921, test acc=0.516448, cost=0.719865, disagree_f1=0.681129, agree_f1=0.000000, average_f1=0.340564
BATCH 6 training acc=0.343750, cost=0.812658, test acc=0.518870, cost=0.704149, disagree_f1=0.677925, agree_f1=0.049442, average_f1=0.363683
BATCH 7 training acc=0.437500, cost=0.729222, test acc=0.526135, cost=0.692316, disagree_f1=0.664763, agree_f1=0.192017, average_f1=0.428390
BATCH 8 training acc=0.437500, cost=0.700039, test acc=0.483552, cost=0.696375, disagree_f1=0.000000, agree_f1=0.651884, average_f1=0.325942
BATCH 9 training acc=0.375000, cost=0.713510, test acc=0.483552, cost=0.704951, disagree_f1=0.000000, agree_f1=0.651884, average_f1=0.325942
BATCH 10 training acc=0.406250, cost=0.737546, test acc=0.483552, cost=0.705909, disagree_f1=0.000000, agree_f1=0.651884, average_f1=0.325942
BATCH 11 training acc=0.531250, cost=0.701578, test acc=0.483552, cost=0.704025, disagree_f1=0.000000, agree_f1=0.651884, average_f1=0.325942
BATCH 12 training acc=0.343750, cost=0.731945, test acc=0.483552, cost=0.697962, disagree_f1=0.000000, agree_f1=0.651884, average_f1=0.325942
BATCH 13 training acc=0.625000, cost=0.675897, test acc=0.483552, cost=0.696065, disagree_f1=0.000000, agree_f1=0.651884, average_f1=0.325942
BATCH 14 training acc=0.375000, cost=0.704483, test acc=0.488597, cost=0.693378, disagree_f1=0.071795, agree_f1=0.647075, average_f1=0.359435
BATCH 15 training acc=0.531250, cost=0.691878, test acc=0.505752, cost=0.692055, disagree_f1=0.411440, agree_f1=0.574013, average_f1=0.492726
BATCH 16 training acc=0.625000, cost=0.681634, test acc=0.543088, cost=0.691299, disagree_f1=0.601969, agree_f1=0.463761, average_f1=0.532865
BATCH 17 training acc=0.500000, cost=0.703760, test acc=0.525328, cost=0.691662, disagree_f1=0.526379, agree_f1=0.524272, average_f1=0.525326
BATCH 18 training acc=0.437500, cost=0.705853, test acc=0.522301, cost=0.691665, disagree_f1=0.511858, agree_f1=0.532306, average_f1=0.522082
