Using GPU: 1...
X_train.shape=(4701, 2, 64), y_train.shape=(4701,);
X_test.shape=(1175, 2, 64), y_test.shape=(1175,)
Creating the data generator ...
PreTrain Embedding hitRate=0.9742634608872334
model.bilstm.embedding.weight
model.bilstm.quote_bilstm.weight_ih_l0
model.bilstm.quote_bilstm.weight_hh_l0
model.bilstm.quote_bilstm.bias_ih_l0
model.bilstm.quote_bilstm.bias_hh_l0
model.bilstm.quote_bilstm.weight_ih_l0_reverse
model.bilstm.quote_bilstm.weight_hh_l0_reverse
model.bilstm.quote_bilstm.bias_ih_l0_reverse
model.bilstm.quote_bilstm.bias_hh_l0_reverse
model.bilstm.quote_bilstm.weight_ih_l1
model.bilstm.quote_bilstm.weight_hh_l1
model.bilstm.quote_bilstm.bias_ih_l1
model.bilstm.quote_bilstm.bias_hh_l1
model.bilstm.quote_bilstm.weight_ih_l1_reverse
model.bilstm.quote_bilstm.weight_hh_l1_reverse
model.bilstm.quote_bilstm.bias_ih_l1_reverse
model.bilstm.quote_bilstm.bias_hh_l1_reverse
model.bilstm.response_bilstm.weight_ih_l0
model.bilstm.response_bilstm.weight_hh_l0
model.bilstm.response_bilstm.bias_ih_l0
model.bilstm.response_bilstm.bias_hh_l0
model.bilstm.response_bilstm.weight_ih_l0_reverse
model.bilstm.response_bilstm.weight_hh_l0_reverse
model.bilstm.response_bilstm.bias_ih_l0_reverse
model.bilstm.response_bilstm.bias_hh_l0_reverse
model.bilstm.response_bilstm.weight_ih_l1
model.bilstm.response_bilstm.weight_hh_l1
model.bilstm.response_bilstm.bias_ih_l1
model.bilstm.response_bilstm.bias_hh_l1
model.bilstm.response_bilstm.weight_ih_l1_reverse
model.bilstm.response_bilstm.weight_hh_l1_reverse
model.bilstm.response_bilstm.bias_ih_l1_reverse
model.bilstm.response_bilstm.bias_hh_l1_reverse
model.self_dot_q2q_attention_layer.0.weight
model.self_dot_q2q_attention_layer.0.bias
model.self_dot_r2r_attention_layer.0.weight
model.self_dot_r2r_attention_layer.0.bias
out.0.weight
out.0.bias
out.3.weight
out.3.bias
BATCH 1 training acc=0.281250, cost=0.702887, test acc=0.660426, cost=0.657717, disagree_f1=0.795489, agree_f1=0.000000, average_f1=0.397745
BATCH 2 training acc=0.625000, cost=0.670553, test acc=0.660426, cost=0.638823, disagree_f1=0.795489, agree_f1=0.000000, average_f1=0.397745
BATCH 3 training acc=0.625000, cost=0.658756, test acc=0.660426, cost=0.632502, disagree_f1=0.795489, agree_f1=0.000000, average_f1=0.397745
BATCH 4 training acc=0.656250, cost=0.643189, test acc=0.660426, cost=0.633324, disagree_f1=0.795489, agree_f1=0.000000, average_f1=0.397745
BATCH 5 training acc=0.625000, cost=0.653713, test acc=0.660426, cost=0.632445, disagree_f1=0.795489, agree_f1=0.000000, average_f1=0.397745
BATCH 6 training acc=0.718750, cost=0.579298, test acc=0.660426, cost=0.632451, disagree_f1=0.795489, agree_f1=0.000000, average_f1=0.397745
BATCH 7 training acc=0.656250, cost=0.631387, test acc=0.660426, cost=0.630332, disagree_f1=0.795489, agree_f1=0.000000, average_f1=0.397745
BATCH 8 training acc=0.843750, cost=0.493131, test acc=0.660426, cost=0.637677, disagree_f1=0.795489, agree_f1=0.000000, average_f1=0.397745
BATCH 9 training acc=0.750000, cost=0.569599, test acc=0.660426, cost=0.644793, disagree_f1=0.795489, agree_f1=0.000000, average_f1=0.397745
BATCH 10 training acc=0.687500, cost=0.618612, test acc=0.660426, cost=0.640021, disagree_f1=0.795489, agree_f1=0.000000, average_f1=0.397745
BATCH 11 training acc=0.812500, cost=0.482129, test acc=0.660426, cost=0.644148, disagree_f1=0.795489, agree_f1=0.000000, average_f1=0.397745
BATCH 12 training acc=0.656250, cost=0.689882, test acc=0.660426, cost=0.637633, disagree_f1=0.795489, agree_f1=0.000000, average_f1=0.397745
BATCH 13 training acc=0.625000, cost=0.687310, test acc=0.660426, cost=0.628437, disagree_f1=0.795489, agree_f1=0.000000, average_f1=0.397745
BATCH 14 training acc=0.687500, cost=0.615325, test acc=0.660426, cost=0.627180, disagree_f1=0.795489, agree_f1=0.000000, average_f1=0.397745
BATCH 15 training acc=0.718750, cost=0.594067, test acc=0.660426, cost=0.627665, disagree_f1=0.795489, agree_f1=0.000000, average_f1=0.397745
BATCH 16 training acc=0.593750, cost=0.646214, test acc=0.659574, cost=0.629758, disagree_f1=0.794872, agree_f1=0.000000, average_f1=0.397436
BATCH 17 training acc=0.718750, cost=0.595895, test acc=0.659574, cost=0.628519, disagree_f1=0.794872, agree_f1=0.000000, average_f1=0.397436
BATCH 18 training acc=0.656250, cost=0.635374, test acc=0.659574, cost=0.622726, disagree_f1=0.794872, agree_f1=0.000000, average_f1=0.397436
BATCH 19 training acc=0.625000, cost=0.651722, test acc=0.659574, cost=0.617768, disagree_f1=0.794872, agree_f1=0.000000, average_f1=0.397436
BATCH 20 training acc=0.687500, cost=0.611839, test acc=0.659574, cost=0.614108, disagree_f1=0.794872, agree_f1=0.000000, average_f1=0.397436
BATCH 21 training acc=0.750000, cost=0.542491, test acc=0.660426, cost=0.616468, disagree_f1=0.795489, agree_f1=0.000000, average_f1=0.397745
BATCH 22 training acc=0.687500, cost=0.596558, test acc=0.660426, cost=0.623998, disagree_f1=0.795489, agree_f1=0.000000, average_f1=0.397745
BATCH 23 training acc=0.750000, cost=0.542921, test acc=0.660426, cost=0.635107, disagree_f1=0.795489, agree_f1=0.000000, average_f1=0.397745
