Using GPU: 2...
X_train.shape=(19819, 2, 64), y_train.shape=(19819,);
X_test.shape=(4955, 2, 64), y_test.shape=(4955,)
Creating the data generator ...
PreTrain Embedding hitRate=0.9253959683225342
model.bilstm.embedding.weight
model.bilstm.quote_bilstm.weight_ih_l0
model.bilstm.quote_bilstm.weight_hh_l0
model.bilstm.quote_bilstm.bias_ih_l0
model.bilstm.quote_bilstm.bias_hh_l0
model.bilstm.quote_bilstm.weight_ih_l0_reverse
model.bilstm.quote_bilstm.weight_hh_l0_reverse
model.bilstm.quote_bilstm.bias_ih_l0_reverse
model.bilstm.quote_bilstm.bias_hh_l0_reverse
model.bilstm.quote_bilstm.weight_ih_l1
model.bilstm.quote_bilstm.weight_hh_l1
model.bilstm.quote_bilstm.bias_ih_l1
model.bilstm.quote_bilstm.bias_hh_l1
model.bilstm.quote_bilstm.weight_ih_l1_reverse
model.bilstm.quote_bilstm.weight_hh_l1_reverse
model.bilstm.quote_bilstm.bias_ih_l1_reverse
model.bilstm.quote_bilstm.bias_hh_l1_reverse
model.bilstm.response_bilstm.weight_ih_l0
model.bilstm.response_bilstm.weight_hh_l0
model.bilstm.response_bilstm.bias_ih_l0
model.bilstm.response_bilstm.bias_hh_l0
model.bilstm.response_bilstm.weight_ih_l0_reverse
model.bilstm.response_bilstm.weight_hh_l0_reverse
model.bilstm.response_bilstm.bias_ih_l0_reverse
model.bilstm.response_bilstm.bias_hh_l0_reverse
model.bilstm.response_bilstm.weight_ih_l1
model.bilstm.response_bilstm.weight_hh_l1
model.bilstm.response_bilstm.bias_ih_l1
model.bilstm.response_bilstm.bias_hh_l1
model.bilstm.response_bilstm.weight_ih_l1_reverse
model.bilstm.response_bilstm.weight_hh_l1_reverse
model.bilstm.response_bilstm.bias_ih_l1_reverse
model.bilstm.response_bilstm.bias_hh_l1_reverse
model.q2q_attention_layer.0.weight
model.q2q_attention_layer.0.bias
model.q2q_attention_layer.3.weight
model.q2q_attention_layer.3.bias
model.r2r_attention_layer.0.weight
model.r2r_attention_layer.0.bias
model.r2r_attention_layer.3.weight
model.r2r_attention_layer.3.bias
model.cross_dot_v2_r2q_attention_layer.0.weight
model.cross_dot_v2_r2q_attention_layer.0.bias
model.cross_dot_v2_q2r_attention_layer.0.weight
model.cross_dot_v2_q2r_attention_layer.0.bias
out.0.weight
out.0.bias
out.3.weight
out.3.bias
BATCH 1 training acc=0.531250, cost=0.686576, test acc=0.536226, cost=0.689855, disagree_f1=0.698108, agree_f1=0.000000, average_f1=0.349054
BATCH 2 training acc=0.562500, cost=0.684813, test acc=0.536226, cost=0.689411, disagree_f1=0.698108, agree_f1=0.000000, average_f1=0.349054
BATCH 3 training acc=0.531250, cost=0.700614, test acc=0.543693, cost=0.688590, disagree_f1=0.675377, agree_f1=0.232258, average_f1=0.453817
BATCH 4 training acc=0.375000, cost=0.723441, test acc=0.463774, cost=0.705187, disagree_f1=0.000000, agree_f1=0.633669, average_f1=0.316834
BATCH 5 training acc=0.500000, cost=0.707896, test acc=0.463774, cost=0.720629, disagree_f1=0.000000, agree_f1=0.633669, average_f1=0.316834
BATCH 6 training acc=0.468750, cost=0.706433, test acc=0.463774, cost=0.711825, disagree_f1=0.000000, agree_f1=0.633669, average_f1=0.316834
BATCH 7 training acc=0.593750, cost=0.682110, test acc=0.463774, cost=0.709850, disagree_f1=0.000000, agree_f1=0.633669, average_f1=0.316834
BATCH 8 training acc=0.562500, cost=0.699356, test acc=0.463774, cost=0.705731, disagree_f1=0.000000, agree_f1=0.633669, average_f1=0.316834
BATCH 9 training acc=0.625000, cost=0.653479, test acc=0.463774, cost=0.711261, disagree_f1=0.000000, agree_f1=0.633669, average_f1=0.316834
BATCH 10 training acc=0.312500, cost=0.752143, test acc=0.463976, cost=0.701698, disagree_f1=0.000752, agree_f1=0.633756, average_f1=0.317254
BATCH 11 training acc=0.625000, cost=0.678097, test acc=0.502725, cost=0.693756, disagree_f1=0.432520, agree_f1=0.557471, average_f1=0.494995
BATCH 12 training acc=0.468750, cost=0.713867, test acc=0.552170, cost=0.688935, disagree_f1=0.649834, agree_f1=0.378953, average_f1=0.514394
BATCH 13 training acc=0.437500, cost=0.710068, test acc=0.545913, cost=0.687943, disagree_f1=0.660736, agree_f1=0.313606, average_f1=0.487171
BATCH 14 training acc=0.593750, cost=0.683288, test acc=0.548335, cost=0.687913, disagree_f1=0.664266, agree_f1=0.310111, average_f1=0.487189
BATCH 15 training acc=0.562500, cost=0.680547, test acc=0.547124, cost=0.687941, disagree_f1=0.663265, agree_f1=0.308688, average_f1=0.485976
BATCH 16 training acc=0.468750, cost=0.713879, test acc=0.553784, cost=0.688369, disagree_f1=0.650435, agree_f1=0.383264, average_f1=0.516849
BATCH 17 training acc=0.656250, cost=0.661269, test acc=0.553582, cost=0.688158, disagree_f1=0.652201, agree_f1=0.376901, average_f1=0.514551
BATCH 18 training acc=0.468750, cost=0.703495, test acc=0.549344, cost=0.687817, disagree_f1=0.655242, agree_f1=0.349548, average_f1=0.502395
BATCH 19 training acc=0.468750, cost=0.696109, test acc=0.548335, cost=0.687761, disagree_f1=0.657274, agree_f1=0.337870, average_f1=0.497572
BATCH 20 training acc=0.531250, cost=0.690326, test acc=0.551564, cost=0.687680, disagree_f1=0.655183, agree_f1=0.358915, average_f1=0.507049
BATCH 21 training acc=0.531250, cost=0.688248, test acc=0.555197, cost=0.689027, disagree_f1=0.636424, agree_f1=0.427235, average_f1=0.531829
BATCH 22 training acc=0.625000, cost=0.674076, test acc=0.544299, cost=0.690667, disagree_f1=0.607168, agree_f1=0.457472, average_f1=0.532320
BATCH 23 training acc=0.593750, cost=0.682697, test acc=0.545510, cost=0.690811, disagree_f1=0.609705, agree_f1=0.456039, average_f1=0.532872
BATCH 24 training acc=0.593750, cost=0.684433, test acc=0.555197, cost=0.689103, disagree_f1=0.637738, agree_f1=0.423941, average_f1=0.530840
BATCH 25 training acc=0.468750, cost=0.727410, test acc=0.552573, cost=0.688281, disagree_f1=0.655585, agree_f1=0.361647, average_f1=0.508616
BATCH 26 training acc=0.531250, cost=0.682427, test acc=0.547730, cost=0.691950, disagree_f1=0.665672, agree_f1=0.301216, average_f1=0.483444
BATCH 27 training acc=0.437500, cost=0.730428, test acc=0.546720, cost=0.693767, disagree_f1=0.672690, agree_f1=0.263123, average_f1=0.467907
BATCH 28 training acc=0.500000, cost=0.690745, test acc=0.546922, cost=0.691600, disagree_f1=0.672502, agree_f1=0.265139, average_f1=0.468820
BATCH 29 training acc=0.593750, cost=0.697189, test acc=0.547326, cost=0.689183, disagree_f1=0.672028, agree_f1=0.269619, average_f1=0.470824
BATCH 30 training acc=0.562500, cost=0.699783, test acc=0.548133, cost=0.687107, disagree_f1=0.665471, agree_f1=0.304010, average_f1=0.484741
BATCH 31 training acc=0.562500, cost=0.677127, test acc=0.552977, cost=0.687023, disagree_f1=0.658021, agree_f1=0.354792, average_f1=0.506406
BATCH 32 training acc=0.718750, cost=0.653190, test acc=0.552977, cost=0.686953, disagree_f1=0.661056, agree_f1=0.343704, average_f1=0.502380
BATCH 33 training acc=0.312500, cost=0.736125, test acc=0.551564, cost=0.687834, disagree_f1=0.646516, agree_f1=0.386865, average_f1=0.516691
BATCH 34 training acc=0.500000, cost=0.690884, test acc=0.544702, cost=0.690061, disagree_f1=0.590711, agree_f1=0.487040, average_f1=0.538875
BATCH 35 training acc=0.500000, cost=0.687827, test acc=0.488799, cost=0.696357, disagree_f1=0.195106, agree_f1=0.625462, average_f1=0.410284
BATCH 36 training acc=0.500000, cost=0.698912, test acc=0.476690, cost=0.699995, disagree_f1=0.098714, agree_f1=0.631310, average_f1=0.365012
BATCH 37 training acc=0.437500, cost=0.709049, test acc=0.483350, cost=0.697393, disagree_f1=0.163945, agree_f1=0.626168, average_f1=0.395057
BATCH 38 training acc=0.468750, cost=0.700087, test acc=0.523512, cost=0.691599, disagree_f1=0.498193, agree_f1=0.546398, average_f1=0.522296
BATCH 39 training acc=0.593750, cost=0.685629, test acc=0.548133, cost=0.689178, disagree_f1=0.614032, agree_f1=0.455099, average_f1=0.534565
BATCH 40 training acc=0.656250, cost=0.670224, test acc=0.553582, cost=0.687574, disagree_f1=0.644487, agree_f1=0.400217, average_f1=0.522352
BATCH 41 training acc=0.562500, cost=0.682545, test acc=0.552977, cost=0.686883, disagree_f1=0.657704, agree_f1=0.355917, average_f1=0.506811
BATCH 42 training acc=0.562500, cost=0.662512, test acc=0.548739, cost=0.688366, disagree_f1=0.664566, agree_f1=0.310727, average_f1=0.487647
BATCH 43 training acc=0.437500, cost=0.725670, test acc=0.548335, cost=0.689900, disagree_f1=0.665571, agree_f1=0.304537, average_f1=0.485054
BATCH 44 training acc=0.531250, cost=0.699812, test acc=0.547931, cost=0.690094, disagree_f1=0.664067, agree_f1=0.309068, average_f1=0.486568
BATCH 45 training acc=0.593750, cost=0.697930, test acc=0.547730, cost=0.689486, disagree_f1=0.662042, agree_f1=0.316560, average_f1=0.489301
BATCH 46 training acc=0.593750, cost=0.685910, test acc=0.550555, cost=0.688948, disagree_f1=0.660777, agree_f1=0.334230, average_f1=0.497504
BATCH 47 training acc=0.562500, cost=0.671177, test acc=0.550555, cost=0.688619, disagree_f1=0.656910, agree_f1=0.348640, average_f1=0.502775
BATCH 48 training acc=0.500000, cost=0.686368, test acc=0.550959, cost=0.688302, disagree_f1=0.651963, agree_f1=0.367359, average_f1=0.509661
BATCH 49 training acc=0.562500, cost=0.685364, test acc=0.551968, cost=0.688413, disagree_f1=0.654421, agree_f1=0.363167, average_f1=0.508794
BATCH 50 training acc=0.625000, cost=0.671727, test acc=0.551766, cost=0.688630, disagree_f1=0.654427, agree_f1=0.362331, average_f1=0.508379
BATCH 51 training acc=0.500000, cost=0.706324, test acc=0.552775, cost=0.688315, disagree_f1=0.647021, agree_f1=0.389868, average_f1=0.518445
BATCH 52 training acc=0.468750, cost=0.713578, test acc=0.549950, cost=0.688496, disagree_f1=0.632982, agree_f1=0.418362, average_f1=0.525672
BATCH 53 training acc=0.656250, cost=0.650655, test acc=0.547931, cost=0.690564, disagree_f1=0.605356, agree_f1=0.470949, average_f1=0.538153
BATCH 54 training acc=0.781250, cost=0.629326, test acc=0.545510, cost=0.691819, disagree_f1=0.597138, agree_f1=0.478704, average_f1=0.537921
BATCH 55 training acc=0.500000, cost=0.719027, test acc=0.548739, cost=0.691804, disagree_f1=0.603265, agree_f1=0.476837, average_f1=0.540051
BATCH 56 training acc=0.593750, cost=0.685478, test acc=0.543491, cost=0.693333, disagree_f1=0.581111, agree_f1=0.498448, average_f1=0.539780
BATCH 57 training acc=0.437500, cost=0.713794, test acc=0.539455, cost=0.693640, disagree_f1=0.568457, agree_f1=0.506274, average_f1=0.537366
BATCH 58 training acc=0.531250, cost=0.704948, test acc=0.549142, cost=0.691530, disagree_f1=0.603197, agree_f1=0.478037, average_f1=0.540617
BATCH 59 training acc=0.531250, cost=0.730504, test acc=0.551362, cost=0.689138, disagree_f1=0.628323, agree_f1=0.434207, average_f1=0.531265
BATCH 60 training acc=0.656250, cost=0.664296, test acc=0.553179, cost=0.688293, disagree_f1=0.645647, agree_f1=0.395412, average_f1=0.520529
