Using GPU: 1...
X_train.shape=(30752, 2, 64), y_train.shape=(30752,);
X_test.shape=(3942, 2, 64), y_test.shape=(3942,)
Creating the data generator ...
PreTrain Embedding hitRate=0.9407318579890258
model.bilstm.embedding.weight
model.bilstm.quote_bilstm.weight_ih_l0
model.bilstm.quote_bilstm.weight_hh_l0
model.bilstm.quote_bilstm.bias_ih_l0
model.bilstm.quote_bilstm.bias_hh_l0
model.bilstm.quote_bilstm.weight_ih_l0_reverse
model.bilstm.quote_bilstm.weight_hh_l0_reverse
model.bilstm.quote_bilstm.bias_ih_l0_reverse
model.bilstm.quote_bilstm.bias_hh_l0_reverse
model.bilstm.quote_bilstm.weight_ih_l1
model.bilstm.quote_bilstm.weight_hh_l1
model.bilstm.quote_bilstm.bias_ih_l1
model.bilstm.quote_bilstm.bias_hh_l1
model.bilstm.quote_bilstm.weight_ih_l1_reverse
model.bilstm.quote_bilstm.weight_hh_l1_reverse
model.bilstm.quote_bilstm.bias_ih_l1_reverse
model.bilstm.quote_bilstm.bias_hh_l1_reverse
model.bilstm.response_bilstm.weight_ih_l0
model.bilstm.response_bilstm.weight_hh_l0
model.bilstm.response_bilstm.bias_ih_l0
model.bilstm.response_bilstm.bias_hh_l0
model.bilstm.response_bilstm.weight_ih_l0_reverse
model.bilstm.response_bilstm.weight_hh_l0_reverse
model.bilstm.response_bilstm.bias_ih_l0_reverse
model.bilstm.response_bilstm.bias_hh_l0_reverse
model.bilstm.response_bilstm.weight_ih_l1
model.bilstm.response_bilstm.weight_hh_l1
model.bilstm.response_bilstm.bias_ih_l1
model.bilstm.response_bilstm.bias_hh_l1
model.bilstm.response_bilstm.weight_ih_l1_reverse
model.bilstm.response_bilstm.weight_hh_l1_reverse
model.bilstm.response_bilstm.bias_ih_l1_reverse
model.bilstm.response_bilstm.bias_hh_l1_reverse
model.self_dot_q2q_attention_layer.0.weight
model.self_dot_q2q_attention_layer.0.bias
model.self_dot_r2r_attention_layer.0.weight
model.self_dot_r2r_attention_layer.0.bias
model.cross_dot_v2_r2q_attention_layer.0.weight
model.cross_dot_v2_r2q_attention_layer.0.bias
model.cross_dot_v2_q2r_attention_layer.0.weight
model.cross_dot_v2_q2r_attention_layer.0.bias
out.0.weight
out.0.bias
out.3.weight
out.3.bias
BATCH 1 training acc=0.625000, cost=0.681927, test acc=0.664637, cost=0.628871, disagree_f1=0.798537, agree_f1=0.000000, average_f1=0.399269
BATCH 2 training acc=0.687500, cost=0.615065, test acc=0.664637, cost=0.621703, disagree_f1=0.798537, agree_f1=0.000000, average_f1=0.399269
BATCH 3 training acc=0.531250, cost=0.717591, test acc=0.664637, cost=0.618743, disagree_f1=0.798537, agree_f1=0.000000, average_f1=0.399269
BATCH 4 training acc=0.718750, cost=0.540234, test acc=0.664637, cost=0.620083, disagree_f1=0.798537, agree_f1=0.000000, average_f1=0.399269
BATCH 5 training acc=0.531250, cost=0.801957, test acc=0.663623, cost=0.607277, disagree_f1=0.797743, agree_f1=0.001506, average_f1=0.399624
BATCH 6 training acc=0.531250, cost=0.681633, test acc=0.672755, cost=0.608115, disagree_f1=0.791868, agree_f1=0.234875, average_f1=0.513372
BATCH 7 training acc=0.656250, cost=0.644699, test acc=0.659817, cost=0.627183, disagree_f1=0.748074, agree_f1=0.476376, average_f1=0.612225
BATCH 8 training acc=0.687500, cost=0.574293, test acc=0.645865, cost=0.627423, disagree_f1=0.724872, agree_f1=0.503203, average_f1=0.614037
BATCH 9 training acc=0.531250, cost=0.624592, test acc=0.661339, cost=0.612000, disagree_f1=0.749484, agree_f1=0.477495, average_f1=0.613490
BATCH 10 training acc=0.562500, cost=0.627434, test acc=0.675038, cost=0.599640, disagree_f1=0.778489, agree_f1=0.390290, average_f1=0.584390
BATCH 11 training acc=0.781250, cost=0.546581, test acc=0.675292, cost=0.607260, disagree_f1=0.792746, agree_f1=0.250585, average_f1=0.521666
BATCH 12 training acc=0.718750, cost=0.602950, test acc=0.665398, cost=0.628375, disagree_f1=0.793228, agree_f1=0.123588, average_f1=0.458408
BATCH 13 training acc=0.562500, cost=0.794566, test acc=0.663623, cost=0.634763, disagree_f1=0.794482, agree_f1=0.074022, average_f1=0.434252
BATCH 14 training acc=0.687500, cost=0.632717, test acc=0.663876, cost=0.626591, disagree_f1=0.795430, agree_f1=0.058280, average_f1=0.426855
BATCH 15 training acc=0.562500, cost=0.854355, test acc=0.662861, cost=0.610426, disagree_f1=0.794876, agree_f1=0.054093, average_f1=0.424484
BATCH 16 training acc=0.468750, cost=0.853377, test acc=0.665398, cost=0.598600, disagree_f1=0.795345, agree_f1=0.083391, average_f1=0.439368
BATCH 17 training acc=0.656250, cost=0.591885, test acc=0.669203, cost=0.597930, disagree_f1=0.794775, agree_f1=0.147712, average_f1=0.471244
BATCH 18 training acc=0.781250, cost=0.499563, test acc=0.672248, cost=0.600115, disagree_f1=0.794529, agree_f1=0.190476, average_f1=0.492503
BATCH 19 training acc=0.750000, cost=0.523967, test acc=0.679858, cost=0.599854, disagree_f1=0.796976, agree_f1=0.243405, average_f1=0.520190
BATCH 20 training acc=0.500000, cost=0.683035, test acc=0.683156, cost=0.601584, disagree_f1=0.794943, agree_f1=0.303402, average_f1=0.549173
BATCH 21 training acc=0.625000, cost=0.643327, test acc=0.682902, cost=0.602847, disagree_f1=0.792772, agree_f1=0.325054, average_f1=0.558913
BATCH 22 training acc=0.656250, cost=0.626508, test acc=0.682648, cost=0.601730, disagree_f1=0.795086, agree_f1=0.296796, average_f1=0.545941
