Using GPU: 0...
X_train.shape=(4701, 2, 64), y_train.shape=(4701,);
X_test.shape=(1175, 2, 64), y_test.shape=(1175,)
Creating the data generator ...
PreTrain Embedding hitRate=0.9742634608872334
model.bilstm.embedding.weight
model.bilstm.quote_bilstm.weight_ih_l0
model.bilstm.quote_bilstm.weight_hh_l0
model.bilstm.quote_bilstm.bias_ih_l0
model.bilstm.quote_bilstm.bias_hh_l0
model.bilstm.quote_bilstm.weight_ih_l0_reverse
model.bilstm.quote_bilstm.weight_hh_l0_reverse
model.bilstm.quote_bilstm.bias_ih_l0_reverse
model.bilstm.quote_bilstm.bias_hh_l0_reverse
model.bilstm.quote_bilstm.weight_ih_l1
model.bilstm.quote_bilstm.weight_hh_l1
model.bilstm.quote_bilstm.bias_ih_l1
model.bilstm.quote_bilstm.bias_hh_l1
model.bilstm.quote_bilstm.weight_ih_l1_reverse
model.bilstm.quote_bilstm.weight_hh_l1_reverse
model.bilstm.quote_bilstm.bias_ih_l1_reverse
model.bilstm.quote_bilstm.bias_hh_l1_reverse
model.bilstm.response_bilstm.weight_ih_l0
model.bilstm.response_bilstm.weight_hh_l0
model.bilstm.response_bilstm.bias_ih_l0
model.bilstm.response_bilstm.bias_hh_l0
model.bilstm.response_bilstm.weight_ih_l0_reverse
model.bilstm.response_bilstm.weight_hh_l0_reverse
model.bilstm.response_bilstm.bias_ih_l0_reverse
model.bilstm.response_bilstm.bias_hh_l0_reverse
model.bilstm.response_bilstm.weight_ih_l1
model.bilstm.response_bilstm.weight_hh_l1
model.bilstm.response_bilstm.bias_ih_l1
model.bilstm.response_bilstm.bias_hh_l1
model.bilstm.response_bilstm.weight_ih_l1_reverse
model.bilstm.response_bilstm.weight_hh_l1_reverse
model.bilstm.response_bilstm.bias_ih_l1_reverse
model.bilstm.response_bilstm.bias_hh_l1_reverse
model.quote2response_attention_layer.0.weight
model.quote2response_attention_layer.0.bias
model.quote2response_attention_layer.3.weight
model.quote2response_attention_layer.3.bias
model.response2quote_attention_layer.0.weight
model.response2quote_attention_layer.0.bias
model.response2quote_attention_layer.3.weight
model.response2quote_attention_layer.3.bias
model.self_dot_q2q_attention_layer.0.weight
model.self_dot_q2q_attention_layer.0.bias
model.self_dot_r2r_attention_layer.0.weight
model.self_dot_r2r_attention_layer.0.bias
out.0.weight
out.0.bias
out.3.weight
out.3.bias
BATCH 1 training acc=0.562500, cost=0.689142, test acc=0.666383, cost=0.638011, disagree_f1=0.799796, agree_f1=0.000000, average_f1=0.399898
BATCH 2 training acc=0.593750, cost=0.697993, test acc=0.666383, cost=0.634864, disagree_f1=0.799796, agree_f1=0.000000, average_f1=0.399898
BATCH 3 training acc=0.718750, cost=0.565950, test acc=0.666383, cost=0.639837, disagree_f1=0.799796, agree_f1=0.000000, average_f1=0.399898
BATCH 4 training acc=0.843750, cost=0.467813, test acc=0.666383, cost=0.690993, disagree_f1=0.799796, agree_f1=0.000000, average_f1=0.399898
BATCH 5 training acc=0.656250, cost=0.726223, test acc=0.666383, cost=0.682627, disagree_f1=0.799796, agree_f1=0.000000, average_f1=0.399898
BATCH 6 training acc=0.687500, cost=0.625783, test acc=0.666383, cost=0.641086, disagree_f1=0.799796, agree_f1=0.000000, average_f1=0.399898
BATCH 7 training acc=0.593750, cost=0.698493, test acc=0.666383, cost=0.612507, disagree_f1=0.799796, agree_f1=0.000000, average_f1=0.399898
BATCH 8 training acc=0.750000, cost=0.581739, test acc=0.677447, cost=0.612234, disagree_f1=0.804740, agree_f1=0.073350, average_f1=0.439045
BATCH 9 training acc=0.718750, cost=0.624071, test acc=0.682553, cost=0.608790, disagree_f1=0.806435, agree_f1=0.118203, average_f1=0.462319
BATCH 10 training acc=0.718750, cost=0.572850, test acc=0.667234, cost=0.602491, disagree_f1=0.800204, agree_f1=0.005089, average_f1=0.402647
BATCH 11 training acc=0.906250, cost=0.454716, test acc=0.666383, cost=0.623803, disagree_f1=0.799796, agree_f1=0.000000, average_f1=0.399898
BATCH 12 training acc=0.625000, cost=0.718892, test acc=0.666383, cost=0.641870, disagree_f1=0.799796, agree_f1=0.000000, average_f1=0.399898
BATCH 13 training acc=0.656250, cost=0.652837, test acc=0.666383, cost=0.638537, disagree_f1=0.799796, agree_f1=0.000000, average_f1=0.399898
BATCH 14 training acc=0.656250, cost=0.675790, test acc=0.666383, cost=0.621207, disagree_f1=0.799796, agree_f1=0.000000, average_f1=0.399898
BATCH 15 training acc=0.687500, cost=0.624558, test acc=0.666383, cost=0.607540, disagree_f1=0.799796, agree_f1=0.000000, average_f1=0.399898
BATCH 16 training acc=0.593750, cost=0.611733, test acc=0.666383, cost=0.601020, disagree_f1=0.799796, agree_f1=0.000000, average_f1=0.399898
BATCH 17 training acc=0.687500, cost=0.572403, test acc=0.674894, cost=0.601419, disagree_f1=0.803093, agree_f1=0.068293, average_f1=0.435693
BATCH 18 training acc=0.656250, cost=0.627434, test acc=0.690213, cost=0.605769, disagree_f1=0.808421, agree_f1=0.191111, average_f1=0.499766
BATCH 19 training acc=0.718750, cost=0.566323, test acc=0.704681, cost=0.604123, disagree_f1=0.813941, agree_f1=0.284536, average_f1=0.549239
BATCH 20 training acc=0.687500, cost=0.606176, test acc=0.708085, cost=0.597734, disagree_f1=0.816479, agree_f1=0.286902, average_f1=0.551691
BATCH 21 training acc=0.750000, cost=0.521694, test acc=0.702979, cost=0.592331, disagree_f1=0.815246, agree_f1=0.242950, average_f1=0.529098
BATCH 22 training acc=0.781250, cost=0.489274, test acc=0.691915, cost=0.600011, disagree_f1=0.810471, agree_f1=0.177273, average_f1=0.493872
BATCH 23 training acc=0.625000, cost=0.689315, test acc=0.688511, cost=0.610318, disagree_f1=0.809176, agree_f1=0.152778, average_f1=0.480977
BATCH 24 training acc=0.437500, cost=0.823732, test acc=0.697021, cost=0.610183, disagree_f1=0.812829, agree_f1=0.205357, average_f1=0.509093
BATCH 25 training acc=0.593750, cost=0.737486, test acc=0.703830, cost=0.600669, disagree_f1=0.815287, agree_f1=0.253219, average_f1=0.534253
BATCH 26 training acc=0.718750, cost=0.512462, test acc=0.706383, cost=0.590459, disagree_f1=0.813815, agree_f1=0.305835, average_f1=0.559825
BATCH 27 training acc=0.687500, cost=0.662859, test acc=0.711489, cost=0.584966, disagree_f1=0.813634, agree_f1=0.361582, average_f1=0.587608
BATCH 28 training acc=0.625000, cost=0.590218, test acc=0.709787, cost=0.583898, disagree_f1=0.810661, agree_f1=0.378871, average_f1=0.594766
BATCH 29 training acc=0.718750, cost=0.559454, test acc=0.710638, cost=0.583839, disagree_f1=0.811321, agree_f1=0.379562, average_f1=0.595441
BATCH 30 training acc=0.656250, cost=0.608411, test acc=0.708085, cost=0.584295, disagree_f1=0.811435, agree_f1=0.354049, average_f1=0.582742
BATCH 31 training acc=0.625000, cost=0.694348, test acc=0.710638, cost=0.587935, disagree_f1=0.811947, agree_f1=0.372694, average_f1=0.592320
BATCH 32 training acc=0.812500, cost=0.580161, test acc=0.713191, cost=0.588392, disagree_f1=0.815545, agree_f1=0.355641, average_f1=0.585593
BATCH 33 training acc=0.687500, cost=0.562264, test acc=0.709787, cost=0.585083, disagree_f1=0.816568, agree_f1=0.305499, average_f1=0.561034
BATCH 34 training acc=0.781250, cost=0.500368, test acc=0.700426, cost=0.579125, disagree_f1=0.813362, agree_f1=0.241379, average_f1=0.527370
BATCH 35 training acc=0.625000, cost=0.636198, test acc=0.699574, cost=0.575953, disagree_f1=0.813326, agree_f1=0.230937, average_f1=0.522132
BATCH 36 training acc=0.500000, cost=0.717973, test acc=0.713191, cost=0.572698, disagree_f1=0.819497, agree_f1=0.302277, average_f1=0.560887
BATCH 37 training acc=0.531250, cost=0.716859, test acc=0.717447, cost=0.572283, disagree_f1=0.815965, agree_f1=0.391941, average_f1=0.603953
BATCH 38 training acc=0.812500, cost=0.552886, test acc=0.721702, cost=0.571074, disagree_f1=0.814521, agree_f1=0.442930, average_f1=0.628725
