Using GPU: 1...
X_train.shape=(4701, 2, 64), y_train.shape=(4701,);
X_test.shape=(1175, 2, 64), y_test.shape=(1175,)
Creating the data generator ...
PreTrain Embedding hitRate=0.9742634608872334
model.bilstm.embedding.weight
model.bilstm.quote_bilstm.weight_ih_l0
model.bilstm.quote_bilstm.weight_hh_l0
model.bilstm.quote_bilstm.bias_ih_l0
model.bilstm.quote_bilstm.bias_hh_l0
model.bilstm.quote_bilstm.weight_ih_l0_reverse
model.bilstm.quote_bilstm.weight_hh_l0_reverse
model.bilstm.quote_bilstm.bias_ih_l0_reverse
model.bilstm.quote_bilstm.bias_hh_l0_reverse
model.bilstm.quote_bilstm.weight_ih_l1
model.bilstm.quote_bilstm.weight_hh_l1
model.bilstm.quote_bilstm.bias_ih_l1
model.bilstm.quote_bilstm.bias_hh_l1
model.bilstm.quote_bilstm.weight_ih_l1_reverse
model.bilstm.quote_bilstm.weight_hh_l1_reverse
model.bilstm.quote_bilstm.bias_ih_l1_reverse
model.bilstm.quote_bilstm.bias_hh_l1_reverse
model.bilstm.response_bilstm.weight_ih_l0
model.bilstm.response_bilstm.weight_hh_l0
model.bilstm.response_bilstm.bias_ih_l0
model.bilstm.response_bilstm.bias_hh_l0
model.bilstm.response_bilstm.weight_ih_l0_reverse
model.bilstm.response_bilstm.weight_hh_l0_reverse
model.bilstm.response_bilstm.bias_ih_l0_reverse
model.bilstm.response_bilstm.bias_hh_l0_reverse
model.bilstm.response_bilstm.weight_ih_l1
model.bilstm.response_bilstm.weight_hh_l1
model.bilstm.response_bilstm.bias_ih_l1
model.bilstm.response_bilstm.bias_hh_l1
model.bilstm.response_bilstm.weight_ih_l1_reverse
model.bilstm.response_bilstm.weight_hh_l1_reverse
model.bilstm.response_bilstm.bias_ih_l1_reverse
model.bilstm.response_bilstm.bias_hh_l1_reverse
model.q2q_attention_layer.0.weight
model.q2q_attention_layer.0.bias
model.q2q_attention_layer.3.weight
model.q2q_attention_layer.3.bias
model.r2r_attention_layer.0.weight
model.r2r_attention_layer.0.bias
model.r2r_attention_layer.3.weight
model.r2r_attention_layer.3.bias
model.cross_dot_v1_r2q_attention_layer.0.weight
model.cross_dot_v1_r2q_attention_layer.0.bias
model.cross_dot_v1_q2r_attention_layer.0.weight
model.cross_dot_v1_q2r_attention_layer.0.bias
out.0.weight
out.0.bias
out.3.weight
out.3.bias
BATCH 1 training acc=0.593750, cost=0.691963, test acc=0.666383, cost=0.633314, disagree_f1=0.799796, agree_f1=0.000000, average_f1=0.399898
BATCH 2 training acc=0.625000, cost=0.662279, test acc=0.666383, cost=0.630272, disagree_f1=0.799796, agree_f1=0.000000, average_f1=0.399898
BATCH 3 training acc=0.750000, cost=0.564276, test acc=0.666383, cost=0.651315, disagree_f1=0.799796, agree_f1=0.000000, average_f1=0.399898
BATCH 4 training acc=0.656250, cost=0.642821, test acc=0.666383, cost=0.648291, disagree_f1=0.799796, agree_f1=0.000000, average_f1=0.399898
BATCH 5 training acc=0.750000, cost=0.583410, test acc=0.666383, cost=0.635575, disagree_f1=0.799796, agree_f1=0.000000, average_f1=0.399898
BATCH 6 training acc=0.531250, cost=0.787879, test acc=0.666383, cost=0.619602, disagree_f1=0.799796, agree_f1=0.000000, average_f1=0.399898
BATCH 7 training acc=0.625000, cost=0.682760, test acc=0.666383, cost=0.630371, disagree_f1=0.799796, agree_f1=0.000000, average_f1=0.399898
BATCH 8 training acc=0.437500, cost=0.728226, test acc=0.632340, cost=0.675869, disagree_f1=0.730337, agree_f1=0.422460, average_f1=0.576398
BATCH 9 training acc=0.625000, cost=0.671057, test acc=0.349787, cost=0.729686, disagree_f1=0.052109, agree_f1=0.505181, average_f1=0.278645
BATCH 10 training acc=0.312500, cost=0.760064, test acc=0.342128, cost=0.732757, disagree_f1=0.027673, agree_f1=0.502894, average_f1=0.265283
BATCH 11 training acc=0.375000, cost=0.726989, test acc=0.412766, cost=0.707097, disagree_f1=0.256466, agree_f1=0.514768, average_f1=0.385617
BATCH 12 training acc=0.437500, cost=0.719771, test acc=0.627234, cost=0.673437, disagree_f1=0.699588, agree_f1=0.508969, average_f1=0.604279
BATCH 13 training acc=0.718750, cost=0.671491, test acc=0.694468, cost=0.643717, disagree_f1=0.803503, agree_f1=0.313576, average_f1=0.558539
BATCH 14 training acc=0.687500, cost=0.650938, test acc=0.666383, cost=0.624514, disagree_f1=0.799796, agree_f1=0.000000, average_f1=0.399898
BATCH 15 training acc=0.781250, cost=0.568790, test acc=0.666383, cost=0.612343, disagree_f1=0.799796, agree_f1=0.000000, average_f1=0.399898
BATCH 16 training acc=0.656250, cost=0.640336, test acc=0.666383, cost=0.611439, disagree_f1=0.799796, agree_f1=0.000000, average_f1=0.399898
BATCH 17 training acc=0.562500, cost=0.667187, test acc=0.666383, cost=0.615687, disagree_f1=0.799796, agree_f1=0.000000, average_f1=0.399898
BATCH 18 training acc=0.718750, cost=0.573255, test acc=0.666383, cost=0.621210, disagree_f1=0.799796, agree_f1=0.000000, average_f1=0.399898
