Using GPU: 2...
X_train.shape=(2383, 2, 64), y_train.shape=(2383,);
X_test.shape=(596, 2, 64), y_test.shape=(596,)
Creating the data generator ...
PreTrain Embedding hitRate=0.9832497860374129
model.bilstm.embedding.weight
model.bilstm.quote_bilstm.weight_ih_l0
model.bilstm.quote_bilstm.weight_hh_l0
model.bilstm.quote_bilstm.bias_ih_l0
model.bilstm.quote_bilstm.bias_hh_l0
model.bilstm.quote_bilstm.weight_ih_l0_reverse
model.bilstm.quote_bilstm.weight_hh_l0_reverse
model.bilstm.quote_bilstm.bias_ih_l0_reverse
model.bilstm.quote_bilstm.bias_hh_l0_reverse
model.bilstm.quote_bilstm.weight_ih_l1
model.bilstm.quote_bilstm.weight_hh_l1
model.bilstm.quote_bilstm.bias_ih_l1
model.bilstm.quote_bilstm.bias_hh_l1
model.bilstm.quote_bilstm.weight_ih_l1_reverse
model.bilstm.quote_bilstm.weight_hh_l1_reverse
model.bilstm.quote_bilstm.bias_ih_l1_reverse
model.bilstm.quote_bilstm.bias_hh_l1_reverse
model.bilstm.response_bilstm.weight_ih_l0
model.bilstm.response_bilstm.weight_hh_l0
model.bilstm.response_bilstm.bias_ih_l0
model.bilstm.response_bilstm.bias_hh_l0
model.bilstm.response_bilstm.weight_ih_l0_reverse
model.bilstm.response_bilstm.weight_hh_l0_reverse
model.bilstm.response_bilstm.bias_ih_l0_reverse
model.bilstm.response_bilstm.bias_hh_l0_reverse
model.bilstm.response_bilstm.weight_ih_l1
model.bilstm.response_bilstm.weight_hh_l1
model.bilstm.response_bilstm.bias_ih_l1
model.bilstm.response_bilstm.bias_hh_l1
model.bilstm.response_bilstm.weight_ih_l1_reverse
model.bilstm.response_bilstm.weight_hh_l1_reverse
model.bilstm.response_bilstm.bias_ih_l1_reverse
model.bilstm.response_bilstm.bias_hh_l1_reverse
model.self_dot_q2q_attention_layer.0.weight
model.self_dot_q2q_attention_layer.0.bias
model.self_dot_r2r_attention_layer.0.weight
model.self_dot_r2r_attention_layer.0.bias
model.cross_dot_v2_r2q_attention_layer.0.weight
model.cross_dot_v2_r2q_attention_layer.0.bias
model.cross_dot_v2_q2r_attention_layer.0.weight
model.cross_dot_v2_q2r_attention_layer.0.bias
out.0.weight
out.0.bias
out.3.weight
out.3.bias
BATCH 1 training acc=0.625000, cost=0.690083, test acc=0.615772, cost=0.661028, disagree_f1=0.762201, agree_f1=0.000000, average_f1=0.381101
BATCH 2 training acc=0.500000, cost=0.708928, test acc=0.615772, cost=0.658267, disagree_f1=0.762201, agree_f1=0.000000, average_f1=0.381101
BATCH 3 training acc=0.750000, cost=0.608448, test acc=0.615772, cost=0.659053, disagree_f1=0.762201, agree_f1=0.000000, average_f1=0.381101
BATCH 4 training acc=0.625000, cost=0.631297, test acc=0.615772, cost=0.663854, disagree_f1=0.762201, agree_f1=0.000000, average_f1=0.381101
BATCH 5 training acc=0.750000, cost=0.551840, test acc=0.615772, cost=0.689953, disagree_f1=0.762201, agree_f1=0.000000, average_f1=0.381101
BATCH 6 training acc=0.562500, cost=0.721855, test acc=0.615772, cost=0.677170, disagree_f1=0.762201, agree_f1=0.000000, average_f1=0.381101
BATCH 7 training acc=0.656250, cost=0.642229, test acc=0.615772, cost=0.651008, disagree_f1=0.762201, agree_f1=0.000000, average_f1=0.381101
BATCH 8 training acc=0.531250, cost=0.704569, test acc=0.642617, cost=0.643036, disagree_f1=0.765677, agree_f1=0.247350, average_f1=0.506513
BATCH 9 training acc=0.656250, cost=0.596342, test acc=0.644295, cost=0.656900, disagree_f1=0.730280, agree_f1=0.477833, average_f1=0.604056
BATCH 10 training acc=0.656250, cost=0.672445, test acc=0.619128, cost=0.663597, disagree_f1=0.684284, agree_f1=0.520085, average_f1=0.602184
BATCH 11 training acc=0.531250, cost=0.693773, test acc=0.640940, cost=0.656117, disagree_f1=0.716931, agree_f1=0.509174, average_f1=0.613053
BATCH 12 training acc=0.562500, cost=0.693008, test acc=0.656040, cost=0.642863, disagree_f1=0.749082, agree_f1=0.453333, average_f1=0.601208
BATCH 13 training acc=0.625000, cost=0.630882, test acc=0.657718, cost=0.634360, disagree_f1=0.766590, agree_f1=0.358491, average_f1=0.562540
BATCH 14 training acc=0.718750, cost=0.637721, test acc=0.664430, cost=0.633873, disagree_f1=0.776286, agree_f1=0.328859, average_f1=0.552573
BATCH 15 training acc=0.593750, cost=0.731383, test acc=0.659396, cost=0.633453, disagree_f1=0.770102, agree_f1=0.343042, average_f1=0.556572
BATCH 16 training acc=0.593750, cost=0.674538, test acc=0.662752, cost=0.632228, disagree_f1=0.760999, agree_f1=0.427350, average_f1=0.594175
BATCH 17 training acc=0.562500, cost=0.730873, test acc=0.639262, cost=0.634036, disagree_f1=0.724005, agree_f1=0.479419, average_f1=0.601712
