Using GPU: 1...
X_train.shape=(30752, 2, 64), y_train.shape=(30752,);
X_test.shape=(3942, 2, 64), y_test.shape=(3942,)
Creating the data generator ...
PreTrain Embedding hitRate=0.9407318579890258
model.bilstm.embedding.weight
model.bilstm.quote_bilstm.weight_ih_l0
model.bilstm.quote_bilstm.weight_hh_l0
model.bilstm.quote_bilstm.bias_ih_l0
model.bilstm.quote_bilstm.bias_hh_l0
model.bilstm.quote_bilstm.weight_ih_l0_reverse
model.bilstm.quote_bilstm.weight_hh_l0_reverse
model.bilstm.quote_bilstm.bias_ih_l0_reverse
model.bilstm.quote_bilstm.bias_hh_l0_reverse
model.bilstm.quote_bilstm.weight_ih_l1
model.bilstm.quote_bilstm.weight_hh_l1
model.bilstm.quote_bilstm.bias_ih_l1
model.bilstm.quote_bilstm.bias_hh_l1
model.bilstm.quote_bilstm.weight_ih_l1_reverse
model.bilstm.quote_bilstm.weight_hh_l1_reverse
model.bilstm.quote_bilstm.bias_ih_l1_reverse
model.bilstm.quote_bilstm.bias_hh_l1_reverse
model.bilstm.response_bilstm.weight_ih_l0
model.bilstm.response_bilstm.weight_hh_l0
model.bilstm.response_bilstm.bias_ih_l0
model.bilstm.response_bilstm.bias_hh_l0
model.bilstm.response_bilstm.weight_ih_l0_reverse
model.bilstm.response_bilstm.weight_hh_l0_reverse
model.bilstm.response_bilstm.bias_ih_l0_reverse
model.bilstm.response_bilstm.bias_hh_l0_reverse
model.bilstm.response_bilstm.weight_ih_l1
model.bilstm.response_bilstm.weight_hh_l1
model.bilstm.response_bilstm.bias_ih_l1
model.bilstm.response_bilstm.bias_hh_l1
model.bilstm.response_bilstm.weight_ih_l1_reverse
model.bilstm.response_bilstm.weight_hh_l1_reverse
model.bilstm.response_bilstm.bias_ih_l1_reverse
model.bilstm.response_bilstm.bias_hh_l1_reverse
model.self_dot_q2q_attention_layer.0.weight
model.self_dot_q2q_attention_layer.0.bias
model.self_dot_r2r_attention_layer.0.weight
model.self_dot_r2r_attention_layer.0.bias
model.r2q_attention_layer.0.weight
model.r2q_attention_layer.0.bias
model.r2q_attention_layer.3.weight
model.r2q_attention_layer.3.bias
model.q2r_attention_layer.0.weight
model.q2r_attention_layer.0.bias
model.q2r_attention_layer.3.weight
model.q2r_attention_layer.3.bias
out.0.weight
out.0.bias
out.3.weight
out.3.bias
BATCH 1 training acc=0.593750, cost=0.691377, test acc=0.664891, cost=0.626288, disagree_f1=0.798720, agree_f1=0.000000, average_f1=0.399360
BATCH 2 training acc=0.656250, cost=0.619297, test acc=0.664891, cost=0.629760, disagree_f1=0.798720, agree_f1=0.000000, average_f1=0.399360
BATCH 3 training acc=0.562500, cost=0.699950, test acc=0.664891, cost=0.623950, disagree_f1=0.798720, agree_f1=0.000000, average_f1=0.399360
BATCH 4 training acc=0.687500, cost=0.594176, test acc=0.664891, cost=0.612686, disagree_f1=0.798720, agree_f1=0.000000, average_f1=0.399360
BATCH 5 training acc=0.625000, cost=0.643696, test acc=0.664891, cost=0.608766, disagree_f1=0.798720, agree_f1=0.000000, average_f1=0.399360
BATCH 6 training acc=0.656250, cost=0.592513, test acc=0.667935, cost=0.609084, disagree_f1=0.795309, agree_f1=0.120887, average_f1=0.458098
BATCH 7 training acc=0.750000, cost=0.558232, test acc=0.670979, cost=0.601601, disagree_f1=0.795780, agree_f1=0.153947, average_f1=0.474863
BATCH 8 training acc=0.687500, cost=0.651715, test acc=0.672755, cost=0.599132, disagree_f1=0.795498, agree_f1=0.181472, average_f1=0.488485
BATCH 9 training acc=0.625000, cost=0.601813, test acc=0.673009, cost=0.598214, disagree_f1=0.795883, agree_f1=0.178458, average_f1=0.487170
BATCH 10 training acc=0.656250, cost=0.746063, test acc=0.678336, cost=0.596349, disagree_f1=0.795286, agree_f1=0.249704, average_f1=0.522495
BATCH 11 training acc=0.656250, cost=0.619283, test acc=0.676560, cost=0.595643, disagree_f1=0.788030, agree_f1=0.317817, average_f1=0.552923
BATCH 12 training acc=0.687500, cost=0.598224, test acc=0.681887, cost=0.594299, disagree_f1=0.792384, agree_f1=0.319957, average_f1=0.556170
BATCH 13 training acc=0.750000, cost=0.547264, test acc=0.680873, cost=0.592760, disagree_f1=0.795647, agree_f1=0.271991, average_f1=0.533819
BATCH 14 training acc=0.625000, cost=0.626728, test acc=0.681380, cost=0.590918, disagree_f1=0.794368, agree_f1=0.292793, average_f1=0.543580
BATCH 15 training acc=0.718750, cost=0.554264, test acc=0.683156, cost=0.589656, disagree_f1=0.794809, agree_f1=0.304953, average_f1=0.549881
BATCH 16 training acc=0.625000, cost=0.612904, test acc=0.684424, cost=0.587501, disagree_f1=0.791973, agree_f1=0.346639, average_f1=0.569306
BATCH 17 training acc=0.625000, cost=0.606621, test acc=0.688990, cost=0.586857, disagree_f1=0.784459, agree_f1=0.441712, average_f1=0.613085
BATCH 18 training acc=0.750000, cost=0.574677, test acc=0.682141, cost=0.587551, disagree_f1=0.769542, agree_f1=0.487944, average_f1=0.628743
BATCH 19 training acc=0.562500, cost=0.729093, test acc=0.666413, cost=0.602060, disagree_f1=0.738828, agree_f1=0.538435, average_f1=0.638631
BATCH 20 training acc=0.750000, cost=0.533800, test acc=0.660325, cost=0.603215, disagree_f1=0.731070, agree_f1=0.539071, average_f1=0.635071
BATCH 21 training acc=0.718750, cost=0.587770, test acc=0.676560, cost=0.590881, disagree_f1=0.752090, agree_f1=0.534841, average_f1=0.643466
BATCH 22 training acc=0.593750, cost=0.588237, test acc=0.687215, cost=0.581361, disagree_f1=0.775369, agree_f1=0.485177, average_f1=0.630273
BATCH 23 training acc=0.718750, cost=0.497089, test acc=0.687468, cost=0.599363, disagree_f1=0.789258, agree_f1=0.395486, average_f1=0.592372
BATCH 24 training acc=0.687500, cost=0.643870, test acc=0.687976, cost=0.615324, disagree_f1=0.794521, agree_f1=0.351949, average_f1=0.573235
BATCH 25 training acc=0.500000, cost=0.889011, test acc=0.690766, cost=0.608012, disagree_f1=0.797273, agree_f1=0.348477, average_f1=0.572875
BATCH 26 training acc=0.781250, cost=0.464688, test acc=0.689498, cost=0.599113, disagree_f1=0.794631, agree_f1=0.363825, average_f1=0.579228
BATCH 27 training acc=0.812500, cost=0.414142, test acc=0.690512, cost=0.607821, disagree_f1=0.795918, agree_f1=0.359916, average_f1=0.577917
BATCH 28 training acc=0.687500, cost=0.669529, test acc=0.693557, cost=0.597759, disagree_f1=0.795324, agree_f1=0.390515, average_f1=0.592919
BATCH 29 training acc=0.687500, cost=0.700414, test acc=0.694571, cost=0.577096, disagree_f1=0.788994, agree_f1=0.447199, average_f1=0.618097
BATCH 30 training acc=0.687500, cost=0.550608, test acc=0.694064, cost=0.567706, disagree_f1=0.776418, agree_f1=0.515663, average_f1=0.646040
BATCH 31 training acc=0.562500, cost=0.624408, test acc=0.694318, cost=0.573674, disagree_f1=0.766246, agree_f1=0.558446, average_f1=0.662346
BATCH 32 training acc=0.531250, cost=0.670057, test acc=0.680112, cost=0.594753, disagree_f1=0.740375, agree_f1=0.583416, average_f1=0.661895
BATCH 33 training acc=0.750000, cost=0.491096, test acc=0.661339, cost=0.613411, disagree_f1=0.707814, agree_f1=0.597285, average_f1=0.652549
BATCH 34 training acc=0.750000, cost=0.566073, test acc=0.666413, cost=0.611123, disagree_f1=0.713320, agree_f1=0.601153, average_f1=0.657236
BATCH 35 training acc=0.718750, cost=0.553318, test acc=0.678843, cost=0.590865, disagree_f1=0.737780, agree_f1=0.585733, average_f1=0.661756
BATCH 36 training acc=0.656250, cost=0.603040, test acc=0.695586, cost=0.567546, disagree_f1=0.768697, agree_f1=0.554896, average_f1=0.661797
BATCH 37 training acc=0.687500, cost=0.595999, test acc=0.703196, cost=0.558304, disagree_f1=0.785557, agree_f1=0.518122, average_f1=0.651840
BATCH 38 training acc=0.718750, cost=0.521577, test acc=0.703450, cost=0.569055, disagree_f1=0.797154, agree_f1=0.448845, average_f1=0.623000
BATCH 39 training acc=0.625000, cost=0.628416, test acc=0.703704, cost=0.587712, disagree_f1=0.802836, agree_f1=0.404082, average_f1=0.603459
BATCH 40 training acc=0.781250, cost=0.540838, test acc=0.698123, cost=0.603049, disagree_f1=0.803176, agree_f1=0.352557, average_f1=0.577866
BATCH 41 training acc=0.750000, cost=0.527841, test acc=0.699391, cost=0.611929, disagree_f1=0.807223, agree_f1=0.317789, average_f1=0.562506
BATCH 42 training acc=0.781250, cost=0.550986, test acc=0.697615, cost=0.605526, disagree_f1=0.807680, agree_f1=0.293001, average_f1=0.550341
BATCH 43 training acc=0.781250, cost=0.489753, test acc=0.697362, cost=0.593622, disagree_f1=0.807798, agree_f1=0.288611, average_f1=0.548204
BATCH 44 training acc=0.750000, cost=0.548991, test acc=0.699645, cost=0.578327, disagree_f1=0.808538, agree_f1=0.303529, average_f1=0.556034
BATCH 45 training acc=0.843750, cost=0.429474, test acc=0.699137, cost=0.573176, disagree_f1=0.807655, agree_f1=0.309662, average_f1=0.558659
BATCH 46 training acc=0.718750, cost=0.591638, test acc=0.703196, cost=0.565676, disagree_f1=0.807185, agree_f1=0.355727, average_f1=0.581456
BATCH 47 training acc=0.781250, cost=0.440184, test acc=0.707255, cost=0.562984, disagree_f1=0.807217, agree_f1=0.391992, average_f1=0.599604
