Using GPU: 2...
X_train.shape=(19819, 2, 64), y_train.shape=(19819,);
X_test.shape=(4955, 2, 64), y_test.shape=(4955,)
Creating the data generator ...
PreTrain Embedding hitRate=0.9253959683225342
model.bilstm.embedding.weight
model.bilstm.quote_bilstm.weight_ih_l0
model.bilstm.quote_bilstm.weight_hh_l0
model.bilstm.quote_bilstm.bias_ih_l0
model.bilstm.quote_bilstm.bias_hh_l0
model.bilstm.quote_bilstm.weight_ih_l0_reverse
model.bilstm.quote_bilstm.weight_hh_l0_reverse
model.bilstm.quote_bilstm.bias_ih_l0_reverse
model.bilstm.quote_bilstm.bias_hh_l0_reverse
model.bilstm.quote_bilstm.weight_ih_l1
model.bilstm.quote_bilstm.weight_hh_l1
model.bilstm.quote_bilstm.bias_ih_l1
model.bilstm.quote_bilstm.bias_hh_l1
model.bilstm.quote_bilstm.weight_ih_l1_reverse
model.bilstm.quote_bilstm.weight_hh_l1_reverse
model.bilstm.quote_bilstm.bias_ih_l1_reverse
model.bilstm.quote_bilstm.bias_hh_l1_reverse
model.bilstm.response_bilstm.weight_ih_l0
model.bilstm.response_bilstm.weight_hh_l0
model.bilstm.response_bilstm.bias_ih_l0
model.bilstm.response_bilstm.bias_hh_l0
model.bilstm.response_bilstm.weight_ih_l0_reverse
model.bilstm.response_bilstm.weight_hh_l0_reverse
model.bilstm.response_bilstm.bias_ih_l0_reverse
model.bilstm.response_bilstm.bias_hh_l0_reverse
model.bilstm.response_bilstm.weight_ih_l1
model.bilstm.response_bilstm.weight_hh_l1
model.bilstm.response_bilstm.bias_ih_l1
model.bilstm.response_bilstm.bias_hh_l1
model.bilstm.response_bilstm.weight_ih_l1_reverse
model.bilstm.response_bilstm.weight_hh_l1_reverse
model.bilstm.response_bilstm.bias_ih_l1_reverse
model.bilstm.response_bilstm.bias_hh_l1_reverse
model.q2q_attention_layer.0.weight
model.q2q_attention_layer.0.bias
model.q2q_attention_layer.3.weight
model.q2q_attention_layer.3.bias
model.r2r_attention_layer.0.weight
model.r2r_attention_layer.0.bias
model.r2r_attention_layer.3.weight
model.r2r_attention_layer.3.bias
model.r2q_attention_layer.0.weight
model.r2q_attention_layer.0.bias
model.r2q_attention_layer.3.weight
model.r2q_attention_layer.3.bias
model.q2r_attention_layer.0.weight
model.q2r_attention_layer.0.bias
model.q2r_attention_layer.3.weight
model.q2r_attention_layer.3.bias
out.0.weight
out.0.bias
out.3.weight
out.3.bias
BATCH 1 training acc=0.437500, cost=0.695355, test acc=0.516448, cost=0.693195, disagree_f1=0.681129, agree_f1=0.000000, average_f1=0.340564
BATCH 2 training acc=0.562500, cost=0.685297, test acc=0.516448, cost=0.702263, disagree_f1=0.681129, agree_f1=0.000000, average_f1=0.340564
BATCH 3 training acc=0.625000, cost=0.657915, test acc=0.516448, cost=0.731376, disagree_f1=0.681129, agree_f1=0.000000, average_f1=0.340564
BATCH 4 training acc=0.531250, cost=0.712051, test acc=0.516448, cost=0.716483, disagree_f1=0.681129, agree_f1=0.000000, average_f1=0.340564
BATCH 5 training acc=0.500000, cost=0.725645, test acc=0.516448, cost=0.694146, disagree_f1=0.681129, agree_f1=0.000000, average_f1=0.340564
BATCH 6 training acc=0.468750, cost=0.703859, test acc=0.488799, cost=0.693171, disagree_f1=0.053084, agree_f1=0.649896, average_f1=0.351490
BATCH 7 training acc=0.500000, cost=0.688166, test acc=0.483552, cost=0.713432, disagree_f1=0.000000, agree_f1=0.651884, average_f1=0.325942
BATCH 8 training acc=0.625000, cost=0.662972, test acc=0.483552, cost=0.750102, disagree_f1=0.000000, agree_f1=0.651884, average_f1=0.325942
BATCH 9 training acc=0.625000, cost=0.640113, test acc=0.483552, cost=0.781470, disagree_f1=0.000000, agree_f1=0.651884, average_f1=0.325942
BATCH 10 training acc=0.562500, cost=0.738003, test acc=0.483552, cost=0.767704, disagree_f1=0.000000, agree_f1=0.651884, average_f1=0.325942
BATCH 11 training acc=0.562500, cost=0.702293, test acc=0.483552, cost=0.741741, disagree_f1=0.000000, agree_f1=0.651884, average_f1=0.325942
BATCH 12 training acc=0.500000, cost=0.722424, test acc=0.483552, cost=0.714327, disagree_f1=0.000000, agree_f1=0.651884, average_f1=0.325942
BATCH 13 training acc=0.625000, cost=0.661779, test acc=0.483552, cost=0.701450, disagree_f1=0.000000, agree_f1=0.651884, average_f1=0.325942
BATCH 14 training acc=0.562500, cost=0.692499, test acc=0.487386, cost=0.693809, disagree_f1=0.026074, agree_f1=0.652150, average_f1=0.339112
BATCH 15 training acc=0.406250, cost=0.712330, test acc=0.544702, cost=0.689615, disagree_f1=0.624000, agree_f1=0.423018, average_f1=0.523509
BATCH 16 training acc=0.625000, cost=0.684945, test acc=0.538042, cost=0.690357, disagree_f1=0.658918, agree_f1=0.284464, average_f1=0.471691
BATCH 17 training acc=0.562500, cost=0.686636, test acc=0.525933, cost=0.696135, disagree_f1=0.674969, agree_f1=0.124488, average_f1=0.399728
BATCH 18 training acc=0.562500, cost=0.692439, test acc=0.519677, cost=0.704173, disagree_f1=0.678726, agree_f1=0.048761, average_f1=0.363743
