Using GPU: 3...
X_train.shape=(19819, 2, 64), y_train.shape=(19819,);
X_test.shape=(4955, 2, 64), y_test.shape=(4955,)
Creating the data generator ...
PreTrain Embedding hitRate=0.9253959683225342
model.bilstm.embedding.weight
model.bilstm.quote_bilstm.weight_ih_l0
model.bilstm.quote_bilstm.weight_hh_l0
model.bilstm.quote_bilstm.bias_ih_l0
model.bilstm.quote_bilstm.bias_hh_l0
model.bilstm.quote_bilstm.weight_ih_l0_reverse
model.bilstm.quote_bilstm.weight_hh_l0_reverse
model.bilstm.quote_bilstm.bias_ih_l0_reverse
model.bilstm.quote_bilstm.bias_hh_l0_reverse
model.bilstm.quote_bilstm.weight_ih_l1
model.bilstm.quote_bilstm.weight_hh_l1
model.bilstm.quote_bilstm.bias_ih_l1
model.bilstm.quote_bilstm.bias_hh_l1
model.bilstm.quote_bilstm.weight_ih_l1_reverse
model.bilstm.quote_bilstm.weight_hh_l1_reverse
model.bilstm.quote_bilstm.bias_ih_l1_reverse
model.bilstm.quote_bilstm.bias_hh_l1_reverse
model.bilstm.response_bilstm.weight_ih_l0
model.bilstm.response_bilstm.weight_hh_l0
model.bilstm.response_bilstm.bias_ih_l0
model.bilstm.response_bilstm.bias_hh_l0
model.bilstm.response_bilstm.weight_ih_l0_reverse
model.bilstm.response_bilstm.weight_hh_l0_reverse
model.bilstm.response_bilstm.bias_ih_l0_reverse
model.bilstm.response_bilstm.bias_hh_l0_reverse
model.bilstm.response_bilstm.weight_ih_l1
model.bilstm.response_bilstm.weight_hh_l1
model.bilstm.response_bilstm.bias_ih_l1
model.bilstm.response_bilstm.bias_hh_l1
model.bilstm.response_bilstm.weight_ih_l1_reverse
model.bilstm.response_bilstm.weight_hh_l1_reverse
model.bilstm.response_bilstm.bias_ih_l1_reverse
model.bilstm.response_bilstm.bias_hh_l1_reverse
model.q2q_attention_layer.0.weight
model.q2q_attention_layer.0.bias
model.q2q_attention_layer.3.weight
model.q2q_attention_layer.3.bias
model.r2r_attention_layer.0.weight
model.r2r_attention_layer.0.bias
model.r2r_attention_layer.3.weight
model.r2r_attention_layer.3.bias
model.cross_dot_v2_r2q_attention_layer.0.weight
model.cross_dot_v2_r2q_attention_layer.0.bias
model.cross_dot_v2_q2r_attention_layer.0.weight
model.cross_dot_v2_q2r_attention_layer.0.bias
out.0.weight
out.0.bias
out.3.weight
out.3.bias
BATCH 1 training acc=0.531250, cost=0.696919, test acc=0.519475, cost=0.711283, disagree_f1=0.683756, agree_f1=0.000000, average_f1=0.341878
BATCH 2 training acc=0.437500, cost=0.750578, test acc=0.530172, cost=0.691681, disagree_f1=0.671465, agree_f1=0.175637, average_f1=0.423551
BATCH 3 training acc=0.531250, cost=0.688247, test acc=0.527952, cost=0.691084, disagree_f1=0.681118, agree_f1=0.091650, average_f1=0.386384
BATCH 4 training acc=0.343750, cost=0.715425, test acc=0.481937, cost=0.694350, disagree_f1=0.016098, agree_f1=0.648404, average_f1=0.332251
BATCH 5 training acc=0.468750, cost=0.700747, test acc=0.496266, cost=0.692777, disagree_f1=0.209125, agree_f1=0.630441, average_f1=0.419783
BATCH 6 training acc=0.500000, cost=0.690404, test acc=0.541877, cost=0.689929, disagree_f1=0.673944, agree_f1=0.229986, average_f1=0.451965
BATCH 7 training acc=0.656250, cost=0.664178, test acc=0.519475, cost=0.705494, disagree_f1=0.683756, agree_f1=0.000000, average_f1=0.341878
BATCH 8 training acc=0.625000, cost=0.682702, test acc=0.519475, cost=0.746458, disagree_f1=0.683756, agree_f1=0.000000, average_f1=0.341878
BATCH 9 training acc=0.531250, cost=0.746314, test acc=0.519475, cost=0.755510, disagree_f1=0.683756, agree_f1=0.000000, average_f1=0.341878
BATCH 10 training acc=0.562500, cost=0.726647, test acc=0.519475, cost=0.736871, disagree_f1=0.683756, agree_f1=0.000000, average_f1=0.341878
BATCH 11 training acc=0.468750, cost=0.729189, test acc=0.519475, cost=0.710355, disagree_f1=0.683756, agree_f1=0.000000, average_f1=0.341878
BATCH 12 training acc=0.625000, cost=0.679038, test acc=0.519475, cost=0.696688, disagree_f1=0.683756, agree_f1=0.000000, average_f1=0.341878
BATCH 13 training acc=0.562500, cost=0.704382, test acc=0.519475, cost=0.690934, disagree_f1=0.683756, agree_f1=0.000000, average_f1=0.341878
BATCH 14 training acc=0.406250, cost=0.716806, test acc=0.498890, cost=0.692809, disagree_f1=0.213494, agree_f1=0.632312, average_f1=0.422903
BATCH 15 training acc=0.593750, cost=0.687018, test acc=0.480525, cost=0.700428, disagree_f1=0.000000, agree_f1=0.649128, average_f1=0.324564
BATCH 16 training acc=0.343750, cost=0.727621, test acc=0.480525, cost=0.700530, disagree_f1=0.000000, agree_f1=0.649128, average_f1=0.324564
BATCH 17 training acc=0.500000, cost=0.709426, test acc=0.481130, cost=0.696219, disagree_f1=0.006185, agree_f1=0.648914, average_f1=0.327550
BATCH 18 training acc=0.500000, cost=0.700270, test acc=0.480928, cost=0.694849, disagree_f1=0.013804, agree_f1=0.647768, average_f1=0.330786
BATCH 19 training acc=0.437500, cost=0.690847, test acc=0.490817, cost=0.693123, disagree_f1=0.131497, agree_f1=0.639829, average_f1=0.385663
BATCH 20 training acc=0.593750, cost=0.681081, test acc=0.539859, cost=0.690848, disagree_f1=0.569161, agree_f1=0.506280, average_f1=0.537720
BATCH 21 training acc=0.593750, cost=0.686189, test acc=0.550151, cost=0.689871, disagree_f1=0.640078, agree_f1=0.400323, average_f1=0.520200
BATCH 22 training acc=0.656250, cost=0.674576, test acc=0.546720, cost=0.689645, disagree_f1=0.671445, agree_f1=0.269356, average_f1=0.470401
BATCH 23 training acc=0.406250, cost=0.714666, test acc=0.543088, cost=0.689796, disagree_f1=0.670547, agree_f1=0.254773, average_f1=0.462660
BATCH 24 training acc=0.656250, cost=0.677231, test acc=0.540262, cost=0.691339, disagree_f1=0.677976, agree_f1=0.196756, average_f1=0.437366
BATCH 25 training acc=0.593750, cost=0.668561, test acc=0.529768, cost=0.694608, disagree_f1=0.680121, agree_f1=0.112719, average_f1=0.396420
BATCH 26 training acc=0.718750, cost=0.658067, test acc=0.526539, cost=0.700888, disagree_f1=0.680207, agree_f1=0.088578, average_f1=0.384393
BATCH 27 training acc=0.593750, cost=0.681922, test acc=0.522704, cost=0.710420, disagree_f1=0.680880, agree_f1=0.053621, average_f1=0.367251
BATCH 28 training acc=0.500000, cost=0.714093, test acc=0.526741, cost=0.709162, disagree_f1=0.680125, agree_f1=0.090733, average_f1=0.385429
BATCH 29 training acc=0.625000, cost=0.645088, test acc=0.532795, cost=0.706606, disagree_f1=0.678695, agree_f1=0.144177, average_f1=0.411436
BATCH 30 training acc=0.562500, cost=0.690874, test acc=0.539455, cost=0.701391, disagree_f1=0.675668, agree_f1=0.205985, average_f1=0.440826
BATCH 31 training acc=0.406250, cost=0.786973, test acc=0.547528, cost=0.691293, disagree_f1=0.667556, agree_f1=0.291851, average_f1=0.479704
BATCH 32 training acc=0.531250, cost=0.692526, test acc=0.546115, cost=0.688094, disagree_f1=0.626226, agree_f1=0.422296, average_f1=0.524261
BATCH 33 training acc=0.625000, cost=0.678209, test acc=0.524521, cost=0.690560, disagree_f1=0.483786, agree_f1=0.559297, average_f1=0.521541
BATCH 34 training acc=0.406250, cost=0.711210, test acc=0.506963, cost=0.692805, disagree_f1=0.287547, agree_f1=0.623052, average_f1=0.455300
BATCH 35 training acc=0.437500, cost=0.679890, test acc=0.511806, cost=0.692113, disagree_f1=0.347099, agree_f1=0.610153, average_f1=0.478626
