Using GPU: 1...
X_train.shape=(19819, 2, 64), y_train.shape=(19819,);
X_test.shape=(4955, 2, 64), y_test.shape=(4955,)
Creating the data generator ...
PreTrain Embedding hitRate=0.9253959683225342
model.bilstm.embedding.weight
model.bilstm.quote_bilstm.weight_ih_l0
model.bilstm.quote_bilstm.weight_hh_l0
model.bilstm.quote_bilstm.bias_ih_l0
model.bilstm.quote_bilstm.bias_hh_l0
model.bilstm.quote_bilstm.weight_ih_l0_reverse
model.bilstm.quote_bilstm.weight_hh_l0_reverse
model.bilstm.quote_bilstm.bias_ih_l0_reverse
model.bilstm.quote_bilstm.bias_hh_l0_reverse
model.bilstm.quote_bilstm.weight_ih_l1
model.bilstm.quote_bilstm.weight_hh_l1
model.bilstm.quote_bilstm.bias_ih_l1
model.bilstm.quote_bilstm.bias_hh_l1
model.bilstm.quote_bilstm.weight_ih_l1_reverse
model.bilstm.quote_bilstm.weight_hh_l1_reverse
model.bilstm.quote_bilstm.bias_ih_l1_reverse
model.bilstm.quote_bilstm.bias_hh_l1_reverse
model.bilstm.response_bilstm.weight_ih_l0
model.bilstm.response_bilstm.weight_hh_l0
model.bilstm.response_bilstm.bias_ih_l0
model.bilstm.response_bilstm.bias_hh_l0
model.bilstm.response_bilstm.weight_ih_l0_reverse
model.bilstm.response_bilstm.weight_hh_l0_reverse
model.bilstm.response_bilstm.bias_ih_l0_reverse
model.bilstm.response_bilstm.bias_hh_l0_reverse
model.bilstm.response_bilstm.weight_ih_l1
model.bilstm.response_bilstm.weight_hh_l1
model.bilstm.response_bilstm.bias_ih_l1
model.bilstm.response_bilstm.bias_hh_l1
model.bilstm.response_bilstm.weight_ih_l1_reverse
model.bilstm.response_bilstm.weight_hh_l1_reverse
model.bilstm.response_bilstm.bias_ih_l1_reverse
model.bilstm.response_bilstm.bias_hh_l1_reverse
model.q2q_attention_layer.0.weight
model.q2q_attention_layer.0.bias
model.q2q_attention_layer.3.weight
model.q2q_attention_layer.3.bias
model.r2r_attention_layer.0.weight
model.r2r_attention_layer.0.bias
model.r2r_attention_layer.3.weight
model.r2r_attention_layer.3.bias
model.cross_dot_v1_r2q_attention_layer.0.weight
model.cross_dot_v1_r2q_attention_layer.0.bias
model.cross_dot_v1_q2r_attention_layer.0.weight
model.cross_dot_v1_q2r_attention_layer.0.bias
out.0.weight
out.0.bias
out.3.weight
out.3.bias
BATCH 1 training acc=0.562500, cost=0.685034, test acc=0.513421, cost=0.691607, disagree_f1=0.436023, agree_f1=0.572138, average_f1=0.504081
BATCH 2 training acc=0.437500, cost=0.692970, test acc=0.535217, cost=0.689871, disagree_f1=0.559403, agree_f1=0.508221, average_f1=0.533812
BATCH 3 training acc=0.531250, cost=0.689972, test acc=0.489001, cost=0.693658, disagree_f1=0.016317, agree_f1=0.654853, average_f1=0.335585
BATCH 4 training acc=0.406250, cost=0.727212, test acc=0.511604, cost=0.690621, disagree_f1=0.413191, agree_f1=0.581749, average_f1=0.497470
BATCH 5 training acc=0.500000, cost=0.682581, test acc=0.545510, cost=0.688125, disagree_f1=0.629849, agree_f1=0.411396, average_f1=0.520622
BATCH 6 training acc=0.656250, cost=0.666200, test acc=0.552170, cost=0.688968, disagree_f1=0.654630, agree_f1=0.363271, average_f1=0.508951
BATCH 7 training acc=0.406250, cost=0.722117, test acc=0.542886, cost=0.687960, disagree_f1=0.605881, agree_f1=0.455921, average_f1=0.530901
BATCH 8 training acc=0.562500, cost=0.668087, test acc=0.505954, cost=0.691060, disagree_f1=0.362500, agree_f1=0.596705, average_f1=0.479603
BATCH 9 training acc=0.468750, cost=0.699731, test acc=0.488396, cost=0.697374, disagree_f1=0.010925, agree_f1=0.654961, average_f1=0.332943
BATCH 10 training acc=0.468750, cost=0.703645, test acc=0.525126, cost=0.689898, disagree_f1=0.496038, agree_f1=0.551040, average_f1=0.523539
BATCH 11 training acc=0.562500, cost=0.665096, test acc=0.549748, cost=0.690235, disagree_f1=0.649489, agree_f1=0.370663, average_f1=0.510076
BATCH 12 training acc=0.375000, cost=0.755569, test acc=0.548335, cost=0.692193, disagree_f1=0.650313, agree_f1=0.362393, average_f1=0.506353
BATCH 13 training acc=0.593750, cost=0.694771, test acc=0.549950, cost=0.688871, disagree_f1=0.638691, agree_f1=0.403424, average_f1=0.521058
BATCH 14 training acc=0.687500, cost=0.657588, test acc=0.549748, cost=0.690595, disagree_f1=0.644235, agree_f1=0.386919, average_f1=0.515577
BATCH 15 training acc=0.500000, cost=0.718459, test acc=0.546720, cost=0.698561, disagree_f1=0.655627, agree_f1=0.337072, average_f1=0.496350
BATCH 16 training acc=0.531250, cost=0.712378, test acc=0.546720, cost=0.700432, disagree_f1=0.657726, agree_f1=0.329152, average_f1=0.493439
BATCH 17 training acc=0.593750, cost=0.700326, test acc=0.547528, cost=0.692559, disagree_f1=0.648369, agree_f1=0.365591, average_f1=0.506980
BATCH 18 training acc=0.625000, cost=0.683295, test acc=0.549344, cost=0.688143, disagree_f1=0.609956, agree_f1=0.466428, average_f1=0.538192
BATCH 19 training acc=0.406250, cost=0.710282, test acc=0.508981, cost=0.694615, disagree_f1=0.325852, agree_f1=0.613871, average_f1=0.469861
BATCH 20 training acc=0.375000, cost=0.745291, test acc=0.489405, cost=0.699311, disagree_f1=0.062268, agree_f1=0.649196, average_f1=0.355732
BATCH 21 training acc=0.375000, cost=0.690156, test acc=0.497074, cost=0.697350, disagree_f1=0.144231, agree_f1=0.643898, average_f1=0.394065
BATCH 22 training acc=0.406250, cost=0.751331, test acc=0.514026, cost=0.690998, disagree_f1=0.454710, agree_f1=0.561704, average_f1=0.508207
BATCH 23 training acc=0.406250, cost=0.776558, test acc=0.537841, cost=0.688480, disagree_f1=0.562643, agree_f1=0.510056, average_f1=0.536349
BATCH 24 training acc=0.375000, cost=0.771987, test acc=0.545711, cost=0.688349, disagree_f1=0.637578, agree_f1=0.391457, average_f1=0.514518
BATCH 25 training acc=0.468750, cost=0.704435, test acc=0.545711, cost=0.691780, disagree_f1=0.660943, agree_f1=0.311831, average_f1=0.486387
BATCH 26 training acc=0.468750, cost=0.711779, test acc=0.543290, cost=0.692162, disagree_f1=0.664393, agree_f1=0.285444, average_f1=0.474918
BATCH 27 training acc=0.500000, cost=0.699689, test acc=0.546519, cost=0.689726, disagree_f1=0.658666, agree_f1=0.324617, average_f1=0.491642
BATCH 28 training acc=0.625000, cost=0.661036, test acc=0.546922, cost=0.688792, disagree_f1=0.653710, agree_f1=0.344908, average_f1=0.499309
BATCH 29 training acc=0.562500, cost=0.685448, test acc=0.551160, cost=0.687732, disagree_f1=0.635290, agree_f1=0.416579, average_f1=0.525935
BATCH 30 training acc=0.687500, cost=0.666791, test acc=0.547931, cost=0.687641, disagree_f1=0.630850, agree_f1=0.416970, average_f1=0.523910
BATCH 31 training acc=0.593750, cost=0.687213, test acc=0.554188, cost=0.687476, disagree_f1=0.629051, agree_f1=0.441466, average_f1=0.535259
BATCH 32 training acc=0.625000, cost=0.685254, test acc=0.551564, cost=0.687480, disagree_f1=0.642650, agree_f1=0.398158, average_f1=0.520404
BATCH 33 training acc=0.562500, cost=0.711356, test acc=0.548537, cost=0.688608, disagree_f1=0.657689, agree_f1=0.337185, average_f1=0.497437
